Symbol,Name,Last,"Prev High","Prev Low","1M High","1M Low",Volume,"Prev Vol","1M Avg Vol","Earnings ttm","Book Value","Div Yield"
HWM,"Howmet Aerospace Inc",17.88,17.24,16.83,19.07,16.15,1925312,2578000,3173600,2.05,7.91,0.00%
IBM,"International Business Machines",120.57,123.3,120.36,129.95,116.48,2925228,3211600,3852276,11.41,23.23,5.41%
ICE,"Intercontinental Exchange",101.34,102.11,100.53,106.87,96.67,1925360,2239100,3119281,4.36,31.28,1.18%
IDXX,"Idexx Laboratories",383.85,398.15,391.88,406.1,347.54,318800,382900,457957,5.29,3.21,0.00%
IEX,"Idex Corp",179.92,185.21,177.13,188.17,173.98,228719,351600,350743,5.28,29.94,1.11%
IFF,"International Flavors & Fragrances",119.17,124.98,119.57,126.32,113.54,961444,1350700,871705,5.97,56.16,2.58%
ILMN,"Illumina Inc",308.43,313.14,306.15,376.67,260.42,1555700,1783600,2312905,5.89,31.04,0.00%
INCY,"Incyte Corp",88.75,93.08,89.98,95.98,82.98,1261300,1280600,1267900,-0.89,10.72,0.00%
INFO,"IHS Markit Ltd",78.52,79.32,78.06,83.7,76.04,1831576,2398300,2424562,2.18,19.21,0.87%
INTC,"Intel Corp",51.01,52.72,51.99,52.72,48.42,25811699,22127500,30716553,5.62,19.28,2.59%
INTU,"Intuit Inc",321.89,333.98,329.85,353.11,295.37,902700,1091500,1392786,6.65,19.5,0.66%
IP,"International Paper Company",40.48,41.16,39.83,43.1,37.26,2809325,2721300,3449114,3.52,17.96,5.06%
IPG,"Interpublic Group of Companies",17.41,16.98,16.6,18.82,15.92,3828471,3597200,3881329,1.71,6.39,5.86%
IPGP,"Ipg Photonics Corp",168.83,176.97,171.39,176.97,156.49,147200,204700,232533,3.3,45.96,0.00%
IQV,"Iqvia Holdings Inc",156.83,160.8,157.48,169.99,146,561671,799000,1111743,5.52,30.6,0.00%
IR,"Ingersoll Rand Inc",36.08,36.09,35.13,37.63,34.02,1920678,1420800,2509662,-0.24,20.74,0.00%
IRM,"Iron Mountain Inc",27.34,27.06,26.55,30.79,25.97,2825115,2164500,2729952,0.94,3.56,9.05%
ISRG,"Intuitive Surg Inc",696.28,718.43,704.02,756.98,633.29,534400,414600,694376,9.51,74.91,0.00%
IT,"Gartner Inc",125.34,127.28,124.63,136.09,121.16,295579,302900,364214,4.28,11.09,0.00%
ITW,"Illinois Tool Works Inc",191.85,194.95,188.68,203.18,188.14,906980,1218400,1057690,6.78,7.46,2.38%
J,"Jacobs Engineering Group Inc",94.24,94.33,90.95,95.67,88.15,876208,657200,821838,5.33,45.2,0.81%
JBHT,"J B Hunt Transport",127.49,127.35,124.47,142.07,124.3,1084600,675000,839548,4.87,22.66,0.85%
JBLU,"Jetblue Airways Cp",11.77,11.61,11.32,13.28,10.93,10686400,8025900,8652024,-1.29,15.03,0.00%
JCI,"Johnson Controls Intl",41.59,41.39,40.47,43.19,39.79,6407738,5196700,5011057,2.27,25.37,2.50%
JD,"Jd.com Inc Ads",76.1,79,77.47,81.69,71.76,8825700,7422700,10537824,0.82,13.59,0.00%
JKHY,"Jack Henry & Assoc",161.56,165.59,162.5,170.26,153.35,354800,466600,575500,3.86,20.23,1.06%
JNJ,"Johnson & Johnson",146.24,149.65,146.46,155.47,142.96,5485602,6457800,6550300,7.97,23.92,2.76%
JNPR,"Juniper Networks",21.32,21.6,21.23,23.71,21.01,2888126,2612600,3560786,1.15,13.47,3.75%
JPM,"JP Morgan Chase & Company",97.89,97.77,96.03,105.21,91.38,15149570,15778600,18837014,7.41,86.78,3.68%
K,"Kellogg Company",64.71,64.8,63.66,71.65,60.84,1574887,1691100,2555024,4.17,9.93,3.52%
KEX,"Kirby Corp",36.52,36.83,35.72,41.78,35.1,538005,638800,791205,2.39,50.83,0.00%
KEY,Keycorp,12.22,12.08,11.75,13.22,11.33,8707175,7231100,8318438,1.24,17.97,6.06%
KEYS,"Keysight Technologies Inc Comm",98.27,99.94,97,101.5,90.62,1235545,1396000,1510205,4.14,17.92,0.00%
KHC,"Kraft Heinz Company",30.47,30.4,29.67,35.05,28.56,5393700,6060000,7534662,2.79,40.21,5.25%
KIM,"Kimco Realty Corp",11.9,11.65,11.16,13.18,10.59,5728003,5379000,5280481,2.26,12.99,3.36%
KLAC,"K L A-Tencor Corp",191.96,200.21,195.66,214.04,171.31,1092000,915200,1457757,10.34,17.25,1.88%
KMB,"Kimberly-Clark Corp",147.43,148.65,146.5,156.43,144.36,1101775,1181700,1485562,7.88,1.45,2.90%
KMI,"Kinder Morgan",12.31,12.32,12.05,13.98,11.97,12093231,14358101,13765442,0.89,14.19,8.53%
KMX,"Carmax Inc",95.55,93.53,91.13,108.85,91.13,2556289,1764500,1941619,4.36,24.42,0.00%
KO,"Coca-Cola Company",49.36,49.66,48.59,52.14,47.56,13610071,17577201,15900290,1.93,4.47,3.32%
KR,"Kroger Company",34.07,34.23,33.52,37.22,31.9,5702925,8658400,10548357,2.99,12.59,2.11%
KSU,"Kansas City Southern",180.92,183.93,178.47,200,175.41,1068217,862000,887981,6.87,50.29,0.88%
L,"Loews Corp",35.5,35.12,34.37,37.9,32.83,561132,808000,1071457,2.41,65.66,0.70%
LB,"L Brands Inc",33.13,33.46,32.05,33.46,27.54,2814351,5843200,4482800,1.16,-6.85,0.00%
LBTYA,"Liberty Global Ord A",20.12,21.14,20.41,23.86,19.78,2033000,1654900,1447429,-0.79,21.14,0.00%
LBTYK,"Liberty Global Ord C",19.73,20.67,19.98,23.35,19.39,3739400,2845800,3400248,-0.79,21.14,0.00%
LDOS,"Leidos Holdings Inc",90.39,90.51,87.98,94.42,85.6,802283,818900,932276,5.61,24.95,1.50%
LEG,"Leggett & Platt Inc",42.66,42.15,41.16,45.33,40.37,852911,813600,1203757,2.01,9.17,3.75%
LEN,"Lennar Corp",83.86,83.2,81.3,84.19,71.34,2321027,3298800,3197714,7.17,55.34,0.60%
LH,"Laboratory Corp of America Holdings",187.99,191.47,185.88,191.47,171.18,449390,465000,651095,10.7,75.49,0.00%
LHX,"L3Harris Technologies Inc",173.07,174.89,171.47,187.7,168.4,938657,1669900,1265419,11.06,102.96,1.96%
LIN,"Linde Plc",232.15,238.37,232.09,259.14,228.47,2458628,2480100,1910533,7.62,91.22,1.66%
LKQ,"LKQ Corp",28.51,28.34,27.58,33.42,26.73,1716200,2226100,3347091,2.25,16.92,0.00%
LLY,"Eli Lilly and Company",145.21,148.71,144.06,154.5,143.27,3879999,3809200,3953581,6.85,4.47,2.04%
LMT,"Lockheed Martin Corp",380.58,390,379,401.88,374.28,1217172,1103800,1210976,23.16,13.5,2.52%
LNC,"Lincoln National Corp",32.64,32.71,31.15,38.33,29.42,1502768,2365200,2393414,7.84,107.29,4.90%
LNT,"Alliant Energy Corp",53.09,52.53,51.57,55.15,48.89,1491600,1596600,1686709,2.64,23.03,2.86%
LOW,"Lowe's Companies",166.49,168.28,165.37,171.72,151.89,2026575,2677200,3917276,7.87,5.76,1.32%
LRCX,"Lam Research Corp",328.71,339.25,333.14,357.3,292.28,1196000,1693400,2026262,15.95,35.71,1.58%
LSTR,"Landstar System",125.25,126.38,124.14,139.99,120.92,296400,320900,302657,4.64,16.91,0.67%
LULU,"Lululemon Athletica",332.67,343.27,332.62,396.83,287.21,1848300,1715900,2772529,4.2,15.36,0.00%
LUMN,Centurylink,10.03,10.17,9.84,11.23,9.8,7683981,9934899,9022367,1.43,12.27,9.97%
LUV,"Southwest Airlines Company",38.76,38.26,37.39,42.88,35.82,11937404,8186700,11911101,-0.61,18.44,0.00%
LVS,"Las Vegas Sands",46.15,46.93,45.92,53.51,44.06,4278728,3379700,5532233,0.55,5.92,0.00%
LW,"Lamb Weston Holdings Inc",67.93,67.33,66.02,70.42,60.65,699680,819100,983981,2.5,1.64,1.35%
LYB,"Lyondellbasell Industries NV",72.24,71.15,67.82,80.77,66.75,2973456,2164800,2556900,6.84,22.1,5.81%
LYV,"Live Nation Entertainment",54.73,54.58,52.93,60.67,50.12,1358976,1285900,2205629,-3.78,3.15,0.00%
MA,"Mastercard Inc",338.83,346.7,340.28,358.94,320.81,2184840,2503600,3538367,7.3,6.49,0.47%
MAA,"Mid-America Apartment Communities",123.71,120.33,115.56,124.33,111.19,852660,740400,614895,2.99,53.96,3.23%
MAR,"Marriot Int Cl A",95.25,94.95,92.51,108.89,90.27,2198900,2182100,2948657,2.66,-0.24,0.00%
MAS,"Masco Corp",55.29,56.15,54.65,60.16,53.93,1404094,2476300,2189795,2.52,0.14,0.98%
MATX,"Matson Inc",40.8,40.44,39.66,42.6,36.78,179257,200000,227767,2.05,18.93,2.25%
MCD,"McDonald's Corp",222.67,223,217.79,226.72,210.76,3833110,2443300,2965233,6.21,-12.72,2.25%
MCHP,"Microchip Technology",103.76,108.01,105.01,113.43,95.53,1664300,2444400,2027429,5.2,21.79,1.42%
MCK,"Mckesson Corp",146.98,150.16,146.27,159.06,144.58,1330383,1377800,1241033,14.45,34.85,1.14%
MCO,"Moody's Corp",293.96,298.18,290.43,302.42,272.61,453939,655200,625914,9.69,6.56,0.76%
MDLZ,"Mondelez Intl Inc",56.86,57.96,57.16,59.72,54.48,6198500,5875200,6873709,2.57,18.27,2.22%
MDT,"Medtronic Inc",101.96,104.95,102.02,109.24,100.3,4116265,5228400,4519190,3.95,37.55,2.28%
MELI,"Mercadolibre Inc",1079.33,1117.86,1095.91,1177.38,959.87,405600,424200,554376,-1.41,36.38,0.00%
MET,"Metlife Inc",37.63,37.67,36.83,40.1,35.19,4697602,4128100,5827229,5.66,83.67,4.89%
MGM,"MGM Resorts International",21.66,22.23,21.62,24.42,20.57,10349617,11812700,14993662,-1.58,25.03,0.05%
MHK,"Mohawk Industries",102.19,100.18,96.79,103.82,90.21,504770,508800,543162,7.03,111.34,0.00%
MKC,"Mccormick & Company Inc",192.84,195.46,191.13,211.07,183.22,502988,762200,739067,5.62,27.49,1.29%
MKTX,"Marketaxess Holdings",482.52,487.78,480.4,492.59,434.33,168800,171900,235757,6.9,22.48,0.50%
MLM,"Martin Marietta Materials",240.55,241.24,233.13,244.79,201.04,804351,673800,675271,9.95,88.22,0.95%
MMC,"Marsh & Mclennan Companies",114.56,115.45,113.59,120.97,110.71,1641639,2052300,1932933,4.92,16.57,1.62%
MMM,"3M Company",160.36,161.9,157.72,173.2,156.25,1769035,1989300,2519162,8.47,18.95,3.67%
MNST,"Monster Beverage Cp",79.55,81.76,80.24,86.81,76.88,2002000,4699100,2317324,2.13,8.02,0.00%
MO,"Altria Group",38.97,38.94,38.38,44.78,37.59,5268263,7656100,9591043,4.28,3.11,8.83%
MOS,"Mosaic Company",18.31,18.47,17.71,20.03,17.19,3507593,3581700,5084667,-0.16,22.85,1.09%
MPC,"Marathon Petroleum Corp",28.27,28.98,27.39,35.83,26.56,7342843,7880300,7953162,1.7,47.41,8.21%
MRK,"Merck & Company",80.8,83.34,81.25,87.8,80.45,5014677,8025100,8321467,5.54,10.99,3.02%
MRNA,"Moderna Inc",68.81,70.2,68.16,75.39,54.21,8004900,6838900,9624186,-1.4,7.94,0.00%
MRO,"Marathon Oil Corp",4.12,4.08,3.93,5.23,3.79,33777365,25383199,27917725,-0.55,14.14,0.00%
MS,"Morgan Stanley",47.97,49.07,46.9,54.38,45.86,12681791,25275301,10810838,5.44,55.86,2.92%
MSCI,"MSCI Inc",348.16,369,357.71,375.81,336.93,277648,323200,488443,7.02,-3.72,0.90%
MSFT,"Microsoft Corp",206.19,213.99,211.32,229.31,196.25,33154699,27158400,36617563,5.75,15.63,0.99%
MSI,"Motorola Solutions",156.91,158.85,155.34,158.99,149.81,592751,715400,1009524,7.3,-4.8,1.63%
MTB,"M&T Bank Corp",93.53,93.24,90.75,108.5,88.48,990845,864100,1018052,10.78,124.31,4.70%
MTD,"Mettler-Toledo International",966.92,985.77,964,1006.65,926.88,81864,97600,102238,22.84,18.82,0.00%
MU,"Micron Technology",46.55,48.18,47.05,52.17,44.45,20277400,24460002,21933434,2.06,34.04,0.00%
MXIM,"Maxim Integrated",66.38,69.51,68.35,70.49,63.74,2527600,2936300,3413124,2.27,6.22,2.89%
MYL,"Mylan NV Ord Shs",14.89,15.22,14.7,16.23,14.02,4188300,4538800,5295915,4.58,22.72,0.00%
NBL,"Noble Energy Inc",8.46,8.51,8.28,10,8.12,12416399,18660299,18796357,-0.21,9.72,0.95%
NCLH,"Norwegian Cruise Ord",17.27,17.41,16.74,19.2,14.15,22460950,22208699,29343510,-0.81,16.92,0.00%
NDAQ,"Nasdaq Inc",123.54,124.57,122.87,137.81,118.01,714600,1117200,911943,5.6,35.05,1.59%
NEE,"Nextera Energy",281.17,284.04,278.64,299.3,267.14,2076715,2504700,2172471,8.82,84.91,1.99%
NEM,"Newmont Mining Corp",62.29,64.1,62.66,68.85,59.28,4646045,6503100,6275986,1.58,28.55,1.61%
NFLX,"Netflix Inc",503.06,529.55,503.6,554,458.6,6071100,8153700,5598557,5.93,21.17,0.00%
NI,"NiSource Inc",22.14,22.09,21.64,22.87,21.28,4625123,6901300,3527352,1.34,14.78,3.79%
NKE,"Nike Inc",126.64,127.73,125.31,130.38,110.21,7491067,5637100,9269500,1.92,5.91,0.77%
NLOK,"Nortonlifelock Inc",20.56,21.03,20.55,23.97,20.15,4614200,5688600,7013271,0.85,-0.85,2.43%
NLSN,"Nielsen Holdings Plc",14.29,14.47,14.02,16.05,13.3,2475273,2239700,3527033,1.49,6.19,1.68%
NOC,"Northrop Grumman Corp",313.95,321.05,309.36,352.12,307.12,1380900,1687800,726609,22.26,58.26,1.85%
NOV,National-Oilwell,8.7,8.94,8.52,12.5,8.13,5685977,7754600,5872310,-0.41,14.25,0.00%
NOW,"Servicenow Inc",493.15,495.13,487.45,502.63,432.85,1593110,922400,1338357,1.2,12.92,0.00%
NRG,"NRG Energy",31.06,30.93,30.24,36,28.22,1826808,2224800,2329438,4.24,7.17,3.86%
NSC,"Norfolk Southern Corp",212.66,215.84,210.5,224.99,205.54,2294655,1457500,1483043,9.24,53.96,1.77%
NTAP,"Netapp Inc",42.76,44.37,42.62,48.33,40.46,1882500,2084800,2454786,3.54,1.28,4.49%
NTES,"Netease Inc Ads",89.1,93.21,90.96,97.99,88.12,1648200,1710000,2348510,25.93,96.21,1.33%
NTRS,"Northern Trust Corp",78.41,78.79,76.53,86.24,74.03,514700,772700,1215886,6.4,54.7,3.57%
NUE,"Nucor Corp",46.04,45.55,44.79,49.97,44.05,2110286,1811900,1947519,2.77,35.19,3.50%
NVDA,"Nvidia Corp",522.49,550.51,538.43,555.38,468.17,13812300,13125000,18513629,6.15,22.55,0.12%
NVR,"NVR Inc",4194.98,4240,4070.01,4250,3823.31,13452,19100,20348,207.98,706.06,0.00%
NWL,"Newell Rubbermaid Inc",17.38,17.35,16.87,18.28,15.86,1823300,2313500,2781343,1.54,8.29,5.29%
NWS,"News Cp Cl B",14.17,14.15,13.55,15.7,13.55,351000,421200,634719,0.22,14.25,1.41%
NWSA,"News Cp Cl A",14.22,14.23,13.97,15.9,13.78,1487900,1607600,2717033,0.22,14.25,1.41%
NXPI,"Nxp Semiconductors",127.39,132.18,128,132.18,117.25,2130500,3429300,2056481,6.41,32.43,1.18%
O,"Realty Income Corp",63.86,62.32,60.5,66.8,58.36,2569300,2119600,2394900,1.47,30.21,4.40%
ODFL,"Old Dominion Freight Line Inc",184.56,184.91,180.5,202.37,176.34,595100,927400,1024167,4.93,25.29,0.33%
OKE,"Oneok Inc",26.53,26.18,25.14,28.46,23.28,4413849,3733000,4535905,2.66,14.05,14.10%
OMC,"Omnicom Group Inc",51.33,49.91,49.04,55.95,48,1653624,1618200,1820705,5.32,13.32,5.07%
ORCL,"Oracle Corp",58.83,60.27,59.45,62.6,54.87,7329794,7357600,19853209,3.61,3.37,1.63%
ORLY,"O'Reilly Automotive",458.24,467.63,461.11,484.99,437.35,356100,385400,476638,20.4,7.94,0.00%
OTIS,"Otis Worldwide Corp [Otis/I]",63.16,64.22,61.76,65.45,58.04,1447863,2342500,2259171,1.16,-8.48,1.27%
OXY,"Occidental Petroleum Corp",9.87,9.98,9.57,12.9,9.23,28572271,32990199,29700719,-2.47,25.43,0.41%
PAYC,"Paycom Software Inc",331.53,321.29,313.53,335.2,257.87,826221,776500,511162,2.88,10.01,0.00%
PAYX,"Paychex Inc",79.43,80.95,78.7,80.95,74.1,1613200,1509600,1830595,2.99,7.75,3.12%
PBCT,"People's United Finl",10.53,10.4,10.08,11.13,9.73,3711000,3016600,4312248,1.28,18.28,6.84%
PCAR,"Paccar Inc",84.99,86.22,83.56,89.03,80.36,1038900,1136000,1588719,4.74,28.24,1.51%
PDD,"Pinduoduo Inc ADR",71.4,74.95,73.11,89.63,71.28,5843700,4414400,6824062,-1.09,3.75,0.00%
PEAK,"Healthpeak Properties Inc",28.5,28.07,27.12,29.42,25.51,4076786,2717000,3624357,0.63,14.25,5.19%
PEG,"Public Service Enterprise Group Inc",55.95,55.37,54.47,56.41,50.32,3631364,2277600,2328871,3.44,30.63,3.50%
PEP,"Pepsico Inc",138.06,140.85,137.49,144.04,129.36,5130500,6483800,5126214,5.4,9.07,2.96%
PFE,"Pfizer Inc",36.38,37.09,36.16,37.54,35.38,20362165,21366500,22095871,2.88,11.62,4.18%
PG,"Procter & Gamble Company",138.12,139.99,138.21,141.7,134.7,6077907,5713500,6028719,5.12,18.94,2.29%
PGR,"Progressive Corp",94.21,95.44,92.72,97.81,90.63,1586944,2006300,2191110,6.98,28.48,0.42%
PH,"Parker-Hannifin Corp",207.3,205.1,198.81,217.59,192.25,941982,744500,781748,10.77,47.8,1.70%
PHM,Pultegroup,47.53,47.49,45.97,47.8,42.18,2003901,2849000,2522348,4.04,21.82,1.01%
PKG,"Packaging Corp of America",108.42,110.56,106.94,114.32,102.68,621974,547300,765476,6.51,33.04,2.91%
PKI,Perkinelmer,124.56,128.98,123.66,128.98,111.5,627101,1149600,774048,4.65,26.64,0.22%
PLD,"Prologis Inc",104.22,102.37,99.56,104.74,94.76,4631328,3090400,2660448,2.56,49.74,2.23%
PM,"Philip Morris International Inc",74.46,74.97,73.51,82.59,73.45,2974573,3934500,4369552,5.15,-6.5,6.45%
PNC,"PNC Bank",112.16,110.9,108.37,116.67,101.58,2125278,1596500,1882657,5.96,124.73,4.10%
PNR,"Pentair Ltd",45.91,46.12,44.82,47.13,43.19,884008,848100,1113662,2.3,11.75,1.66%
PNW,"Pinnacle West Capital Corp",77.86,75.86,74.35,78.1,69.29,1039504,843600,875614,5.32,49.84,4.02%
PPG,"PPG Industries",123.27,124.01,121.19,131.09,116.95,1356244,1409100,1373867,5.16,20.93,1.75%
PPL,"PPL Corp",28.21,27.66,27.24,28.81,25.47,5297387,3904600,5447348,2.4,16.97,5.88%
PRGO,"Perrigo Company",44.85,46.11,45.02,52.86,44.33,631860,743800,828919,4.27,43.36,2.01%
PRU,"Prudential Financial Inc",63.88,64.75,62.81,71.19,60.16,2187895,2371700,2502529,9.72,168.37,6.89%
PSA,"Public Storage",230.59,226.32,222.01,231.96,209.47,826735,854000,782810,7,51.63,3.47%
PSX,"Phillips 66",51.06,51.6,49.75,61.73,48.82,3453476,4047100,3704576,4.93,53.34,7.05%
PVH,"Phillips-Van Heusen Corp",62.12,61.41,59.56,73.6,58.34,1117435,1255700,1508490,2.08,64.52,0.00%
PWR,"Quanta Services",55.2,53.97,52.61,55.83,48.53,1516116,1831300,1225414,2.94,28.46,0.36%
PXD,"Pioneer Natural Resources Company",86.54,86.22,83.99,101.58,81.86,1874310,1529900,1615657,5.18,71.21,2.54%
PYPL,"Paypal Holdings",191.91,201.27,196.22,206.59,171.63,6546400,7268800,9263038,2.29,15.07,0.00%
QCOM,"Qualcomm Inc",115.47,120.21,117.7,121.71,108.3,5834300,5316700,8228571,2.66,2.93,2.25%
QRVO,"Qorvo Inc",130.57,135.21,131.37,135.21,112.03,868000,1627300,1495205,5.88,38.09,0.00%
R,"Ryder System",44.06,42.97,41.76,45.45,39.24,378633,363700,530267,0.13,40.12,5.08%
RCL,"Royal Caribbean Cruises Ltd",65.26,65.92,63.57,74.44,58.27,4948996,5431900,6805786,-1.92,42.81,0.00%
RE,"Everest Re Group",198.66,200.77,194.75,222.99,193.02,217495,346600,262824,12.69,184.58,3.12%
REG,"Regency Centers Corp",40.2,39.41,38.05,42.36,35.99,1215800,1139500,1511519,0.54,36.53,5.92%
REGN,"Regeneron Pharmaceuticals",564.8,568.38,552.27,610.42,540,1235100,1092700,853714,24.58,85.13,0.00%
RF,"Regions Financial Corp",11.95,11.65,11.38,12.32,10.6,8072340,7672700,7786305,0.71,18.37,5.19%
RHI,"Robert Half International Inc",54.57,53.68,51.92,55.32,50.71,746785,851600,779762,3.19,10.09,2.49%
RJF,"Raymond James Financial",74.52,74,71.44,78.87,67.66,616148,712400,776567,6.32,51.19,1.99%
RL,"Ralph Lauren Corp",69.93,69.82,67.76,82.83,66.85,1570441,1272500,1460348,2.91,34.96,0.00%
RMD,"Resmed Inc",167.5,174.43,168.59,183.4,165.72,1132810,505900,553562,4.76,17.26,0.93%
ROK,"Rockwell Automation Inc",223.43,224.36,216.36,237.45,206.57,512852,703800,570338,7.82,9.39,1.83%
ROL,"Rollins Inc",54.47,54.75,53.52,56.69,51.58,675166,908900,1090705,0.74,2.63,0.59%
ROP,"Roper Industries",395.72,401.69,390.56,444.48,380.07,425859,472700,540586,12.67,94.63,0.52%
ROST,"Ross Stores Inc",96.22,96.27,93.95,97.85,85.12,1923400,1460200,1932452,1.89,8.05,0.00%
RSG,"Republic Services",93.32,93.67,92.18,98.11,91.13,2064292,1261100,1221367,3.4,25.86,1.82%
RTX,"Raytheon Technologies Corp",59.34,58.45,57.09,64.01,56.34,8381224,6525500,8257962,6.33,45.1,3.20%
SBAC,"SBA Communications",318.12,322.09,313.32,328.37,294.35,661300,873700,592714,-0.16,-38.46,0.58%
SBUX,"Starbucks Corp",86.57,87.45,86.19,89.43,81.75,5602200,7241100,7359376,1.35,-7.38,1.89%
SCHW,"The Charles Schwab Corp",37.67,37.76,36.6,38.47,33.79,22728265,19959100,9607157,2.51,23.94,1.91%
SEE,"Sealed Air Corp",40.35,40.03,38.83,40.69,36.27,1314163,1942000,1272719,2.91,-0.45,1.59%
SGEN,"Seattle Genetics Inc",193.08,200.42,196.78,200.42,143.61,748100,1187700,1223286,-1.94,10.43,0.00%
SHW,"Sherwin-Williams Company",688.98,709.53,688.67,725.91,661.08,411556,519000,489700,22.1,42.5,0.78%
SIRI,"Sirius XM Holdings",5.56,5.66,5.38,5.99,4.95,31952100,43271797,31441023,0.22,-0.15,0.96%
SIVB,"Svb Financial Group",245.65,246.46,240.01,267.81,221.55,232800,315000,352562,17.18,144.99,0.00%
SJM,"J.M. Smucker Company",116.47,116.18,113.88,121.82,108.1,512813,710500,824338,9.55,73.16,3.09%
SLB,"Schlumberger N.V.",15.57,15.53,14.88,19.68,14.52,14625750,17901600,13987129,1.12,8.97,3.21%
SLG,"SL Green Realty Corp",49.36,47.62,45.63,52.17,42.67,1635105,1264000,1599152,2.83,75.65,7.17%
SNA,"Snap-On Inc",148.12,150,144.11,156.31,138.94,589501,534900,355857,10.55,64.41,2.92%
SNPS,"Synopsys Inc",212.05,219.69,216.01,226.76,193.55,751000,718700,822743,4.04,30.32,0.00%
SO,"Southern Company",56.26,54.74,53.97,56.57,51.22,6697081,5565800,4364781,3.17,30.54,4.55%
SPG,"Simon Property Group",68.2,66.56,64.25,75.2,59.6,5346757,3426100,5059548,5.69,7.29,7.62%
SPGI,"S&P Global Inc",362.98,368.14,361.29,376.68,335.05,719508,650200,829071,11.12,1.11,0.74%
SPLK,"Splunk Inc",194.8,194.84,189.54,217.18,171.07,1985200,1591500,1761667,-2.97,10.41,0.00%
SRE,"Sempra Energy",120.5,120.25,118.28,125.9,112.33,1248255,1335000,1503724,7.78,86.77,3.47%
STE,"Steris Corp",172.67,178.76,173.21,178.76,155.99,491186,476000,532933,5.72,41.08,0.93%
STT,"State Street Corp",59.68,60.06,58.05,71.14,56.63,1847176,2420000,2551829,7.04,70.59,3.49%
STX,"Seagate Tech Ord Shs",48.74,49.82,48.83,50.7,45.25,1728300,1947400,2941157,4.67,6.96,5.33%
STZ,"Constellation Brands Inc",185.6,191,183.41,197.97,179.79,1329040,1899400,1220005,9.22,59,1.62%
SWK,"Stanley Black & Decker Inc",164.81,165.42,161.2,167.46,152.19,726333,793100,933848,7.11,62.41,1.70%
SWKS,"Skyworks Solutions",146.83,152.48,147.14,152.48,130.72,1604200,1983900,2024819,5.06,25.04,1.36%
SYF,"Synchrony Financial",27.46,26.7,26.11,27.92,24.2,3597365,5059700,5154767,2.96,20.38,3.20%
SYK,"Stryker Corp",208.3,210.24,206.33,216.85,194.64,966334,1050900,1321843,6.88,34.03,1.10%
SYY,"Sysco Corp",63.17,63.03,61.48,69.51,58.94,1709313,2034400,3037848,1.99,2.28,2.85%
T,"AT&T Inc",28.68,28.64,28.34,30.17,27.75,28698107,28640398,35435332,3.5,26.93,7.25%
TAP,"Molson Coors Brewing Company",34.04,33.61,32.63,38.71,32.11,2840373,3057500,2762829,4.4,61.23,0.00%
TCOM,"Trip.com Group Ltd",31.03,31.47,31.11,32.11,27.32,2286700,2196200,4220472,-0.39,0,0.00%
TDG,"Transdigm Group Inc",485.58,492.47,475.17,529.2,467.91,445364,579900,477348,16.06,-77.09,0.00%
TDY,"Teledyne Technologies Inc",309.81,314.8,307.22,326.88,301.76,114725,168500,201143,10.45,78.13,0.00%
TEL,"Te Connectivity Ltd",98.36,99.41,97.56,103.2,90.88,947744,1350500,1628067,4.42,27.71,1.95%
TER,"Teradyne Inc",78.62,81.65,80.37,87.43,74.07,1033600,1200800,3475757,3.98,10.51,0.51%
TFC,"Truist Financial Corp",39.98,38.86,37.86,41.04,34.86,6899779,8545300,5861271,3.88,51.11,4.50%
TFX,"Teleflex Inc",335.9,347.94,334.81,407.33,320.33,172879,231400,271862,10.9,66.58,0.40%
TGT,"Target Corp",159.1,160.89,158.1,160.89,143.38,1978717,3866100,3112490,7.02,25.12,1.71%
TIF,"Tiffany & Company",116.11,116.31,115.75,122.77,108.11,890955,1089500,2111690,2.24,26.43,2.00%
TJX,"TJX Companies",57.63,57.38,55.89,58.15,51.8,4566361,6197300,6358700,0.57,3.89,0.00%
TMO,"Thermo Fisher Scientific Inc",435.06,452.68,436.11,452.68,401.07,949058,1452200,1387729,13.32,75.52,0.20%
TMUS,"T-Mobile US",113.41,116.43,113.89,119.15,107.79,4014900,4306800,4728652,3.87,45.28,0.00%
TPR,"Tapestry Inc",16.15,16.19,15.65,18.6,14.14,4410022,5045800,6759138,0.98,8.24,0.00%
TRV,"The Travelers Companies Inc",108.58,109,106.26,120.88,105.67,1220255,1323500,1455638,7.17,106.41,3.13%
TSCO,"Tractor Supply Company",140.62,144.81,141.52,148.44,136.01,925200,1385800,1162167,5.86,14.59,1.14%
TSLA,"Tesla Inc",415.09,448.88,434.42,461.94,329.88,71430000,50741402,79658445,0.39,11.51,0.00%
TSN,"Tyson Foods",59.31,59.82,58.84,66.49,56.27,2321336,1314000,3144848,5.04,41.11,2.83%
TT,"Trane Technologies Plc",123.86,123.5,121.27,126,115.28,1183340,1003600,1040757,5.09,24.9,1.71%
TTWO,"Take-Two Interacti",160.15,168.03,165.68,171.8,151.63,1255700,1047400,1232833,6.03,23.19,0.00%
TWTR,"Twitter Inc",46.12,46.72,44.98,46.88,38.1,13496810,18687000,17761176,-1.31,9.68,0.00%
TXN,"Texas Instruments",141.09,147.22,143.99,147.44,134.12,3928600,4431100,4436505,5.33,8.33,2.55%
TXT,"Textron Inc",35.72,36.55,34.78,41.08,33.76,1643783,1580100,1328252,2.54,24.24,0.22%
