Symbol,Name,Last,"Prev High","Prev Low","1M High","1M Low",Volume,"Prev Vol","1M Avg Vol","Earnings ttm","Book Value","Div Yield"
BAX,"Baxter International Inc",79.72,81.2,79.03,86.16,77.72,2110261,3055500,3030467,2.43,16.12,1.24%
BBY,"Best Buy Company",114.09,112.41,109.5,114.72,102.83,3631204,2187100,2186471,6.41,14.6,2.00%
BDX,"Becton Dickinson and Company",230.85,235.57,226.8,246.68,219.5,1214213,2311300,1712424,10.71,82.87,1.40%
BF.B,"Brown Forman Inc Cl B",75.48,76.01,74.78,83.4,73.66,881125,1109600,987333,1.74,4.49,0.93%
BIDU,"Baidu Inc",126.45,129,123.07,129.03,116.41,1842900,3863000,2817714,6.61,69.83,0.00%
BIIB,"Biogen Inc",285.57,284.85,280.79,288.03,265.05,971600,1199900,1224686,36.91,71.31,0.00%
BIO,"Bio-Rad Laboratories",520.81,525.61,510.74,528.95,472.84,148579,194900,167938,7.45,247.76,0.00%
BK,"Bank of New York Mellon Corp",34.17,34.52,33.87,38.45,32.65,8063935,8479900,4926372,4.14,49.45,3.66%
BKNG,"Booking Holdings Inc",1742.98,1729.79,1678.99,1966.22,1601.01,339500,326100,384686,61.62,97.66,0.00%
BKR,"Baker Hughes A Ge CO Cl A",12.76,13.53,13.15,15.61,12.57,5442565,5729700,7428781,0.54,16.99,5.48%
BLL,"Ball Corp",82.6,84,82.2,85.68,78.58,1735064,1570100,1541171,2.67,8.68,0.73%
BMRN,"Biomarin Pharmaceuticals",75.82,77.56,75.43,80.94,71.35,1157200,1597300,2243924,0.76,17.85,0.00%
BMY,"Bristol-Myers Squibb Company",59.82,60.64,59.79,62.02,56.9,8747559,10322500,10664710,5.74,21.73,3.00%
BR,"Broadridge Financial Solutions Llc",133.94,132.85,130.85,143.74,126.77,737120,789900,504890,5.03,11.73,1.64%
BRK.B,"Berkshire Hathaway Cl B",212.02,213.7,210.75,223.24,206.58,4758944,5822400,5522957,9.71,166.34,0.00%
BSX,"Boston Scientific Corp",38.42,38.71,37.73,42.37,36.8,6098403,7711700,7669376,1.21,11.16,0.00%
BWA,"Borgwarner Inc",39.54,39.06,38.09,43.22,36.34,6720869,4094300,2918057,2.76,22.98,1.79%
BXP,"Boston Properties",82.83,82.11,79.28,90.68,78.41,885814,1321200,1395757,6.52,55.01,4.88%
C,"Citigroup Inc",43.44,43.59,42.5,53.64,41.29,21900505,22533398,30461299,5.44,92.37,4.81%
CAG,"Conagra Brands Inc",35.87,35.99,35.34,38.71,33.65,6045685,4032400,3273948,2.28,16.32,2.40%
CAH,"Cardinal Health",46.08,47.41,46.34,51.9,44.65,2115029,3222000,2745114,5.45,6.14,4.15%
CAR,"Avis Budget Group",28.73,26.81,25.54,36.96,25.54,3319400,2781900,1956862,-3.31,-2.19,0.00%
CARR,"Carrier Global Corp [Carr/I]",30.77,31.24,30.35,31.56,28.58,3730320,5066600,4969614,0.68,5.04,1.05%
CAT,"Caterpillar Inc",146.71,150.95,147.74,156.25,142.73,2157410,3642800,3539843,7.92,25.44,2.79%
CB,"Chubb Ltd",115.88,117.13,114.54,130.23,111.93,1459321,1805200,1832510,7.1,121.32,2.73%
CBOE,"CBOE Global Markets Inc",88.59,88.92,86.66,92.16,83.79,613199,879100,888386,5.46,30.22,1.93%
CBRE,"CBRE Group Inc",47.4,48.11,46.59,51.03,44.59,1993361,1741300,1499095,3.21,18.75,0.00%
CCI,"Crown Castle International Corp",168.01,167,164.35,168.3,155.01,1693312,2341600,2003067,1.8,23.41,2.92%
CCL,"Carnival Corp",15.03,15.96,15.11,18.92,13.4,28158389,44374801,41684406,0.17,39.49,0.00%
CDNS,"Cadence Design Sys",108.63,107.95,105.3,117.59,97.45,1837400,1813800,1769648,3.63,8.09,0.00%
CDW,"CDW Corp",123.5,121.89,118.1,124.53,105.87,1000900,1013400,955100,6.23,7.42,1.29%
CE,"Celanese Corp",106.04,109.32,107.15,115.03,102.55,733726,727500,832181,8.11,24.25,2.32%
CERN,"Cerner Corp",72.31,73.16,70.64,76.21,66.75,1402600,1712100,1708633,2.4,13.16,1.01%
CF,"Cf Industries Holdings",29.88,31.08,29.99,35.63,29.77,1981115,2333800,2240800,1.74,26.08,4.02%
CFG,"Citizens Financial Group Inc/Ri",25.43,25.72,24.9,28.18,23.46,3432262,4933100,6976891,2.61,52.52,6.30%
CHD,"Church & Dwight Company",93.1,94.16,92.74,98.96,88.64,933914,1297100,1275500,2.81,12.13,1.03%
CHKP,"Check Point Software",118.85,121.89,119.64,130.98,114.89,1454000,1043000,1065333,5.82,23.42,0.00%
CHRW,"C.H. Robinson Ww",101.22,105.6,101.73,105.71,95.69,936300,1514600,1446609,3.43,12.64,1.97%
CHTR,"Charter Communicatio",635.11,632.06,620.68,640,591.6,1386700,1148700,1090043,10.7,177.65,0.00%
CI,"Cigna Corp",167.38,170.81,163.66,185.25,158.84,1341811,2328100,2129629,19.35,128.38,0.02%
CINF,"Cincinnati Financial",76.49,79.37,77.33,83.99,73.79,667700,787700,822019,3.59,57.56,3.08%
CL,"Colgate-Palmolive Company",77.06,77.45,76.41,80.1,74.35,4048581,3962000,3203571,2.93,0.85,2.31%
CLX,"Clorox Company",211.65,211.36,208.03,225.38,204.61,1157837,1389400,1469286,7.35,7.19,2.11%
CMA,"Comerica Inc",38.08,38.86,37.83,42.47,35.76,1238787,1296000,1503462,4.12,56.11,7.21%
CMCSA,"Comcast Corp A",46.44,46.72,45.75,47.5,43.12,15524300,27897201,20297480,2.98,18.56,1.99%
CME,"CME Group Inc",170.25,168.91,165.94,176.24,161.65,1308100,1322800,1650176,7.38,75.03,2.05%
CMG,"Chipotle Mexican Grill",1238.02,1272,1234.37,1384.46,1180,348967,287000,352567,10.16,60.94,0.00%
CMI,"Cummins Inc",207.04,217.26,209.49,217.26,199.7,1095273,1349300,1014467,11.52,55.05,2.46%
CMS,"Cms Energy Corp",61.68,61.94,61.15,62.81,58.63,1591614,1534300,1873419,2.76,18.34,2.67%
CNC,"Centene Corp",58.82,58.88,56.21,62.78,53.6,3852612,3669200,3855538,4.95,43.44,0.00%
CNP,"Centerpoint Energy Inc",19.4,19.49,19.06,20.75,18.6,3313607,5278700,4647443,1.69,15.4,3.16%
COF,"Capital One Financial Corp",72.93,73.54,70.73,77.5,66.46,2798028,2757600,2953919,1.18,123.09,0.57%
COG,"Cabot Oil & Gas Corp",16.85,17.75,17.18,19.82,16.82,5552400,4253400,4748491,0.7,5.43,2.27%
COO,"Cooper Companies",338.77,340.54,334.5,352.4,304.92,211877,265700,322595,9.78,70.5,0.02%
COP,Conocophillips,32.43,33.29,32.54,37.17,31.69,7929555,8111600,8340010,1.11,29.37,5.18%
COST,"Costco Wholesale",358.46,357.7,351.17,363.67,331.2,2052900,2525800,2803543,8.85,42.37,0.80%
CPB,"Campbell Soup Company",48.52,48.73,47.87,52.82,44.53,2396109,2394600,3449919,2.96,8.5,2.92%
CPRT,"Copart Inc",107.22,107.01,104.63,110,100.07,1128600,1827100,1541109,2.57,10.6,0.00%
CRM,"Salesforce.com Inc",253.45,255.41,246.22,284.5,233.63,4318011,8188500,7153457,1.5,42.24,0.00%
CSCO,"Cisco Systems Inc",38.8,39.7,39.02,42.69,37.6,20763500,27113102,26047934,2.92,8.96,3.69%
CSX,"CSX Corp",76.86,79.23,77.38,81.4,74.14,4249200,4877600,4393757,3.72,15.9,1.34%
CTAS,"Cintas Corp",341.93,337.15,330.4,344.97,307.65,510800,525500,526933,8.56,34.15,0.77%
CTLT,"Catalent Inc",86.33,86.48,84.82,90.89,79.65,892215,1134400,2712971,1.87,22.63,0.00%
CTSH,"Cognizant Tech Sol",69.33,70.11,68.86,71.81,65.04,3426400,3912100,3313948,3.93,20.23,1.28%
CTVA,"Corteva Inc",28.68,29.54,28.52,30.21,27.18,4918397,8009300,4403791,1.53,33.13,1.82%
CTXS,"Citrix Systems Inc",139.2,139.14,136.06,148.47,131.15,852600,933200,1379495,4.81,-0.76,1.02%
CVS,"CVS Corp",57.84,59.1,57.6,61.99,56.1,7559198,8156300,9309023,8.12,52.23,3.48%
CVX,"Chevron Corp",70.42,72.89,71.61,84.49,70.03,14930676,10466400,12494176,2.78,71.97,7.18%
CXO,"Concho Resources Inc",42.35,45.25,43.81,51.6,42.14,1430693,1811100,2064924,3.49,40.26,1.80%
D,"Dominion Resources",78.59,79.23,78.13,82.41,75.3,4894822,3685200,4171957,4.27,36.76,4.83%
DAL,"Delta Air Lines Inc",31.1,31.85,30.48,35.07,27.92,12501909,16664100,21780775,-0.92,13.62,0.00%
DD,"Du Pont De.Nemours Inc",54.53,56.33,55.02,60.98,53.49,4579521,4128400,4227705,3.45,51.21,2.17%
DE,"Deere & Company",219.04,226.06,220.24,226.06,207.97,1383845,1883900,1696433,8.45,41.14,1.38%
DFS,"Discover Financial Services",58.91,58.63,56.1,60.45,51.74,2721207,4271200,3322486,3.16,31.47,3.16%
DG,"Dollar General Corp",211.52,211.64,208.35,213.92,190.76,1829295,1707600,1905643,9.2,29.54,0.69%
DGX,"Quest Diagnostics Inc",112.7,115.35,113.56,118.19,106.54,858367,1013600,1335786,5.79,43.79,1.97%
DHI,"D.R. Horton",77.54,76.6,74.11,77.63,66.51,3514131,3856200,3462600,5.36,31.14,0.95%
DHR,"Danaher Corp",214.67,216.63,211.14,218.68,192.51,2083009,3285200,2260719,4.93,52,0.34%
DIS,"Walt Disney Company",123.31,125.55,123.24,137.24,120.78,8908316,13642400,9088690,3.28,50.06,0.00%
DISCA,"Discovery Comm A",21.51,22.3,21.64,24.76,20.79,3595500,2872600,4207038,3.49,22.41,0.00%
DISCK,"Discovery Comm Inc",19.36,20.07,19.48,22.58,18.83,1931100,3112700,2770209,3.49,22.41,0.00%
DISH,"Dish Network Corp",28.78,30.09,28.66,36.15,27.99,1919400,2560800,2516519,2.26,23.18,0.00%
DLR,"Digital Realty Trust",147.25,148.79,145.44,155.46,138.71,1482921,1656400,1733738,3.48,65.9,3.04%
DLTR,"Dollar Tree Inc",91.87,92.32,90.26,95.46,84.41,1700100,1915600,2010343,5.01,28.71,0.00%
DOCU,"Docusign Inc",222.26,218.43,210.11,290.23,187.21,4946500,3881700,9176276,-0.83,2.73,0.00%
DOV,"Dover Corp",107.14,110.31,107.26,116.37,105.79,623138,894700,776443,5.66,21.46,1.83%
DOW,"Dow Inc",46.11,48.12,46.61,51.56,45.63,3407842,4663500,4947295,2.02,17.67,6.01%
DPZ,"Domino's Pizza Inc",426.99,428,421.77,430.91,376.11,528339,464800,574052,11.24,-83.43,0.74%
DRE,"Duke Realty Corp",37.49,37.48,36.52,39.52,35.37,2141438,2143500,1971876,1.01,13.65,2.54%
DRI,"Darden Restaurants",104.88,103.06,100.18,104.98,84.91,2053517,2420900,2360133,2.34,18.28,0.00%
DTE,"Dte Energy Company",113.44,116.19,114.29,121.9,109.65,1242713,836300,1058748,6.45,61.73,3.54%
DUK,"Duke Energy Corp",90.05,89.49,86.43,90.36,78.98,6249705,18804900,4070233,4.92,63.43,4.68%
DVA,"Davita Healthcare Partners Inc",82.82,86.61,83.76,92.67,80.85,2617674,1151500,1567643,7.17,19.13,0.00%
DVN,"Devon Energy Corp",9.1,9.76,9.4,10.94,8.43,12066542,12237400,10861781,0.54,8.76,4.60%
DXC,"Dxc Technology Company",18.81,18.37,17.74,22.7,15.64,2817755,3471100,3391119,4.04,19.45,0.00%
DXCM,Dexcom,413.84,415.63,397.51,449.98,375.62,496700,627900,831043,3.03,14.14,0.00%
EA,"Electronic Arts Inc",132.78,131.99,129.45,140.3,123.33,1868900,2164400,2322938,5.39,26.95,0.00%
EBAY,"Ebay Inc",52.38,53.62,51.51,55.42,47.44,6659600,9083900,8764967,2.81,4.15,1.22%
ECL,"Ecolab Inc",197.08,201.63,198.08,209.67,192.42,1192833,1390400,1252024,5.15,20.64,0.95%
ED,"Consolidated Edison Company of New York",79.04,78.06,77.16,79.08,69.3,1562378,1773100,2876652,4.34,55.2,3.98%
EFX,"Equifax Inc",158.01,159.18,156.11,174.72,150.53,588854,534000,731533,6.01,22.51,0.99%
EIX,"Edison International",50.44,51.63,50.51,53.58,48.47,2262987,2425900,2653838,4.11,43.48,5.00%
EL,"Estee Lauder Companies",219.53,219.97,215.38,223.28,204.23,896994,1039700,1018762,4.1,10.99,0.89%
EMN,"Eastman Chemical Company",76.31,79.13,77.45,86.32,75.72,893381,1046800,1169600,6.24,45.05,3.42%
EMR,"Emerson Electric Company",64.63,66.64,65.03,71.08,63.16,2314846,2687000,2325600,3.43,13.19,3.07%
EOG,"Eog Resources",34.86,36.76,35.8,45.14,34.62,5085281,6033600,5074934,2.8,35.02,4.14%
EQIX,"Equinix Inc",768.35,770.16,752.67,801.98,729.39,378100,442100,337067,5.77,117.3,1.39%
EQR,"Equity Residential",53.44,51.95,50.69,59.1,50.01,3141916,3102200,3124314,3.01,29.12,4.72%
ES,"Eversource Energy",85.45,84.17,82.64,87.96,77,1644919,1561300,1521838,3.52,41.03,2.73%
ESS,"Essex Property Trust",206.82,203.04,198.41,227.24,198.08,431977,438600,435176,9.51,97.11,4.16%
ETFC,"E*Trade Finl Corp",49.26,50.7,48.98,56.26,47.44,20707900,2851600,2932829,3.62,30.85,1.14%
ETN,"Eaton Corp",100.59,103.65,100.95,106.07,96.24,1355864,1664800,1685105,4.68,35.58,2.89%
ETR,"Entergy Corp",101.28,98.95,96.51,101.5,93.29,1634883,1651400,1193510,5.71,52.26,3.88%
ETSY,"Etsy Inc",131.69,125.59,120.14,133.09,103.06,5745000,2525400,5470667,1.22,4.42,0.00%
EVRG,"Evergy Inc",50.82,50.98,49.79,53.79,48.61,1711967,2288300,1654133,2.98,37.61,4.03%
EW,"Edwards Lifesciences Corp",78.98,80.99,78.32,87.79,74.07,1994144,3248300,2750757,1.8,6.17,0.00%
EXC,"Exelon Corp",35.83,36.11,35.51,38.35,33.97,4727100,7059200,5600905,3.17,35.78,4.33%
EXPD,"Expeditors Intl",89.29,92.19,89.94,95.12,86.23,1080100,1181100,1146443,3.53,12.99,1.13%
EXPE,"Expedia Group Inc",92.06,93.87,90.42,104.05,89.72,2434800,2401800,2492657,-2.62,29.92,0.00%
EXR,"Extra Space Storage Inc",109.24,108.3,106.14,113.19,102.74,1061532,1056000,877462,3.32,21.27,3.36%
F,"Ford Motor Company",6.75,6.75,6.59,7.4,6.41,58340607,55944602,61687605,-0.12,7.76,0.00%
FANG,"Diamondback Energy",29.09,31.77,29.99,38.24,28.59,4321600,2935000,3200838,5,74.99,4.81%
FAST,"Fastenal Company",44.76,45.86,44.84,49.86,43.05,3170200,3735300,3900481,1.45,4.85,2.21%
FB,"Facebook Inc",266.63,266.08,260.1,303.6,244.13,20009799,20142500,23898447,8.19,38.77,0.00%
FBHS,"Fortune Brands Home & Security",87.67,87.38,85.52,88.21,80.01,1195805,1592900,1012562,3.7,17.83,1.13%
FCX,"Freeport-Mcmoran Inc",15.55,15.81,15.36,17.5,14.67,30596890,18614201,22105605,-0.12,11.81,0.65%
FDX,"Fedex Corp",254.08,257.51,249.5,259.95,217.4,2862287,2506000,4300914,11.32,74.12,1.03%
FE,"Firstenergy Corp",28.76,28.98,28.48,30.02,27.3,2805936,5065600,4535967,2.54,13.18,5.45%
FFIV,"F5 Networks Inc",123.07,124.65,122.31,133.7,116.79,450300,665400,617981,6.98,35.43,0.00%
FIS,"Fidelity National Information Services",146.87,149.28,145.92,156.73,138.46,3731273,3403000,2808533,5.43,79.4,0.94%
FISV,"Fiserv Inc",104.25,104.25,102.07,105.8,92.15,2943500,5067300,5749362,4.07,49.33,0.00%
FITB,"Fifth Third Bncp",21.03,21.62,21.11,22.55,19.32,4869200,5976100,6386414,1.86,31.37,5.15%
FLIR,"Flir Systems Inc",35.44,36.29,35.55,37.26,33.39,982600,1317900,1320543,2.2,13.38,1.91%
FLS,"Flowserve Corp",26.67,27.84,27.01,30.49,26.08,1086488,1248400,1087033,1.99,12.99,2.97%
FLT,"Fleetcor Technologies",237.18,243.13,235.78,254.78,228.01,508658,628300,725905,11.07,34.72,0.00%
FMC,"FMC Corp",103.19,107.57,105.07,113.73,102.62,991765,561900,646429,6.26,22,1.67%
FOX,"Fox Corp Cl B",28.21,28.61,27.65,29.87,25.61,928900,1456000,1561343,2.48,16.72,1.65%
FOXA,"Fox Corp Cl A",28.02,28.52,27.5,29.92,25.57,3437600,4539200,4388533,2.48,16.72,1.66%
FRC,"First Republic Bank",110.37,110.26,107.78,116.76,100.38,658773,842400,843467,5.3,61.46,0.00%
FRT,"Federal Realty Investment Trust",76.05,74.55,72.3,84.11,70.68,503412,637700,706386,3.57,33.47,5.81%
FTI,"Technipfmc Plc",6.27,6.53,6.23,7.89,5.96,5619040,6757100,6126333,0.13,9.32,0.00%
FTNT,"Fortinet Inc",120.25,118.65,116.17,133.3,112.61,1261600,1384800,1270833,2.13,3.36,0.00%
FTV,"Fortive Corp",75.34,77.34,75.58,78.68,70.97,2197795,2602800,3584200,3.32,21.97,0.37%
GD,"General Dynamics Corp",138.22,140.14,137.07,156.56,135.16,887359,1208700,1152624,11.26,48.41,3.18%
GE,"General Electric Company",6.24,6.29,6.14,7.18,5.93,79175599,96781508,113939094,0.26,4.03,0.65%
GILD,"Gilead Sciences Inc",63.32,63.42,62.11,67.92,61.65,8356500,10072601,9465533,5.54,14.46,4.38%
GIS,"General Mills",62.57,62.03,59.79,65.52,56.92,6251093,7706200,4048781,3.82,14.33,3.27%
GL,"Globe Life Inc",80.52,80.65,79.11,85.99,75.39,415871,511000,535633,6.81,73.69,0.95%
GLW,"Corning Inc",32.53,32.79,32.06,33.86,30.16,4624881,5135600,5242719,1.35,15.93,2.75%
GM,"General Motors Company",30.38,29.82,28.89,33.33,28.24,15052939,11523700,16571424,1.89,30.39,0.00%
GOOG,"Alphabet Cl C",1490.09,1489.75,1459.88,1733.18,1406.55,1779400,1701600,1929633,45.47,304.81,0.00%
GOOGL,"Alphabet Cl A",1487.9,1486.2,1455.76,1726.1,1402.15,1644200,2046100,2016362,45.47,304.81,0.00%
GPC,"Genuine Parts Company",94.97,96,94.28,104.39,92.82,673361,778000,934005,5.09,19.9,3.34%
GPN,"Global Payments Inc",179.24,180.65,175.55,185.26,164.57,1118446,1390600,1712929,5.83,92.34,0.44%
GPS,"Gap Inc",17.87,17.45,16.86,18.46,15.76,8088105,9289600,7987167,-1.45,6.03,0.00%
GRMN,"Garmin Ltd",94.68,95.83,94.37,106,91.84,627700,750800,761719,4.38,24.79,2.57%
GS,"Goldman Sachs Group",198.55,203.08,198.36,215.23,185.87,2288651,3075800,3757467,18.85,261.65,2.54%
GWW,"W.W. Grainger",358.03,359.77,353.61,371.86,337.25,254934,335500,273519,16.13,40.17,1.74%
HAL,"Halliburton Company",11.17,12.47,11.95,16.68,11,27032483,12139801,14771086,1.02,5.91,1.49%
HAS,"Hasbro Inc",82.95,85.82,82.29,85.82,75.25,765200,1427800,971986,3.67,19.28,3.35%
HBAN,"Huntington Bcshs",9.15,9.31,9.07,10.16,8.52,7566600,8545101,9561409,0.78,12.1,6.63%
HBI,"Hanesbrands Inc",15.95,15.88,15.47,16.44,15.13,4368822,5010600,5073152,1.7,3.1,3.89%
HCA,"Hca Holdings Inc",124.56,126.35,120.55,139.48,114.38,1847900,1899200,1733833,9.15,1.68,0.00%
HD,"Home Depot",277.62,279.92,272.52,288.04,262.81,2696923,4779000,3807457,10.91,-0.38,2.20%
HES,"Hess Corp",38.98,41.58,40.47,47.84,38.29,3050238,1840400,2629905,-2.57,23.98,2.46%
HFC,"Hollyfrontier Corp",18.94,20.31,19.62,24.55,18.59,3057826,2480900,2890195,2.44,36.53,6.94%
HIG,"Hartford Financial Services Group",36.77,37.26,36.48,43.08,34.69,1675115,2773400,2486171,5.49,47.66,3.56%
HII,"Huntington Ingalls Industries",139.98,142.93,140.04,154.43,136.44,364151,368200,514029,13.63,41.46,2.92%
HLT,"Hilton Inc",87.22,88.88,85.17,95.08,81.48,1779510,3127400,3140800,2.18,-4.66,0.00%
HOLX,"Hologic Inc",66.35,67.45,65.56,67.86,56.81,1493900,1698700,2206005,2.58,8.72,0.00%
HON,"Honeywell International Inc",163.68,167.92,163.02,173.82,156.85,2409481,2883400,2881481,7.61,26.17,2.19%
HPE,"Hewlett Packard Enterprise Comp",9.23,9.54,9.3,10.1,8.84,8777881,8426600,11188591,1.47,12.61,5.12%
HPQ,"Hp Inc",19,19.32,18.84,20.05,17.83,10634326,11925400,11013357,2.25,-1.45,3.73%
HRL,"Hormel Foods Corp",49.28,49.23,48.55,52.37,47.4,1316815,1490300,1540443,1.71,11.62,1.92%
HSIC,"Henry Schein Inc",57.92,59.55,58.04,67.28,56.31,817600,1150200,1045724,2.81,25.37,0.00%
HST,"Host Marriott Financial Trust",11.14,11.09,10.63,12.25,10.04,10430136,8872700,9374338,0.12,9.53,0.00%
HSY,"Hershey Foods Corp",143.93,144.4,141.22,152.18,134,759662,798500,818819,5.83,8.44,2.28%
