Symbol,Name,Last,"Prev High","Prev Low","1M High","1M Low",Volume,"Prev Vol","1M Avg Vol","Earnings ttm","Book Value","Div Yield"
HWM,"Howmet Aerospace Inc",17.3,17.56,16.93,19.07,16.15,1819400,1820900,3145595,2.05,7.91,0.00%
IBM,"International Business Machines",120.94,122.33,120.41,129.95,116.48,2130500,3509500,4098838,11.41,23.23,5.48%
ICE,"Intercontinental Exchange",99.17,102.31,101.11,106.99,96.67,4536000,1855800,3191252,4.36,31.28,1.19%
IDXX,"Idexx Laboratories",385.06,387.68,380.16,407.45,347.54,308300,446000,462014,5.29,3.21,0.00%
IEX,"Idex Corp",181.75,183.47,180.83,188.17,173.98,204100,214200,343119,5.28,29.94,1.12%
IFF,"International Flavors & Fragrances",121.5,123.18,120.56,126.54,113.54,669600,732400,848624,5.97,56.16,2.59%
ILMN,"Illumina Inc",305.5,307.61,297.67,376.67,260.42,1611100,1907400,2216538,5.89,31.04,0.00%
INCY,"Incyte Corp",87.43,90.45,87.37,96.76,82.98,1136800,1445200,1216910,-0.89,10.72,0.00%
INFO,"IHS Markit Ltd",77.42,80.64,78.99,83.92,76.04,2802900,2991100,2307238,2.18,19.21,0.87%
INTC,"Intel Corp",51.19,51.46,50.16,52.68,48.42,19687400,29652201,33287363,5.62,19.28,2.64%
INTU,"Intuit Inc",323.64,326.13,322.26,355.67,295.37,1122500,1134300,1382519,6.65,19.5,0.67%
IP,"International Paper Company",40.28,41.76,40.67,43.1,35.93,2808400,3374400,3613409,3.52,17.96,4.98%
IPG,"Interpublic Group of Companies",16.62,17.25,16.88,18.82,15.92,2755600,3219200,3860952,1.71,6.39,6.05%
IPGP,"Ipg Photonics Corp",168.26,167.93,165.56,170.43,156.49,104700,123800,249786,3.3,45.96,0.00%
IQV,"Iqvia Holdings Inc",154.78,156.99,153.5,170.51,146,858600,910600,1163943,5.52,30.6,0.00%
IR,"Ingersoll Rand Inc",35.87,36.77,35.88,37.63,34.02,1482300,2406100,2537243,-0.24,20.74,0.00%
IRM,"Iron Mountain Inc",26.76,27.05,26.52,30.79,25.97,1613600,2749500,2716057,0.94,3.56,9.33%
ISRG,"Intuitive Surg Inc",692.93,695.56,680.03,778.83,633.29,542000,650400,723952,9.51,74.91,0.00%
IT,"Gartner Inc",125.23,127.96,126.33,136.09,121.16,293800,325100,355943,4.28,11.09,0.00%
ITW,"Illinois Tool Works Inc",193.47,198.75,194.42,203.18,189.4,799600,930700,1024348,6.78,7.46,2.22%
J,"Jacobs Engineering Group Inc",92.98,93.4,91.36,95.63,88.15,512400,461600,810138,5.33,45.2,0.84%
JBHT,"J B Hunt Transport",128.63,131.54,129.95,143.16,128.14,446200,588800,802933,4.87,22.66,0.84%
JBLU,"Jetblue Airways Cp",11.42,12.27,11.69,13.28,10.93,8013200,8518700,8280566,-1.29,15.03,0.00%
JCI,"Johnson Controls Intl",40.96,41.96,41.05,43.19,39.79,5081000,4504800,4810395,2.27,25.37,2.57%
JD,"Jd.com Inc Ads",75.16,76.1,73.95,86.58,71.76,5929700,8245500,11042566,0.82,13.59,0.00%
JKHY,"Jack Henry & Assoc",162.13,165.38,161.82,171.81,153.35,367700,447700,599267,3.86,20.23,1.07%
JNJ,"Johnson & Johnson",147.06,148.29,146.42,155.47,142.96,6771000,5843100,6508519,7.97,23.92,2.77%
JNPR,"Juniper Networks",21.86,22.02,21.65,25.09,21.01,2039900,3863400,3662495,1.15,13.47,3.74%
JPM,"JP Morgan Chase & Company",95.35,96.93,94.35,105.21,91.38,12854600,20894100,18502176,7.41,86.78,3.85%
K,"Kellogg Company",63.44,63.8,62.83,71.65,60.84,1661400,1292600,2543924,4.17,9.93,3.61%
KEX,"Kirby Corp",35.93,37.47,36.42,43.46,35.76,438300,913100,850581,2.39,50.83,0.00%
KEY,Keycorp,11.83,12.19,11.92,13.22,11.33,6785100,7616500,8722190,1.24,17.97,6.32%
KEYS,"Keysight Technologies Inc Comm",99.6,100.42,98.7,102.87,90.62,820000,1191700,1554786,4.14,17.92,0.00%
KHC,"Kraft Heinz Company",29.59,29.99,29.43,35.14,28.56,4341100,4840300,7445229,2.79,40.21,5.49%
KIM,"Kimco Realty Corp",11.28,11.75,11.4,13.18,10.59,5100100,3512500,5311562,2.26,12.99,3.57%
KLAC,"K L A-Tencor Corp",193.33,193.68,186.8,216.17,171.31,766700,1348800,1448876,10.34,17.25,1.92%
KMB,"Kimberly-Clark Corp",146.34,148.43,146.3,157.91,144.36,965800,1483300,1488910,7.88,1.45,2.92%
KMI,"Kinder Morgan",12.45,12.76,12.45,14.21,11.97,8410400,11306900,13170114,0.89,14.19,8.49%
KMX,"Carmax Inc",93.08,96.28,94.44,109.15,91.69,2104900,1685600,1759143,4.36,24.42,0.00%
KO,"Coca-Cola Company",48.92,49.71,49.14,52.14,47.56,12427700,11215700,16399842,1.93,4.47,3.37%
KR,"Kroger Company",33.77,33.72,33.33,37.22,31.9,6598100,5062400,10557600,2.99,12.59,2.15%
KSU,"Kansas City Southern",182.77,186.52,182.1,200,175.41,468900,507400,945752,6.87,50.29,0.87%
L,"Loews Corp",34.2,35.19,34.12,37.9,32.83,703800,702500,1128186,2.41,65.66,0.74%
LB,"L Brands Inc",30.36,31.78,30.7,31.93,27.54,5008200,3998100,4475014,1.16,-6.85,0.00%
LBTYA,"Liberty Global Ord A",21.39,21.43,21.06,23.86,20.17,1315300,845400,1381205,-0.79,21.14,0.00%
LBTYK,"Liberty Global Ord C",20.9,21.02,20.67,23.35,19.77,4630800,2505100,3318610,-0.79,21.14,0.00%
LDOS,"Leidos Holdings Inc",90.57,93.13,91.44,94.42,85.6,446900,709300,978219,5.61,24.95,1.48%
LEG,"Leggett & Platt Inc",40.72,42.3,41.49,45.33,40.37,667400,834700,1233052,2.01,9.17,3.90%
LEN,"Lennar Corp",78.97,79.74,77.28,80.34,71.34,2198600,2282700,3035838,7.17,55.34,0.65%
LH,"Laboratory Corp of America Holdings",186.47,186.22,183.05,188.81,171.18,551400,425800,678829,10.7,75.49,0.00%
LHX,"L3Harris Technologies Inc",175.75,181.18,178.35,187.7,172.63,923000,656700,1214609,11.06,102.96,1.91%
LIN,"Linde Plc",236.43,238.9,236.4,260.49,228.47,1178500,1182300,1931352,7.62,91.22,1.65%
LKQ,"LKQ Corp",27.65,28.49,27.6,33.42,26.73,1836400,2102100,3360662,2.25,16.92,0.00%
LLY,"Eli Lilly and Company",146.26,151.58,147.9,154.5,145.71,3308900,2427500,3783300,6.85,4.47,1.97%
LMT,"Lockheed Martin Corp",388.74,396.61,389.65,401.88,375.1,1121300,980000,1183514,23.16,13.5,2.48%
LNC,"Lincoln National Corp",30.94,32.68,31.41,38.33,29.42,2241700,2561200,2300576,7.84,107.29,5.23%
LNT,"Alliant Energy Corp",51.08,51.97,51.24,55.15,48.89,968300,1492900,1679257,2.64,23.03,2.96%
LOW,"Lowe's Companies",162.26,163.1,160.51,171.72,151.89,2212800,2815700,4063329,7.87,5.76,1.38%
LRCX,"Lam Research Corp",337.71,337.85,328.7,365.14,292.28,1805600,1792700,2145567,15.95,35.71,1.39%
LSTR,"Landstar System",126.64,128.1,126.14,139.99,123.64,186100,270100,301857,4.64,16.91,0.67%
LULU,"Lululemon Athletica",323.67,319.29,310.6,399.9,287.21,1344100,1448500,2729743,4.2,15.36,0.00%
LUMN,Centurylink,10.22,10.44,10.26,11.23,9.92,4760800,5795700,9320305,1.43,12.27,9.79%
LUV,"Southwest Airlines Company",37.61,39.11,37.57,42.88,35.82,5263500,9235101,11987162,-0.61,18.44,0.00%
LVS,"Las Vegas Sands",46.72,48.13,47.2,53.51,44.06,2504700,2843000,5989896,0.55,5.92,0.00%
LW,"Lamb Weston Holdings Inc",65.29,67.81,65.74,70.42,60.65,744200,668200,1003757,2.5,1.64,1.42%
LYB,"Lyondellbasell Industries NV",70.28,72.76,70.97,80.77,64.21,1247500,2032700,2587552,6.84,22.1,6.03%
LYV,"Live Nation Entertainment",53.29,55.09,53.3,60.67,50.12,1456500,1531700,2283348,-3.78,3.15,0.00%
MA,"Mastercard Inc",336.23,340.57,335.81,366.63,320.81,2703800,3122500,3753310,7.3,6.49,0.48%
MAA,"Mid-America Apartment Communities",115.34,118.17,116.15,120.84,111.19,279900,412800,584586,2.99,53.96,3.47%
MAR,"Marriot Int Cl A",93.21,97.39,93.94,108.89,90.27,2217800,2965300,2929505,2.66,-0.24,0.00%
MAS,"Masco Corp",56.12,57.02,55.54,60.16,53.93,1457200,2438900,2021109,2.52,0.14,0.98%
MATX,"Matson Inc",39.75,39.75,38.52,42.6,36.78,172800,182500,223914,2.05,18.93,2.41%
MCD,"McDonald's Corp",218.68,221.98,219.02,226.72,210.58,1732200,2112100,2994233,6.21,-12.72,2.29%
MCHP,"Microchip Technology",102.74,103.09,100.51,115.11,95.53,1399800,1956200,2017757,5.2,21.79,1.49%
MCK,"Mckesson Corp",146.56,151.61,149.05,159.06,145,1469600,1161000,1218286,14.45,34.85,1.13%
MCO,"Moody's Corp",285.73,286.5,282.65,305.95,272.61,378100,556800,613914,9.69,6.56,0.80%
MDLZ,"Mondelez Intl Inc",56.48,57.37,56.5,59.72,54.48,6352500,5477400,6812267,2.57,18.27,2.03%
MDT,"Medtronic Inc",102.69,105.39,103.46,109.24,100.3,4044700,3403200,4378453,3.95,37.55,2.25%
MELI,"Mercadolibre Inc",1082.87,1107.86,1070,1225,959.87,235300,472500,598067,-1.41,36.38,0.00%
MET,"Metlife Inc",36.77,37.75,36.87,40.1,35.19,3805200,3915200,5829067,5.66,83.67,5.07%
MGM,"MGM Resorts International",21.72,22.86,22.08,24.42,20.57,12651101,9763200,15486033,-1.58,25.03,0.05%
MHK,"Mohawk Industries",96.27,99.6,95.72,103.82,90.21,407400,569700,556190,7.03,111.34,0.00%
MKC,"Mccormick & Company Inc",189.89,196.56,193.78,211.07,183.22,2406200,1414800,688238,5.62,27.49,1.29%
MKTX,"Marketaxess Holdings",485.43,478.13,464.76,499.2,434.33,328300,242300,237924,6.9,22.48,0.52%
MLM,"Martin Marietta Materials",231.06,234.29,228.58,234.29,201.04,465900,528800,654867,9.95,88.22,1.01%
MMC,"Marsh & Mclennan Companies",114.05,115.85,113.26,120.97,110.71,1603500,2059300,1892305,4.92,16.57,1.65%
MMM,"3M Company",159.81,164.14,161.33,173.2,158.07,2026000,2098500,2657795,8.47,18.95,3.67%
MNST,"Monster Beverage Cp",79.79,80.73,79.44,87.05,76.88,1469300,2271300,2194443,2.13,8.02,0.00%
MO,"Altria Group",38.36,39.21,38.47,44.78,37.59,7032600,8003700,9701762,4.28,3.11,8.99%
MOS,"Mosaic Company",17.98,19.29,18.45,20.03,17.19,2440200,4104300,5094810,-0.16,22.85,1.08%
MPC,"Marathon Petroleum Corp",29.43,30.31,29.18,37.07,27.57,4857900,7495900,7730386,1.7,47.41,8.10%
MRK,"Merck & Company",81.9,83.7,82.56,87.8,81.7,6433700,5843200,8368714,5.54,10.99,2.94%
MRNA,"Moderna Inc",70.52,71.5,69.1,71.5,54.21,6294300,7337300,9758114,-1.4,7.94,0.00%
MRO,"Marathon Oil Corp",4.16,4.37,4.13,5.4,4.02,23584699,25052201,27096371,-0.55,14.14,0.00%
MS,"Morgan Stanley",47.24,49.14,47.81,54.38,45.86,11360500,9466100,9293609,5.44,55.86,2.98%
MSCI,"MSCI Inc",356.03,360.18,349.66,382.01,336.93,345300,367700,501271,7.02,-3.72,0.88%
MSFT,"Microsoft Corp",207.26,212.57,208.06,232.86,196.25,24464398,32004900,36355848,5.75,15.63,0.98%
MSI,"Motorola Solutions",157.65,158.39,155.24,158.99,149.81,696900,1163300,1064600,7.3,-4.8,1.66%
MTB,"M&T Bank Corp",91.13,95.38,92.03,108.5,88.48,1049300,831600,948062,10.78,124.31,4.82%
MTD,"Mettler-Toledo International",968.59,981.93,958.84,1009.07,926.88,92600,85800,100000,22.84,18.82,0.00%
MU,"Micron Technology",50.71,49.77,48.13,52.17,44.45,36087098,18904000,19641162,2.06,34.04,0.00%
MXIM,"Maxim Integrated",67.84,68.1,66.28,71.37,63.74,1895900,2460100,3786510,2.27,6.22,2.93%
MYL,"Mylan NV Ord Shs",14.57,14.84,14.57,16.5,14.02,3163500,4504300,5688010,4.58,22.72,0.00%
NBL,"Noble Energy Inc",8.52,8.85,8.65,10.18,8.35,13301301,14089800,18698504,-0.21,9.72,0.94%
NCLH,"Norwegian Cruise Ord",16.56,16.95,16.01,19.2,14.15,14194801,28960799,28629596,-0.81,16.92,0.00%
NDAQ,"Nasdaq Inc",121.38,126.34,123.98,137.94,118.01,2659500,838400,856871,5.6,35.05,1.58%
NEE,"Nextera Energy",283.12,286.03,282.64,299.3,271.57,1775300,1729600,1933581,8.82,84.91,1.99%
NEM,"Newmont Mining Corp",62.77,62.83,61.31,68.85,59.28,4133600,5400700,6333519,1.58,28.55,1.63%
NFLX,"Netflix Inc",493.48,492,477.88,557.39,458.6,3543100,4773400,5672429,5.93,21.17,0.00%
NI,"NiSource Inc",21.96,22.28,21.84,22.87,21.28,2867600,3639900,3315757,1.34,14.78,3.79%
NKE,"Nike Inc",126.35,126.19,123.89,130.38,110.21,7799600,7524900,8954324,1.92,5.91,0.79%
NLOK,"Nortonlifelock Inc",20.86,21.18,20.84,24.15,20.15,4631600,3690000,7060038,0.85,-0.85,2.39%
NLSN,"Nielsen Holdings Plc",14.01,14.26,14.02,16.05,13.3,1542100,3072300,3511205,1.49,6.19,1.73%
NOC,"Northrop Grumman Corp",325.28,333.56,328.72,352.12,321.17,488400,567000,607800,22.26,58.26,1.77%
NOV,National-Oilwell,9.21,10.1,9.71,12.5,9.05,7566000,6479000,5415457,-0.41,14.25,0.00%
NOW,"Servicenow Inc",487.98,488.4,478.97,501.82,432.85,829300,1257900,1357362,1.2,12.92,0.00%
NRG,"NRG Energy",29.7,30.09,29.48,36,28.22,2255400,2087700,2263005,4.24,7.17,4.07%
NSC,"Norfolk Southern Corp",215.81,222.82,219.8,224.99,205.54,1544400,1129800,1414376,9.24,53.96,1.72%
NTAP,"Netapp Inc",43.99,43.61,42.51,48.47,40.46,1749800,2268400,2705552,3.54,1.28,4.58%
NTES,"Netease Inc Ads",450.76,470.87,457.4,504.31,449.65,572900,520300,509971,25.93,96.21,1.26%
NTRS,"Northern Trust Corp",77.46,79.58,77.72,86.24,74.03,607800,679200,1239595,6.4,54.7,3.66%
NUE,"Nucor Corp",44.74,46.94,45.62,49.97,44.05,1190600,1434800,2012943,2.77,35.19,3.56%
NVDA,"Nvidia Corp",529.03,522.07,510,589.07,468.17,15575101,14345200,18657258,6.15,22.55,0.12%
NVR,"NVR Inc",4001.56,4104.1,3971,4247.42,3823.31,11100,14100,20205,207.98,706.06,0.00%
NWL,"Newell Rubbermaid Inc",17.12,17.3,16.82,18.28,15.67,1265800,1819400,2944238,1.54,8.29,5.50%
NWS,"News Cp Cl B",13.77,14.44,14.09,15.7,13.69,294500,467200,630629,0.22,14.25,1.43%
NWSA,"News Cp Cl A",13.89,14.55,14.17,15.9,13.78,1632300,2655300,2742833,0.22,14.25,1.42%
NXPI,"Nxp Semiconductors",123.29,124.17,121.9,132.95,117.25,1626600,2143400,1976690,6.41,32.43,1.25%
O,"Realty Income Corp",61.1,62.02,60.86,66.8,58.36,1779900,2256300,2416371,1.47,30.21,4.68%
ODFL,"Old Dominion Freight Line Inc",185.11,187.79,184.46,207.43,176.34,1313800,793900,1013533,4.93,25.29,0.33%
OKE,"Oneok Inc",26.67,26.26,25.27,28.46,23.28,5831400,3967300,4327814,2.66,14.05,14.95%
OMC,"Omnicom Group Inc",48.85,50.29,49.41,55.95,48,1470600,1692100,1820086,5.32,13.32,5.29%
ORCL,"Oracle Corp",59.47,60.54,59.47,62.6,54.87,6394000,9356199,20686943,3.61,3.37,1.61%
ORLY,"O'Reilly Automotive",453.32,458.01,449.94,484.99,437.35,403100,485600,486233,20.4,7.94,0.00%
OTIS,"Otis Worldwide Corp [Otis/I]",62.41,62.88,61.9,65.56,58.04,1448900,1233900,2240757,1.16,-8.48,1.30%
OXY,"Occidental Petroleum Corp",9.99,10.65,10.31,13.17,9.83,29576500,22622600,28518506,-2.47,25.43,0.39%
PAYC,"Paycom Software Inc",303.83,291.65,286,311.89,257.87,671900,307500,461438,2.88,10.01,0.00%
PAYX,"Paychex Inc",79.17,79.83,78.77,80.51,74.1,1695700,1580200,1785324,2.99,7.75,3.19%
PBCT,"People's United Finl",10.17,10.31,10.04,11.13,9.73,3311300,3175500,4302943,1.28,18.28,7.25%
PCAR,"Paccar Inc",86.15,86.65,84.67,89.03,80.36,1131500,1588300,1614490,4.74,28.24,1.53%
PDD,"Pinduoduo Inc ADR",73.7,76.03,73.21,93.91,72.15,6642900,7400200,7302167,-1.09,3.75,0.00%
PEAK,"Healthpeak Properties Inc",27.05,27.6,27.02,29.42,25.51,2415300,2306000,3648295,0.63,14.25,5.54%
PEG,"Public Service Enterprise Group Inc",54.8,55.17,54.29,55.35,50.32,1802400,1622000,2175805,3.44,30.63,3.62%
PEP,"Pepsico Inc",137.16,138.58,135.67,144.04,129.36,4333800,7487500,4816448,5.4,9.07,3.06%
PFE,"Pfizer Inc",36.17,36.58,36.16,38.02,35.38,12837600,14273500,23390314,2.88,11.62,4.22%
PG,"Procter & Gamble Company",137.26,139.94,137.78,141.7,134.7,4493100,5810800,5987519,5.12,18.94,2.30%
PGR,"Progressive Corp",94.15,94.96,93.25,97.81,90.63,1744700,1826900,2174748,6.98,28.48,0.43%
PH,"Parker-Hannifin Corp",202.18,206.71,202.45,217.59,192.25,403200,529000,800205,10.77,47.8,1.76%
PHM,Pultegroup,45.27,45.82,44.57,47.18,42.18,1828000,1561800,2389857,4.04,21.82,1.09%
PKG,"Packaging Corp of America",108.75,111.68,108.61,114.32,100.32,630300,945800,784762,6.51,33.04,2.89%
PKI,Perkinelmer,123.26,122.45,120.61,124.66,111.5,1266800,590500,740052,4.65,26.64,0.23%
PLD,"Prologis Inc",99.61,100.2,98.37,104.66,94.76,1826300,2298600,2481190,2.56,49.74,2.38%
PM,"Philip Morris International Inc",74.34,77.66,76.17,82.59,74.3,4060200,3832700,4268205,5.15,-6.5,6.37%
PNC,"PNC Bank",106.93,109.15,106.55,116.67,101.58,1625300,1543000,1847714,5.96,124.73,4.39%
PNR,"Pentair Ltd",45.79,46.3,45.42,47.13,43.19,604400,553600,1111090,2.3,11.75,1.69%
PNW,"Pinnacle West Capital Corp",73.45,74.85,73.63,74.85,69.29,658900,781300,857467,5.32,49.84,4.24%
PPG,"PPG Industries",120.33,123.63,121.63,131.09,116.95,688500,1094300,1360071,5.16,20.93,1.80%
PPL,"PPL Corp",26.88,26.97,26.57,28.81,25.47,5496300,3559900,5329186,2.4,16.97,6.27%
PRGO,"Perrigo Company",45.67,46,45.47,52.86,44.33,604900,456400,827690,4.27,43.36,1.99%
PRU,"Prudential Financial Inc",63.09,64.87,63.29,71.19,60.16,2132300,2339600,2447895,9.72,168.37,7.09%
PSA,"Public Storage",220.91,223.1,219.79,226.6,208.19,557300,582700,776057,7,51.63,3.66%
PSX,"Phillips 66",52.19,54.64,53.43,61.92,51.05,2464600,2126600,3760424,4.93,53.34,6.81%
PVH,"Phillips-Van Heusen Corp",58.69,63.34,61.69,73.6,54.12,1134400,1338400,1555743,2.08,64.52,0.00%
PWR,"Quanta Services",52.74,53.1,51.92,53.61,48.53,924400,944500,1135419,2.94,28.46,0.39%
PXD,"Pioneer Natural Resources Company",86.4,89.2,86.73,105.81,83.9,1402500,1749000,1564357,5.18,71.21,2.56%
PYPL,"Paypal Holdings",194.5,192.47,188.09,212.45,171.63,6766100,7590600,9135952,2.29,15.07,0.00%
QCOM,"Qualcomm Inc",117.38,118.74,114.92,123.93,108.3,5687800,9043500,8751562,2.66,2.93,2.27%
QRVO,"Qorvo Inc",130.77,128.72,126.58,135.89,112.03,1112200,1156100,1455871,5.88,38.09,0.00%
R,"Ryder System",41.08,42.3,41.49,45.45,39.24,285700,427500,531286,0.13,40.12,5.47%
RCL,"Royal Caribbean Cruises Ltd",64.4,66.83,63.32,74.44,58.27,4445000,5677500,6907162,-1.92,42.81,0.00%
RE,"Everest Re Group",199.78,204.4,201.01,222.99,194.79,185600,149000,249976,12.69,184.58,3.12%
REG,"Regency Centers Corp",37.77,39.07,38.19,42.36,35.99,785700,940900,1568367,0.54,36.53,6.36%
REGN,"Regeneron Pharmaceuticals",573.61,574.61,559.06,621.61,540,501900,637000,774095,24.58,85.13,0.00%
RF,"Regions Financial Corp",11.37,11.53,11.23,12.32,10.6,7784700,9044300,7540396,0.71,18.37,5.64%
RHI,"Robert Half International Inc",52.57,53.65,53,55.32,50.71,483100,519200,772314,3.19,10.09,2.59%
RJF,"Raymond James Financial",72.3,73.49,71.71,78.87,67.66,564500,721900,764524,6.32,51.19,2.09%
RL,"Ralph Lauren Corp",67.34,72.72,70.29,82.83,67.3,1249800,1271400,1397562,2.91,34.96,0.00%
RMD,"Resmed Inc",172.66,174.2,169.85,184.29,165.72,340800,572500,521752,4.76,17.26,0.92%
ROK,"Rockwell Automation Inc",221.23,221.74,218.37,238.34,206.57,392500,470500,539814,7.82,9.39,1.89%
ROL,"Rollins Inc",54.5,55.17,54.17,57.16,51.58,659500,717100,1111805,0.74,2.63,0.60%
ROP,"Roper Industries",401.36,404.17,399.41,445.85,380.07,357500,524000,523452,12.67,94.63,0.51%
ROST,"Ross Stores Inc",91.03,92.67,88.82,97.85,85.12,1711700,1499300,1990819,1.89,8.05,0.00%
RSG,"Republic Services",93.92,95.58,94.19,98.11,91.13,973400,851900,1183086,3.4,25.86,1.72%
RTX,"Raytheon Technologies Corp",57.6,59.57,58.09,64.01,56.34,6415100,5457400,8500467,6.33,45.1,3.30%
SBAC,"SBA Communications",313.87,317.83,309.29,328.37,294.35,403600,649200,553514,-0.16,-38.46,0.59%
SBUX,"Starbucks Corp",84.8,86.24,84.99,89.43,81.75,4064900,5976100,7500876,1.35,-7.38,1.95%
SCHW,"The Charles Schwab Corp",35.78,36.31,35.42,36.89,33.79,7150200,6035400,8302286,2.51,23.94,2.06%
SEE,"Sealed Air Corp",37.83,38.66,37.84,40.93,36.27,1064400,952900,1202519,2.91,-0.45,1.69%
SGEN,"Seattle Genetics Inc",190.96,190.7,185.42,192.3,143.61,1245400,865800,1194033,-1.94,10.43,0.00%
SHW,"Sherwin-Williams Company",705.67,712.17,701.89,725.91,661.08,290400,428200,471148,22.1,42.5,0.77%
SIRI,"Sirius XM Holdings",5.25,5.32,5.2,5.99,4.95,17845400,22137600,30180600,0.22,-0.15,1.04%
SIVB,"Svb Financial Group",237.09,240.45,233.69,267.81,221.55,311400,223100,352957,17.18,144.99,0.00%
SJM,"J.M. Smucker Company",113.01,114.28,112.63,121.82,108.1,389500,713300,822343,9.55,73.16,3.21%
SLB,"Schlumberger N.V.",15.6,16.85,16.26,19.68,15.47,15869301,11912399,13314053,1.12,8.97,3.14%
SLG,"SL Green Realty Corp",46.53,49,47.33,52.17,42.67,1074100,933100,1571024,2.83,75.65,7.63%
SNA,"Snap-On Inc",145.4,147.57,143.27,156.31,138.94,241400,333600,321824,10.55,64.41,3.04%
SNPS,"Synopsys Inc",212.32,212.84,209.26,230.12,193.55,632400,699800,833333,4.04,30.32,0.00%
SO,"Southern Company",53.7,54.7,53.61,54.7,51.22,2952000,4436000,4088710,3.17,30.54,4.76%
SPG,"Simon Property Group",63.99,66.54,64.8,75.2,59.6,3822400,3771700,4974576,5.69,7.29,8.18%
SPGI,"S&P Global Inc",356.98,359.68,355.12,379.87,335.05,580800,741400,815891,11.12,1.11,0.76%
SPLK,"Splunk Inc",187.18,188.28,184.55,225.89,171.07,1155800,1247500,1748705,-2.97,10.41,0.00%
SRE,"Sempra Energy",116.18,118.72,116.57,125.9,112.33,951300,1298900,1463648,7.78,86.77,3.55%
STE,"Steris Corp",172.82,175.37,172.47,176.06,155.99,420900,449000,516686,5.72,41.08,0.94%
STT,"State Street Corp",59.89,61.2,59.5,71.14,56.63,1290900,2130200,2520848,7.04,70.59,3.56%
STX,"Seagate Tech Ord Shs",50.07,49.8,48.31,50.7,45.25,3544700,3549000,3151643,4.67,6.96,5.39%
STZ,"Constellation Brands Inc",187.52,186.05,183.88,197.97,179.79,992100,1578200,1146910,9.22,59,1.65%
SWK,"Stanley Black & Decker Inc",161.48,165.42,161.79,168.25,152.19,930200,1142300,974071,7.11,62.41,1.75%
SWKS,"Skyworks Solutions",144.35,144.01,139.02,154.24,130.72,1457100,2052200,2036014,5.06,25.04,1.45%
SYF,"Synchrony Financial",25.55,26.26,25.65,27.92,24.2,3377400,3322000,5212095,2.96,20.38,3.50%
SYK,"Stryker Corp",204.74,210.15,207.01,216.85,194.64,782000,1219000,1361400,6.88,34.03,1.12%
SYY,"Sysco Corp",61.17,63.48,61.77,69.51,58.92,2135800,2163500,3083848,1.99,2.28,2.90%
T,"AT&T Inc",28.3,28.65,28.24,30.17,27.75,25472199,30525100,36708563,3.5,26.93,7.42%
TAP,"Molson Coors Brewing Company",33.53,33.66,32.85,38.71,32.11,3779300,1834800,2621362,4.4,61.23,0.00%
TCOM,"Trip.com Group Ltd",31.27,32.11,30.5,32.11,27.32,4873000,7540300,4533396,-0.39,0,0.00%
TDG,"Transdigm Group Inc",489.08,511.44,498.36,529.2,467.91,584900,399700,436981,16.06,-77.09,0.00%
TDY,"Teledyne Technologies Inc",311.94,320.14,315.11,326.88,304.22,134600,185600,215743,10.45,78.13,0.00%
TEL,"Te Connectivity Ltd",97.45,98.26,96.79,103.2,90.88,1614500,1484600,1717719,4.42,27.71,2.01%
TER,"Teradyne Inc",79.86,79.53,77.57,88.53,74.07,1173300,1831700,3503805,3.98,10.51,0.51%
TFC,"Truist Financial Corp",37.01,37.79,36.72,41.04,34.86,5172900,5055700,5471448,3.88,51.11,4.98%
TFX,"Teleflex Inc",335.54,345.95,340.16,409.27,320.33,188100,161300,275962,10.9,66.58,0.40%
TGT,"Target Corp",156.94,157.71,154.65,158.43,143.38,2784500,3627600,3212805,7.02,25.12,1.76%
TIF,"Tiffany & Company",116.44,116.83,115.83,123.8,108.11,905500,775700,2111686,2.24,26.43,2.01%
TJX,"TJX Companies",54.16,55.88,54.01,58.15,51.8,6444500,7808500,6643353,0.57,3.89,0.00%
TMO,"Thermo Fisher Scientific Inc",434.34,431.12,424.04,441.96,401.07,911900,1110600,1404481,13.32,75.52,0.21%
TMUS,"T-Mobile US",113.52,114.48,112.49,119.2,107.79,3221500,5850900,4584319,3.87,45.28,0.00%
TPR,"Tapestry Inc",15.5,16.95,16.49,18.6,14.14,5854500,5708400,6752310,0.98,8.24,0.00%
TRV,"The Travelers Companies Inc",107.44,111.9,109.3,120.88,105.67,1306400,1555800,1480386,7.17,106.41,3.14%
TSCO,"Tractor Supply Company",140.98,142.03,139.43,151.77,136.01,950600,964800,1208367,5.86,14.59,1.15%
TSLA,"Tesla Inc",419.07,428.08,415.55,502.49,329.88,50341402,49719500,86056203,0.39,11.51,0.00%
TSN,"Tyson Foods",58.96,60.82,59.59,66.49,56.27,1156400,2406400,3307010,5.04,41.11,2.84%
TT,"Trane Technologies Plc",121.22,122.85,120.19,126,115.28,579400,1354500,1013805,5.09,24.9,1.78%
TTWO,"Take-Two Interacti",164.34,167.95,164.82,174.16,151.63,1216200,979100,1227886,6.03,23.19,0.00%
TWTR,"Twitter Inc",44.74,44.42,43.61,46.82,38.1,13593200,11672199,17744029,-1.31,9.68,0.00%
TXN,"Texas Instruments",141.5,142,139.72,148.37,134.12,2747400,3454300,4366462,5.33,8.33,2.60%
TXT,"Textron Inc",36.77,37.17,36.07,41.08,33.76,975700,955900,1348148,2.54,24.24,0.23%
