Symbol,Name,Open,Last,"Prev Open",Previous,"Open 2D Ago","Last 2D Ago","1M MA","1M High","1M Low",Volume,"Prev Vol","5D Avg Vol","1M Avg Vol"
ATVI,"Activision Blizzard",80.5,80.14,82.28,80.08,80.95,80.62,80.38,83.54,77.35,3363800,4463100,4378340,5453941
AVB,"Avalonbay Communities",146.82,145.55,149.73,145.41,152.89,148.94,152.46,162.33,145.01,1045091,1158200,1028620,1098396
AVGO,"Broadcom Ltd",377.01,376.99,381.24,375.77,383.28,378.65,368.09,387.8,343.48,1322400,1480200,1399940,1685414
AVY,"Avery Dennison Corp",135.41,134.34,133.93,133.74,133.72,134.02,127.03,137.49,115.77,579332,674200,490900,584500
AWK,"American Water Works",155.29,153.15,156.26,154.52,156.58,155.72,149.7,160,137.01,725575,1175000,823260,781750
AXP,"American Express Company",102.94,103.14,105.13,102.47,104.65,104.91,101.66,107.21,93.71,2954724,3196700,2814300,3853973
AZO,Autozone,1177.59,1178.62,1194.53,1176.42,1192.44,1193.38,1161.68,1236.01,1108.62,196051,155800,199660,229336
BA,"Boeing Company",168.29,167.24,169.09,167.11,171.22,167.35,163.03,175.56,145.02,12293262,16519602,16869641,23499295
BAC,"Bank of America Corp",23.89,24.14,24.3,23.72,24.2,24.24,24.26,25.83,22.95,62448907,51377898,73310461,58099953
BAX,"Baxter International Inc",81.51,81.14,81.87,81.19,80.63,81.82,79.91,82.61,77.72,3191637,2627900,2282420,2590054
BBY,"Best Buy Company",121.29,120.89,120.12,120.83,120.89,119.35,113.56,123.67,103.49,1725524,2260000,1821200,1990114
BDX,"Becton Dickinson and Company",237.92,236.26,237.52,237.38,235.81,236.99,232.13,240.75,219.5,830544,1121600,1013360,1210809
BF.B,"Brown Forman Inc Cl B",74.9,74.47,75.96,74.34,76.51,75.95,76.16,79.32,73.66,631270,841100,733560,813732
BIDU,"Baidu Inc",130.01,130.08,131.5,129.25,131.9,130.37,126.59,138.98,120.24,2170000,2232700,4875340,3029600
BIIB,"Biogen Inc",270.45,267.12,279.27,268.77,282.43,280.01,280.04,293.34,265.05,1155300,1207900,1007340,984245
BIO,"Bio-Rad Laboratories",553.96,562.58,561.13,554.34,556.97,556.57,534.73,573.79,490.73,134557,90600,123520,133855
BK,"Bank of New York Mellon Corp",37.38,37.1,38.07,36.96,38.18,38.02,35.51,38.75,32.65,3375708,3852700,5802220,5179664
BKNG,"Booking Holdings Inc",1673,1671.71,1679.75,1653.02,1704,1667.87,1711.19,1866,1601.01,292500,317900,333000,335223
BKR,"Baker Hughes A Ge CO Cl A",13.34,13.63,13.38,13.11,13.33,13.14,13.26,14.81,12.13,9800672,7472100,8211600,6341282
BLL,"Ball Corp",91.94,91.39,91.59,91.18,91.41,91.42,85.79,93.36,78.58,1403005,1044700,1136320,1456332
BMRN,"Biomarin Pharmaceuticals",77.68,77.91,79.7,77.33,77.89,79.25,77.7,80.94,73.8,1180800,1211400,1321400,1555127
BMY,"Bristol-Myers Squibb Company",61.09,60.64,61.8,60.77,60.67,61.24,59.98,62.42,56.9,6635163,10999101,9789440,10837714
BR,"Broadridge Financial Solutions Llc",142.3,143.49,143.61,141.79,143.72,143.34,136.41,145.14,126.77,335175,372400,363060,446082
BRK.B,"Berkshire Hathaway Cl B",209.63,210.06,212.16,208.99,211.84,211.91,212.05,217.43,206.58,3888488,3413700,3804740,4403409
BSX,"Boston Scientific Corp",37.98,37.54,38.51,37.77,39,38.44,38.95,42.13,36.8,8140363,11197100,13109260,8354964
BWA,"Borgwarner Inc",39.44,39.29,38.75,38.66,39.53,38.69,38.84,42.24,36.34,3247716,3352400,2643740,3465104
BXP,"Boston Properties",77.2,76.14,76.83,76,79.16,77.67,80.91,86.34,75.79,769875,1137700,950620,1191991
C,"Citigroup Inc",43.37,43.52,43.35,42.9,43.68,43.19,43.58,46.12,41.29,21241815,22793500,25338699,26689264
CAG,"Conagra Brands Inc",37.72,37.12,37.91,37.47,37.85,37.91,36.5,38.42,33.65,2140118,3458000,2146080,2880036
CAH,"Cardinal Health",48.23,47.71,48.78,47.9,48.89,48.79,47.36,49.35,44.65,1678557,1791400,1435000,1984336
CAR,"Avis Budget Group",33.5,36.24,32.35,33.1,30.59,31.95,29.53,37.31,25.54,6132800,1931600,2523800,2204968
CARR,"Carrier Global Corp [Carr/I]",32.45,33.23,32.8,32.32,32.92,32.76,31.45,33.8,28.79,3944829,5529200,3866520,3898732
CAT,"Caterpillar Inc",168.2,168.99,168.74,167.53,167.25,168.75,154.67,171.26,142.73,3007552,2758100,3676380,2978304
CB,"Chubb Ltd",118.47,119.3,119.32,116.92,120.17,119.26,117.59,123.86,111.93,2469260,1628700,1551220,1642241
CBOE,"CBOE Global Markets Inc",82.02,81.73,84.35,81.99,85.3,83.9,86.46,91.65,81,1431229,732400,1170180,915814
CBRE,"CBRE Group Inc",48.03,47.9,48.87,47.58,48.99,48.61,47.93,51.58,44.59,1032204,1150600,1171000,1421632
CCI,"Crown Castle International Corp",164.67,164.46,168.25,164.32,167.04,166.9,164.49,169.31,155.01,2082305,3165500,1786040,1793236
CCL,"Carnival Corp",14.42,14.61,14.21,14.15,14.05,14.08,14.77,16.17,13.4,27524809,28037801,31762500,34530336
CDNS,"Cadence Design Sys",115.35,112.61,115.51,113.56,116.87,115.69,108.72,118.22,97.45,2304600,1611700,1636660,1457977
CDW,"CDW Corp",130.72,129.32,130.21,128.86,130.75,130.62,122.16,132.25,105.87,422300,482500,489140,743282
CE,"Celanese Corp",118.68,117.36,120.22,117.7,120.01,120.1,112.48,121.76,103.3,451307,726800,589200,680709
CERN,"Cerner Corp",72.59,72.7,74.75,72.36,73.95,74.63,71.57,75.24,66.75,768600,1053100,1120660,1298205
CF,"Cf Industries Holdings",29.16,28.06,29.28,28.88,29.78,29.28,30.39,33.24,28.04,2007339,1515700,1711560,1931136
CFG,"Citizens Financial Group Inc/Ri",27.11,27.62,26.92,26.64,27,26.61,26.44,28.87,23.46,5146431,4454600,6593000,4780323
CHD,"Church & Dwight Company",93.22,92.24,93.6,92.34,95.11,93.19,92.45,96.31,88.64,923114,1294800,1627120,1397464
CHKP,"Check Point Software",126.78,123.75,128.09,126.49,127.63,126.62,122.44,128.87,114.89,1078600,1029200,925860,824773
CHRW,"C.H. Robinson Ww",100.67,100.51,100.26,100,103.9,100.23,103.03,106.75,99,1019800,1357200,1232280,1150600
CHTR,"Charter Communicatio",622.74,608.26,635.67,617.66,638.87,633.92,627.46,663.7,606.11,1054600,1080600,914900,988945
CI,"Cigna Corp",172.64,171.09,177.91,171.66,176.7,177.9,170.04,179.39,158.84,2013617,1939300,1638240,1690132
CINF,"Cincinnati Financial",78.81,79.82,78.9,77.67,79.04,78.58,78.38,82.79,73.79,560900,453000,510380,698841
CL,"Colgate-Palmolive Company",80.07,79.83,80.45,79.21,80.12,80.31,77.95,80.99,74.35,2960926,2854700,2871000,2848295
CLX,"Clorox Company",214.4,210.61,215.45,212.5,216,214.99,213.04,223.36,206.06,763460,1074300,996220,1118191
CMA,"Comerica Inc",42.75,43.21,41.82,41.22,41.81,41.69,40.09,44.82,35.76,2666328,1312500,1535640,1429109
CMCSA,"Comcast Corp A",44.63,44.27,45.56,44.33,45.22,45.56,45.49,47.07,43.41,12977400,17520398,14418239,17989455
CME,"CME Group Inc",163.9,163.12,168.8,163.34,167.58,167.99,167.24,172.4,161.65,1956100,1284700,1346640,1420786
CMG,"Chipotle Mexican Grill",1345,1348.47,1345,1335.59,1348.88,1339.68,1275.87,1364.36,1180,329867,320100,298820,291250
CMI,"Cummins Inc",222.87,222.27,223.35,221.15,224.39,222.8,215.1,227.15,199.7,850354,679700,869360,903241
CMS,"Cms Energy Corp",65.03,65.01,65.39,64.75,64.81,65.28,62.66,65.65,58.63,1599850,1123300,1129860,1345041
CNC,"Centene Corp",65.92,65.56,66.3,65.73,66,66.21,60.94,66.85,53.6,1749110,1510500,2154880,3549082
CNP,"Centerpoint Energy Inc",20.92,21.34,20.73,20.8,20.94,20.85,20.11,21.97,18.6,5830931,3288400,3298180,4297845
COF,"Capital One Financial Corp",77.9,77.27,79.77,77.12,79.16,79.22,75.07,81.67,66.46,2515656,2048400,2524540,2639573
COG,"Cabot Oil & Gas Corp",19.15,19.27,19.22,19.08,19.39,19.1,18.51,19.87,16.41,2938156,3327600,3327980,4292414
COO,"Cooper Companies",351.28,347.46,353.58,348.42,355.76,353.7,344.46,364.05,326.75,160659,154200,159360,191073
COP,Conocophillips,32.91,32.58,34.12,32.7,34.81,33.77,33.88,36,31.45,19243530,21684102,13539580,8779786
COST,"Costco Wholesale",377.69,378.31,382.03,375.56,380.5,381.54,361.38,384.87,333.71,1282100,1938000,1857100,2645068
CPB,"Campbell Soup Company",48.91,47.67,48.81,48.63,49.4,48.94,48.1,49.88,44.95,2185719,1729100,1493980,2107323
CPRT,"Copart Inc",115.8,114.98,116.91,115.26,117.86,117.18,110.1,118.56,100.07,615100,900000,782040,1027086
CRM,"Salesforce.com Inc",256.12,255.97,259.76,255.01,259.24,258.55,253.03,270.16,233.63,2989389,3242200,3944940,4545400
CSCO,"Cisco Systems Inc",39.44,39.2,40.15,39.3,39.88,40.16,39.2,40.61,37.6,16548600,19600398,17869119,22031227
CSX,"CSX Corp",79.3,80.13,79.81,79.05,80.95,80.11,78.37,81.34,75.38,2772700,3108600,3608600,3721723
CTAS,"Cintas Corp",343.41,343.66,348.07,341.32,350,348.4,336.1,358.68,307.65,322500,329400,351240,454195
CTLT,"Catalent Inc",91.23,93.16,92.68,91.26,92.94,92.4,88.78,96.38,79.65,1260686,749500,820940,975632
CTSH,"Cognizant Tech Sol",73.05,73.35,73.19,72.2,74.34,73.36,70.78,75.32,65.58,2252300,2791400,2697460,3133977
CTVA,"Corteva Inc",33.74,33.07,34.26,33.52,34.33,34.08,30.75,34.54,27.18,3696982,5716500,3719100,4581873
CTXS,"Citrix Systems Inc",136.14,136.72,139.11,134.84,139.16,138.26,137.18,146.94,132.07,1200300,1138600,1112320,1001114
CVS,"CVS Corp",59.04,59.43,60.06,58.78,59.37,59.59,58.59,60.8,56.11,7587061,6983800,7155860,6547904
CVX,"Chevron Corp",71.9,71.68,73.11,71.28,73.52,72.89,72.96,77.53,68.82,7742694,8357000,8502920,11616891
CXO,"Concho Resources Inc",47.57,47.11,49.13,47.26,49.24,48.6,45.2,50.89,40.82,7421144,13275600,6890140,2991732
D,"Dominion Resources",81.47,81.08,81.64,80.9,81,81.41,79.67,82.99,75.3,3200928,2593900,2809920,3444505
DAL,"Delta Air Lines Inc",31.97,31.98,31.7,31.5,31.4,31.47,31.22,33.27,27.92,14195165,14588700,13666760,17971340
DD,"Du Pont De.Nemours Inc",58.68,59.48,59.35,58.44,59.45,59.17,56.93,60.21,53.49,3722680,3827900,3406760,4245095
DE,"Deere & Company",239.8,238.87,240.25,238.17,240,240.06,227.72,243.4,210.18,968999,905500,1162860,1342900
DFS,"Discover Financial Services",64.29,63,65.5,63.56,65,65.48,60.35,66.33,51.74,2369442,2009200,2118880,2692686
DG,"Dollar General Corp",218.07,217.78,222.43,218.07,224.03,221.71,213.86,224.82,202.31,1056137,1558900,1379140,1504005
DGX,"Quest Diagnostics Inc",120.79,123.32,120.54,120.83,118.59,120.2,115.87,123.7,108.28,1076611,1075800,1021640,954568
DHI,"D.R. Horton",75.97,76.52,77.52,75.79,79.5,77.09,75.78,81.21,69.76,2071008,1764700,2259080,2792800
DHR,"Danaher Corp",224.01,227.03,228.25,223.83,226.39,227.45,217.24,229.45,201.44,2326517,2283400,2152340,1970286
DIS,"Walt Disney Company",124.58,124.95,127.37,124.23,127.81,126.81,124.68,131.36,120.61,6162316,6576900,7657620,9065646
DISCA,"Discovery Comm A",20.48,20.25,21.16,20.2,20.89,20.96,21.58,23.51,20.13,2815100,2728000,3678960,3164477
DISCK,"Discovery Comm Inc",18.52,18.32,19.09,18.27,18.98,18.98,19.45,21.48,18.17,2358900,2017300,2180700,2277941
DISH,"Dish Network Corp",26.84,27.06,27.69,26.56,27.62,27.66,28.36,30.69,26.46,1896000,1751500,2185560,2356777
DLR,"Digital Realty Trust",155.77,155.6,158.16,155.18,156.54,157.7,150.72,159.58,138.71,705915,1021000,1029240,1336623
DLTR,"Dollar Tree Inc",95.7,95.41,96.06,95,96.41,95.56,91.65,97.68,84.41,1755500,1312500,1548520,1820141
DOCU,"Docusign Inc",229.56,227.8,237.07,228.41,242.29,234.6,221.93,246.8,189.25,2130300,2981100,3202040,4361473
DOV,"Dover Corp",113.08,114.24,114.55,112.77,114.41,114.07,110.65,116.68,105.4,1043277,686200,669860,696195
DOW,"Dow Inc",49.35,49.34,49.33,48.84,49.37,49.3,47.94,50.33,45.13,2504494,2903400,3256000,4054314
DPZ,"Domino's Pizza Inc",394.57,394.41,400.73,394.89,401.72,399.45,412.01,435.58,386.64,487193,380600,587080,871095
DRE,"Duke Realty Corp",38.7,38.74,38.98,38.4,38.75,38.86,38.06,40.62,35.37,1273438,1863000,1496200,1657091
DRI,"Darden Restaurants",97.32,98.34,99.59,96.61,100.1,98.94,98.97,105.7,85.38,1201214,1238900,1221860,2142295
DTE,"Dte Energy Company",119.64,121.34,119.11,118.17,118.04,119.3,116.24,122.93,109.65,1082212,1603500,1351720,1167286
DUK,"Duke Energy Corp",92.11,92.06,92.12,92.07,92.18,92.37,88.8,93.92,80.41,2243300,2284000,2385840,3777368
DVA,"Davita Healthcare Partners Inc",89.87,89.7,90.8,89.56,89.19,90.78,86.35,91.7,80.85,617125,703800,715600,1068027
DVN,"Devon Energy Corp",8.92,8.97,9.05,8.86,9.38,8.95,9.43,10.59,8.43,10046518,8942899,9975660,11490427
DXC,"Dxc Technology Company",20.06,20.01,20.59,19.89,20.29,20.59,18.6,21.01,15.64,1492787,1793300,1803460,2514286
DXCM,Dexcom,397.44,392.43,403.61,397.5,403.2,405,394.62,420,373.41,814700,943400,842380,763836
EA,"Electronic Arts Inc",130.42,127.36,133.14,129.87,132.5,131.92,129.72,134.05,123.97,2249100,1454300,2010460,2106573
EBAY,"Ebay Inc",54.42,54.2,56.43,54.32,55.33,55.83,53.09,58.34,47.73,6407100,6721100,6617280,7277414
ECL,"Ecolab Inc",202.18,203.01,205.3,201.79,202.53,204.53,199.63,206.8,192.42,887156,993900,934780,1044218
ED,"Consolidated Edison Company of New York",80,80.6,81.69,80.79,81.7,81.7,79,83.13,71.73,1627635,2936300,1826180,1725773
EFX,"Equifax Inc",159.49,159.71,163.35,158.58,163.33,163.34,159.25,166.61,150.53,566568,496800,514160,519541
EIX,"Edison International",58.86,59.75,57.96,58.26,56.82,58.11,53.77,59.99,48.47,2137750,1503600,1664020,2212086
EL,"Estee Lauder Companies",223.95,225.72,224.62,222.34,223.46,224.13,218.86,228.6,204.23,587048,732200,800880,848032
EMN,"Eastman Chemical Company",86.49,86.64,86.91,85.78,86.54,86.49,81.64,88.04,74.84,388887,744500,518340,803823
EMR,"Emerson Electric Company",70.39,70,70.33,69.96,70,70.28,67.27,71.2,63.16,1882775,3219500,2377900,2157982
EOG,"Eog Resources",36.48,36.28,37.53,36.19,37.88,37.42,36.99,40.15,33.63,6118874,8378300,7293440,5359563
EQIX,"Equinix Inc",810.78,804.94,820.14,810,816.26,817.69,786.73,839.77,729.39,300000,283900,327320,351782
EQR,"Equity Residential",51.23,50.91,52.12,50.71,52.51,51.85,53.02,56.41,50.01,1683540,1738600,1912580,2684336
ES,"Eversource Energy",91.6,92.24,91.9,91.08,91.02,91.42,87.23,93.8,77,1160724,1048500,1303060,1375009
ESS,"Essex Property Trust",200.91,199.85,202.93,199.06,204.35,202.04,206.76,218.32,198.08,342456,389400,355880,414545
ETN,"Eaton Corp",108.6,108.74,109.46,107.89,109.36,109.26,104.27,111.19,96.24,1069802,1207700,1115940,1467095
ETR,"Entergy Corp",105.92,106.22,106.33,105.34,105.43,106.67,102.12,107.86,93.29,1131227,1163000,1069940,1247550
ETSY,"Etsy Inc",147.54,144.79,148.75,148.37,151.98,147.59,134.38,154.88,109.52,2541400,2326200,2404980,3313559
EVRG,"Evergy Inc",54.92,55.52,54.71,54.6,54.36,54.92,52.1,55.64,48.61,1718326,1716700,1729740,1632218
EW,"Edwards Lifesciences Corp",84.49,84.43,85.5,84,85.87,85.33,80.95,86.98,74.07,1415669,1832900,1778180,2278341
EXC,"Exelon Corp",42.21,42.4,41.87,41.86,41.4,42.09,37.88,42.66,33.97,6113000,8246899,7176880,6056205
EXPD,"Expeditors Intl",93.31,93.73,93.68,92.56,93.91,93.29,91.23,94.9,87.3,794100,965800,877860,890627
EXPE,"Expedia Group Inc",92.92,92.96,91.87,92.14,91.06,90.71,92.93,98.48,87.9,2104500,2078500,2424840,2073659
EXR,"Extra Space Storage Inc",114.58,114.37,114.81,113.73,114.7,114.63,110.71,115.5,102.74,800634,869600,1045100,1139227
F,"Ford Motor Company",7.62,7.74,7.68,7.59,7.71,7.67,7.11,7.88,6.41,63411075,38960699,51389461,57385926
FANG,"Diamondback Energy",28.39,28.45,29.68,28.04,30.52,29.29,30.26,33.1,27.58,2941800,4017700,3043240,2832577
FAST,"Fastenal Company",44.91,45.04,45.23,44.43,44.91,45.26,45.2,48.77,43.05,2337400,4116600,3329900,3453832
FB,"Facebook Inc",263.06,267.56,265.53,261.4,267.38,265.93,261.74,280.18,244.13,18609600,13586900,15967260,19207041
FBHS,"Fortune Brands Home & Security",87.62,87.63,90.25,86.92,90.06,90.26,86.79,90.94,80.01,489106,964300,646980,828800
FCX,"Freeport-Mcmoran Inc",17.4,17.61,17.31,17.14,17.25,17.15,16.26,17.87,14.67,15739182,15826600,12808580,18864064
FDX,"Fedex Corp",284,287.4,284.81,281.97,284,283.87,262.45,292.69,230.27,3925940,3453100,2941760,2780146
FE,"Firstenergy Corp",32.25,31.83,31.7,31.73,31.57,31.69,29.99,32.42,27.3,5675331,7021900,4792560,4446555
FFIV,"F5 Networks Inc",133.52,129.27,132.94,132.28,132.02,132.7,125.3,134.18,116.79,688700,491100,689180,630950
FIS,"Fidelity National Information Services",140.08,140.7,144.25,139.78,144.14,143.88,145.35,150.31,138.46,2726726,2931900,3009100,2682332
FISV,"Fiserv Inc",99.11,99.53,101.36,98.74,102.31,101.22,102.12,107.2,96.77,2889400,3800200,3581620,3993468
FITB,"Fifth Third Bncp",23.5,23.75,23.4,23.05,23.44,23.26,22.08,24.27,19.32,6572000,3832200,5289220,5738496
FLIR,"Flir Systems Inc",37.29,36.25,37.18,37.01,37.36,37.18,36.24,38.21,34.15,970400,1222900,1049300,1026795
FLS,"Flowserve Corp",29.13,29.07,28.97,28.83,29.07,28.86,28,29.94,25.87,766162,692400,853020,855745
FLT,"Fleetcor Technologies",243.46,242.83,251.13,241.55,248.6,249.59,241.35,253.99,229.44,328812,689300,486760,602682
FMC,"FMC Corp",108.29,107.16,109.23,107.87,109.64,108.91,106.44,111.08,101.42,440363,474800,486900,641109
FOX,"Fox Corp Cl B",26.54,26.18,27.19,26.25,27.31,27.12,27.65,30.04,25.61,1437400,833200,985720,1152205
FOXA,"Fox Corp Cl A",26.4,26.05,27.09,26.02,27.11,26.86,27.51,30,25.57,3402600,3741300,4038600,3836477
FRC,"First Republic Bank",126.91,127.66,126.91,125.92,126.12,126.78,115.86,129.23,100.38,927567,839100,795500,853150
FRT,"Federal Realty Investment Trust",74.16,74.16,74.3,73.41,75.04,74.37,75.55,80.34,70.68,391987,588700,451880,532468
FTI,"Technipfmc Plc",7.22,7.28,7,6.96,7.07,6.88,6.67,7.4,5.96,7854138,4772400,5817800,5804918
FTNT,"Fortinet Inc",132.99,132.52,130.83,128.82,132.18,131.54,122.41,134.94,113.5,1589700,649800,1173220,1169618
FTV,"Fortive Corp",66.3,65.89,67.1,65.77,67.7,67.14,72.83,82.12,65.53,2143619,1633600,1892860,3127446
GD,"General Dynamics Corp",140.25,138.46,142.25,138.68,141.62,142.24,140.71,146.97,133.6,889619,1500400,1546020,1239391
GE,"General Electric Company",7.35,7.34,7.39,7.29,6.96,7.29,6.53,7.47,6,98360308,130837000,117125203,105781188
GILD,"Gilead Sciences Inc",60.59,60.55,62,60.57,62.4,62,62.91,64.99,59.85,9180601,9643500,9581100,8440282
GIS,"General Mills",61.6,61.12,62.38,61.29,62.86,62.37,60.99,63.29,56.92,2332114,2201000,2275940,3536005
GL,"Globe Life Inc",83.25,83.45,83.22,82.68,82.99,83.24,80.92,84.6,75.39,440298,398100,426380,448695
GLW,"Corning Inc",34.9,34.84,35.29,34.6,35.06,35.18,33.32,35.83,30.16,2782300,2328700,3403940,4130118
GM,"General Motors Company",33.96,35.6,33.5,33.35,32.88,33.45,31.07,36.37,28.24,38551240,10527200,16144880,12220441
GOOG,"Alphabet Cl C",1527.05,1555.93,1580.46,1534.61,1565.85,1573.01,1494.07,1593.86,1406.55,2241200,1607000,1751000,1646423
GOOGL,"Alphabet Cl A",1523.11,1551.08,1575.93,1529.95,1561.83,1567.7,1490.06,1588.42,1402.15,2081500,1486600,1699800,1746223
GPC,"Genuine Parts Company",101.33,101.85,101.08,100.61,101.34,100.92,97.82,103.59,92.82,886637,999900,847960,766523
GPN,"Global Payments Inc",172.82,174.3,177.26,171.97,176.88,177.06,177.37,184.93,170.5,1296708,1308100,1479000,1330032
GPS,"Gap Inc",19.31,19.03,19.53,19.1,20.03,19.32,18.28,20.34,15.76,6406457,7366100,6087600,8007259
