Symbol,Name,Open,Last,"Prev Open",Previous,"Open 2D Ago","Last 2D Ago","1M MA","1M High","1M Low",Volume,"Prev Vol","5D Avg Vol","1M Avg Vol"
GRMN,"Garmin Ltd",98.33,98.79,99.58,97.72,98.99,99.12,96.39,100.34,91.84,500200,468700,517300,587105
GS,"Goldman Sachs Group",206.7,208.03,207.39,205.69,208.32,206.21,201.99,214.89,185.87,3335552,3235200,4341540,3396964
GWW,"W.W. Grainger",377.96,375.84,385.32,374.74,388.18,383.54,366.35,392.52,337.25,248404,312100,286740,286564
HAL,"Halliburton Company",12.44,12.74,12.23,12.17,12.98,12.25,12.4,13.82,10.6,18730793,20524100,16430340,16001159
HAS,"Hasbro Inc",87.24,86.66,88.51,86.55,86.88,87.6,83,90,75.25,548200,711900,599060,757677
HBAN,"Huntington Bcshs",9.71,9.88,9.67,9.52,9.62,9.67,9.4,10.16,8.52,7865700,4826800,6134940,7346400
HBI,"Hanesbrands Inc",17.02,17.11,17.19,16.73,17.44,17.2,16.41,17.52,15.13,4486943,4369800,3627300,4306123
HCA,"Hca Holdings Inc",134.33,136.42,134.56,134.33,137.79,135.12,127.85,140,114.38,981844,894600,1119560,1579364
HD,"Home Depot",285.14,286.04,289.76,283.73,288.25,287.66,279.39,292.65,263.88,2281546,2428400,2547860,2871109
HES,"Hess Corp",36.9,37.85,38.48,36.6,39.15,38.06,39.11,42.4,36.5,2129876,2146000,1761160,2252682
HFC,"Hollyfrontier Corp",19.7,19.6,20.11,19.47,21.11,20.16,20.3,21.85,18.38,1941516,1863200,2184060,2206832
HIG,"Hartford Financial Services Group",37.72,38.39,37.86,37.19,37.84,37.7,37.34,39.63,34.69,2292113,1616700,1638420,2288164
HII,"Huntington Ingalls Industries",147.68,147.7,148.43,146.96,147.79,148,145.34,152.88,136.44,229137,215700,287720,334400
HLT,"Hilton Inc",88.53,89.57,89.65,87.55,88.88,89.5,88.08,94.1,81.48,2279246,1557400,1862020,2455109
HOLX,"Hologic Inc",67.24,66.38,66.81,67.01,66.12,66.9,66.53,69.71,61.28,883700,1231800,1594100,1566686
HON,"Honeywell International Inc",172.47,173.26,174.59,171.59,173.3,174.86,167.92,176.98,156.85,1580294,2103600,2427260,2510400
HPE,"Hewlett Packard Enterprise Comp",9.4,9.34,9.53,9.35,9.96,9.48,9.51,10.08,8.84,7226147,9550300,9296820,9903164
HPQ,"HP Inc",19.51,19.37,19.67,19.36,19.62,19.6,19.07,19.97,17.83,6142562,5010500,6458640,8807728
HRL,"Hormel Foods Corp",49.07,48.76,49.43,49.02,50.3,49.54,49.14,51.1,47.4,1058792,1902800,2329180,1661368
HSIC,"Henry Schein Inc",62.55,62.51,62.3,61.87,61.47,62.34,59.76,63.28,56.31,939900,739700,742080,879991
HST,"Host Marriott Financial Trust",10.81,10.78,10.84,10.67,11.01,10.95,10.98,11.98,10.04,5409161,5680600,5562760,8100909
HSY,"Hershey Foods Corp",148.64,146.88,150.6,147.5,150.93,149.92,143.49,151.65,134,434715,614200,623500,689736
HUM,"Humana Inc",434.55,436.41,437.41,433.08,435.75,437.72,415.84,445.2,382.72,380820,549200,456160,601686
HWM,"Howmet Aerospace Inc",18.76,18.22,18.6,18.61,18.75,18.59,17.68,18.9,16.15,2509725,2065400,1962680,2175005
IBM,"International Business Machines",119.8,117.37,126.8,125.52,125.17,125.93,122.81,135.5,116.48,21486057,7478700,8158040,5816309
ICE,"Intercontinental Exchange",98.94,99.95,101.65,98.45,102.47,101.3,100.61,103.88,96.67,2026537,2806400,2398280,2513655
IDXX,"Idexx Laboratories",423.81,420.09,424.11,419.27,423.76,423.75,394.89,431.15,348.68,193800,418700,289620,348177
IEX,"Idex Corp",190.72,190.94,193.36,189.74,190.54,192.73,184.47,194.3,175.59,372308,329500,554400,373891
IFF,"International Flavors & Fragrances",114,113.6,116.67,113.55,116.68,116.27,117.96,124.98,112.79,1031840,1167700,1048620,1042750
ILMN,"Illumina Inc",320.95,320.44,328.35,321.26,326.2,326.31,313,356,260.42,685500,1012400,1229800,2059859
INCY,"Incyte Corp",88.62,89.31,91.04,87.76,91.11,90.63,90.22,98.47,82.98,922500,1037300,1002860,1152136
INFO,"IHS Markit Ltd",81.48,81.42,81.27,81.05,80.6,81.32,78.84,82.3,76.04,1489371,1982800,1621880,1986900
INTC,"Intel Corp",54.6,53.43,54.47,54.58,53.9,54.16,52.02,56.23,48.42,27178701,43537199,26859020,25342523
INTU,"Intuit Inc",338.35,334.51,343.32,335.27,343.78,341.15,329.72,353.98,295.37,1131200,822700,886060,1179518
IP,"International Paper Company",47.21,46.4,46.77,46.69,46.36,46.54,42.33,47.31,38.38,2845509,3224200,3531960,3165750
IPG,"Interpublic Group of Companies",18.03,18,18.36,17.74,18.01,18.26,17.45,18.67,15.92,4568095,3462100,4329640,3772473
IPGP,"Ipg Photonics Corp",188.59,192.52,184,186.5,186.31,183.31,174.41,193.5,156.63,415000,416400,289900,198495
IQV,"Iqvia Holdings Inc",172.16,173.5,164.77,164.05,163.33,164.56,160.05,176,146,2158891,1361300,1302520,970545
IR,"Ingersoll Rand Inc",36.94,37.24,37.16,36.6,37.46,37.22,36.33,38.1,34.02,1937250,2084400,2180320,2220882
IRM,"Iron Mountain Inc",27.5,27.49,27.75,27.33,27.58,27.51,27.25,28.69,25.97,1240591,1997600,1467500,2350927
ISRG,"Intuitive Surg Inc",736.12,733,755.25,736.12,725,752.68,709.64,771.62,633.29,399700,577600,715380,601077
IT,"Gartner Inc",125.18,125.44,130.74,124.34,130.27,130.07,125.98,131.71,121.16,400341,499800,533100,448877
ITW,"Illinois Tool Works Inc",203.21,203.44,206.58,202.42,204.77,206.64,197.84,207.75,188.14,712857,826300,773020,914218
J,"Jacobs Engineering Group Inc",98.83,97.96,100.17,97.73,99.4,99.33,95.22,101.45,88.15,557301,566300,750740,725864
JBHT,"J B Hunt Transport",124.63,123.06,125.11,123.94,135.96,128.04,131.16,142.6,122.82,1047100,1666000,1551160,965209
JBLU,"Jetblue Airways Cp",12.49,12.3,12.37,12.26,12.32,12.24,11.93,12.93,10.93,8778100,7990600,6897680,8190123
JCI,"Johnson Controls Intl",42.84,43.1,43.06,42.42,42.73,43.02,41.88,43.7,39.79,3348958,3911400,3479760,4140063
JD,"Jd.com Inc Ads",81,82.57,82,80.61,81.43,81.52,78.08,85.39,71.76,9699000,8051000,10097360,10200991
JKHY,"Jack Henry & Assoc",158.01,159.25,162.84,158.07,161.12,162.26,161.81,166.49,156.69,268600,312600,313580,405164
JNJ,"Johnson & Johnson",144.66,144.55,148.53,144.32,147.6,148.1,147.06,153.14,142.96,5325378,7250700,6471780,6441682
JNPR,"Juniper Networks",22.31,21.94,22.57,22.07,22.47,22.43,22.05,23.18,21.01,1647465,2075800,1818540,2848054
JPM,"JP Morgan Chase & Company",100.31,100.37,101.6,99.8,101.41,101.51,98.08,103.22,91.38,11250784,11725600,13726200,16614096
K,"Kellogg Company",67.3,66.25,67.15,66.69,67.29,67.1,64.84,67.87,60.84,1339810,1644300,1463780,1679532
KEX,"Kirby Corp",39.78,40.18,39.36,39.38,39.9,39.3,37.75,40.51,35.1,474907,480500,434020,748750
KEY,Keycorp,13,13.08,12.99,12.78,12.97,12.93,12.46,13.41,11.33,8018519,4625700,5537600,7088464
KEYS,"Keysight Technologies Inc Comm",107,105.45,105.15,106.68,105.49,104.91,101.24,107.97,95.44,824314,1124800,990960,1095423
KHC,"Kraft Heinz Company",32.03,31.99,32.25,31.75,32.38,32.16,30.69,32.87,28.56,3524600,4163900,4530560,5415823
KIM,"Kimco Realty Corp",11.03,11.1,11.27,10.93,11.06,11.02,11.39,12.32,10.59,4079332,5375000,4168500,4602891
KLAC,"K L A-Tencor Corp",208.84,205.72,212.34,206.81,214.43,208.4,199.72,223.54,175.61,578000,994500,1073180,1064873
KMB,"Kimberly-Clark Corp",152.29,148.52,153.33,150.81,154.05,153.33,149.44,155.45,144.36,1637324,1132700,1399680,1311659
KMI,"Kinder Morgan",12.8,12.68,12.9,12.71,12.99,12.86,12.61,13.24,11.97,16345183,13447700,14119940,13783505
KMX,"Carmax Inc",92.24,91.13,94.76,92.04,93.38,93.74,95.09,108.85,90.25,1178534,1063700,1426460,2205304
KO,"Coca-Cola Company",49.89,50.25,50.03,49.62,49.99,50.03,49.59,51.53,47.56,10970798,9930400,11003480,12855041
KR,"Kroger Company",34.04,33.33,34.07,33.88,34.09,34.07,33.94,34.97,32.83,6891382,6491400,7203340,6702823
KSU,"Kansas City Southern",180.72,181.86,180.55,179.59,183.72,179.01,182.15,188.61,175.41,673968,1409000,1100000,817655
L,"Loews Corp",35.32,35.24,35.68,34.94,35.62,35.74,35.28,37.49,32.83,688156,409800,523580,691641
LB,"L Brands Inc",33.39,33.06,34.8,33.13,33.7,33.3,31.93,35.41,28.48,4066155,7834200,4994200,4615173
LBTYA,"Liberty Global Ord A",21.44,21.3,21.9,21.27,21.89,21.81,21.26,22.76,19.78,902800,894400,1124540,1194950
LBTYK,"Liberty Global Ord C",21.18,21.05,21.67,21,21.75,21.57,20.87,22.4,19.39,2695800,2939900,2780260,2917150
LDOS,"Leidos Holdings Inc",86.78,86.13,88.02,86.36,88.33,87.83,89.27,94.42,85.65,470327,618600,603120,770559
LEG,"Leggett & Platt Inc",44.78,44.26,45.38,44.16,45.9,45.5,43.07,46.13,40.37,477451,685600,603100,793145
LEN,"Lennar Corp",82.82,83.29,84.93,82.54,85.41,84.68,81.45,86.8,74.75,1673863,2371300,2233260,2498986
LH,"Laboratory Corp of America Holdings",201.43,205.21,198.87,199.91,194.52,199.09,190.22,207.03,176.49,917933,613200,626720,537745
LHX,"L3Harris Technologies Inc",173,171.21,174.83,171.43,174.46,174.37,175.17,183.87,168.4,1010719,852700,916000,1081745
LIN,"Linde Plc",231.5,233.24,233.91,229.87,231.1,233.08,235.19,242.83,228,1415050,1130000,1569420,1820268
LKQ,"LKQ Corp",32,32.06,32.05,31.47,31.55,31.89,29.56,32.56,26.73,1763700,2319700,1886380,2409368
LLY,"Eli Lilly and Company",143.36,143.59,147,142.8,147.11,146.12,148.37,157.15,142.11,2188694,3158800,2952560,3518023
LMT,"Lockheed Martin Corp",382.59,372.21,387.24,383.71,388.49,386.5,384.35,396.61,371.8,1779533,1180900,1158780,1091450
LNC,"Lincoln National Corp",34.35,34.5,33.98,33.72,34.17,33.78,33,36.23,29.42,1508780,1142700,1501020,2001632
LNT,"Alliant Energy Corp",54.89,55.14,54.98,54.72,54.49,54.89,52.93,55.52,48.89,875500,1599700,1077460,1293632
LOW,"Lowe's Companies",175.5,177.09,178.23,175.13,176.79,177.7,168,180.67,155.2,3603900,4073600,3732960,3266827
LRCX,"Lam Research Corp",366,363.57,367.5,363.57,376.5,364.96,346.15,381.96,300.7,932400,1358900,1396060,1544514
LSTR,"Landstar System",127.37,128.29,130.6,126.91,133.78,130.62,128.57,135.25,120.92,232400,297300,249080,247745
LULU,"Lululemon Athletica",338.26,330.04,351,336.46,356.15,349.95,332.69,359.23,287.21,1276100,1367200,1080680,1753464
LUMN,Centurylink,9.7,9.62,9.92,9.61,9.88,9.86,10.02,10.7,9.52,8633831,11360899,8077560,7808391
LUV,"Southwest Airlines Company",40.5,40.16,40,39.85,39.03,39.68,38.48,40.9,35.82,7196750,8592199,6904960,8871387
LVS,"Las Vegas Sands",45.03,46.2,45.25,44.96,45.81,45.37,46.04,48.13,44.06,4660093,8732199,5439040,4919123
LW,"Lamb Weston Holdings Inc",72.34,71.89,72.66,71.66,73.28,72.7,69.01,75,62.13,857157,788800,745940,983486
LYB,"Lyondellbasell Industries NV",77.82,77.83,77.36,77.05,77.66,77.01,74.55,81.21,66.75,902527,1256000,1535540,2213464
LYV,"Live Nation Entertainment",54.59,55.64,55.17,53.97,54.67,54.6,54.18,57.98,50.12,1991629,1537000,1456040,1719732
MA,"Mastercard Inc",333.04,331.72,340.12,331.67,340,339.4,338.49,355,320.81,2678792,2937500,2980760,2931873
MAA,"Mid-America Apartment Communities",118.56,118.21,120.16,117.68,122.34,119.44,119.59,126.51,111.19,489430,351100,518300,563205
MAR,"Marriot Int Cl A",95.3,96.09,98.51,93.94,97.33,97.76,95.93,102.09,90.27,1783000,2073600,1979860,2524455
MAS,"Masco Corp",56.3,56.18,57.49,55.87,57.67,57.46,56.09,58.54,53.93,1444036,1150100,1180260,1949646
MATX,"Matson Inc",50.09,50.84,50.58,49.8,51.1,50.45,44.07,52.94,36.78,123398,120900,136740,213859
MCD,"McDonald's Corp",226.74,227.45,229.55,226,229.77,229.37,222.89,231.91,213.4,1883598,2009600,2019260,2433873
MCHP,"Microchip Technology",112.21,111.23,114.99,111.66,111.76,110.81,106.42,116.56,95.53,1231900,1547700,1279300,1642773
MCK,"Mckesson Corp",153.89,153.04,156.47,152.42,157.11,156.67,150.15,158.92,144.58,786943,686900,841080,1072055
MCO,"Moody's Corp",284.98,285.39,289.67,284.53,291.48,289.06,287.34,298.18,272.61,475917,629600,541660,517159
MDLZ,"Mondelez Intl Inc",57.53,56.98,57.98,57.17,58.58,57.97,56.99,59.11,54.48,4131600,3940600,4978120,5718550
MDT,"Medtronic Inc",108.14,109.15,110.85,108.48,107.88,110.13,105.42,111.58,100.3,3879362,5333700,4633160,4232009
MELI,"Mercadolibre Inc",1297.99,1333.66,1273,1284.05,1269.89,1271.38,1145.54,1378.5,966.74,741900,645100,564920,481550
MET,"Metlife Inc",39.56,39.34,39.52,39.07,39.28,39.28,38.15,40.42,35.19,3865995,3745100,4110640,5086305
MGM,"MGM Resorts International",21.1,21.41,21.35,20.8,21.1,21.24,21.47,22.86,20.57,7731625,7462400,8716280,10525455
MHK,"Mohawk Industries",102.96,102.89,105.36,101.58,103.55,105.38,101.1,110,92.17,377744,540300,487880,496045
MKC,"Mccormick & Company Inc",197.8,195.94,199.95,197.53,200.13,199.39,194.38,203.33,183.22,266488,340500,335660,643350
MKTX,"Marketaxess Holdings",543.01,549.99,541.51,539.26,543.36,538.07,499.42,558.32,434.33,231200,157400,179000,202941
MLM,"Martin Marietta Materials",260.16,257.09,259.01,256.7,258.63,258.97,246.07,277.43,215.74,375989,340100,484780,736614
MMC,"Marsh & Mclennan Companies",113.79,112.47,115.18,113.03,114.66,114.94,114.59,117.61,110.71,1106411,1190900,1336520,1710309
MMM,"3M Company",170.5,170.95,171.02,169.55,169.94,170.97,164.43,173.19,156.25,1813048,1910100,1855020,2029964
MNST,"Monster Beverage Cp",80.5,80.2,80.46,80.01,81.73,80.76,80.01,84.46,76.88,1714700,2186700,2548160,2282955
MO,"Altria Group",39.47,38.7,39.56,39.18,39.91,39.53,39.22,41.26,37.59,7308116,5184300,5552340,7173786
MOS,"Mosaic Company",19.19,18.84,19.22,19.07,19.62,19.14,18.82,20.2,17.19,3902831,4306700,3719860,4262586
MPC,"Marathon Petroleum Corp",28.6,29.24,29.39,28.25,30.34,29.37,29.49,31.71,26.56,6047603,8570400,5943500,6842146
MRK,"Merck & Company",78.97,78.27,80.12,78.67,79.3,79.83,81.09,85.34,78.08,10630682,8219801,8771620,8069104
MRNA,"Moderna Inc",72.07,71.31,73.97,70.96,76.06,73.94,71.53,81.37,63.64,5434600,6931200,5743520,7142595
MRO,"Marathon Oil Corp",4.01,4.15,4.1,3.98,4.23,4.07,4.21,4.69,3.79,27763760,28806201,25353000,24836619
MS,"Morgan Stanley",51.56,51.47,52.19,50.95,51.53,51.85,48.89,52.27,45.86,11177522,12677000,16427799,15107346
MSCI,"MSCI Inc",361.74,358.57,367.21,362.67,363.61,365.61,353.79,370.59,339.6,437474,296400,312160,384900
MSFT,"Microsoft Corp",215.8,214.65,220.41,214.22,220.15,219.66,211.5,225.21,196.38,22689900,27625799,24511639,28606008
MSI,"Motorola Solutions",170.15,168.9,171.45,170.16,171.42,170.91,160.9,174.94,149.81,893574,728400,999100,903455
MTB,"M&T Bank Corp",99.61,99.42,100.65,97.96,101.11,100.11,96.61,103.47,88.48,841152,508000,625200,919445
MTD,"Mettler-Toledo International",1023.12,1030.61,1029.3,1018.7,1027.13,1029.77,995.51,1049.39,945,76318,63500,75160,94391
MU,"Micron Technology",53.14,53.53,51.97,52.63,52.15,51.61,49.83,54.19,46.5,17307000,24176100,17123561,19825309
MXIM,"Maxim Integrated",72.65,72.79,73.28,72.32,73.96,73.09,69.47,74.87,63.74,2419700,1537800,1840360,2920791
MYL,"Mylan NV Ord Shs",15.66,15.31,15.73,15.42,15.82,15.71,15.08,16.08,14.02,2838400,3189900,3741860,4365068
NCLH,"Norwegian Cruise Ord",16.66,17.08,16.32,16.45,16.28,16.2,16.72,18.91,14.15,15662400,12919300,16143359,22906826
NDAQ,"Nasdaq Inc",127.51,128.99,129.71,127.48,128.66,128.87,124.66,131.08,118.01,884100,886800,694080,845223
NEE,"Nextera Energy",301.22,300.99,305.13,299.55,299.56,305.6,290.33,308.06,267.14,1501066,1927800,1620320,1956068
NEM,"Newmont Mining Corp",61.89,61.19,63.15,61.71,63.15,62.67,62.35,64.34,59.28,4656229,3138300,3964640,5235445
NFLX,"Netflix Inc",528.14,525.42,537.07,530.72,549.5,530.79,514.38,572.49,466.32,9869101,7567500,7681400,5599173
NI,"NiSource Inc",23.59,23.6,23.82,23.47,23.37,23.5,22.47,23.85,21.28,2354842,2896900,2555420,3421373
NKE,"Nike Inc",128,128.49,129.1,127.43,129.51,128,126.43,131.34,111.74,3799337,5160800,4558620,8083582
NLOK,"Nortonlifelock Inc",20.79,20.69,21.22,20.7,21.13,21.1,20.94,21.92,20.15,2616200,4163700,3731720,4450673
NLSN,"Nielsen Holdings Plc",13.76,13.61,14.02,13.61,13.96,13.94,14,14.78,13.3,1881217,3181400,2808580,3335177
NOC,"Northrop Grumman Corp",313.74,309.05,316.04,311.33,315.97,316.24,318.23,338.56,307.12,786100,775200,985700,906564
NOV,National-Oilwell,8.89,9.14,8.72,8.7,8.9,8.6,9.26,11.33,8.13,4933755,4918300,6142100,5788914
NOW,"Servicenow Inc",523,518.19,526.44,521.95,524.15,524.87,495.65,533.37,446.2,826383,891800,937080,1032609
NRG,"NRG Energy",33.57,33.18,33.84,33.4,34.07,33.69,31.32,34.4,28.22,1931486,1822600,2088540,2183896
NSC,"Norfolk Southern Corp",214.3,215.87,218.56,213.67,220.58,218.75,215.93,222.82,208.17,594579,1056300,872720,1158236
NTAP,"Netapp Inc",48.22,47.25,47.58,48,47.29,47.15,44.46,48.94,40.46,2163600,2792800,1849000,2051827
NTES,"Netease Inc Ads",88.08,88.37,89.2,87.35,88.99,88.52,90.99,97.14,85.04,2300600,2385400,2190620,2199968
NTRS,"Northern Trust Corp",86.5,85.76,87.47,85.41,87.5,87.38,81.25,87.99,74.03,807800,722900,773140,839759
NUE,"Nucor Corp",49.39,48.51,49.55,48.97,49.48,49.33,47.17,50.33,44.05,2606305,1712000,1744400,1804036
NVDA,"Nvidia Corp",543.34,545.82,556.11,539.91,561.47,552.46,537.1,573.94,476.18,5694600,7451700,6561780,12269373
NVR,"NVR Inc",4450,4399.77,4384.67,4251.18,4450.1,4372.19,4194.49,4530,3823.31,45256,17100,22560,18695
NWL,"Newell Rubbermaid Inc",17.97,17.68,17.96,17.59,18.14,18.02,17.48,18.31,16.56,1213200,1503500,1846640,1775636
NWS,"News Cp Cl B",13.8,13.8,14.03,13.68,14.04,13.94,14.12,15.41,13.54,305300,306800,345780,470541
NWSA,"News Cp Cl A",13.85,13.85,13.97,13.77,14.05,14.06,14.19,15.59,13.61,1350500,1439400,1381660,2142964
NXPI,"Nxp Semiconductors",137.67,135.21,137.63,136.33,139.33,137.23,130.36,145.15,117.25,1353600,1606800,1627260,2161664
O,"Realty Income Corp",59.15,59.1,61.2,58.75,60.62,60.53,61.3,64.61,58.36,1718578,2727300,2256040,2203814
ODFL,"Old Dominion Freight Line Inc",198.48,199.12,201.07,196.9,203.92,200.58,190.93,205.11,176.34,397400,592000,474600,813959
OKE,"Oneok Inc",28.8,28.92,29.05,28.29,29.83,28.9,27.37,30.65,23.28,3753952,3966800,4324260,4373577
OMC,"Omnicom Group Inc",51.45,51.15,52.57,50.84,52.73,52.48,51.01,53.89,48,1464560,1563700,1755460,1840686
ORCL,"Oracle Corp",59.92,59.75,60.39,59.62,60.71,60.29,60.09,62.6,58.29,9241248,8311200,7305260,9788200
ORLY,"O'Reilly Automotive",467.19,469.42,471.67,463.75,468.72,467.01,457.01,475.38,437.35,426500,472900,425060,472959
OTIS,"Otis Worldwide Corp [Otis/I]",64.68,64.39,64.9,64.36,65.3,65.03,63.46,66,58.67,720011,910500,1058900,1567555
OXY,"Occidental Petroleum Corp",9.92,10.07,10.19,9.82,10.51,10.09,10.4,11.59,9.23,17387698,22074701,19542199,23332377
PAYC,"Paycom Software Inc",383.14,384.68,386.41,383.12,379,381.8,333.8,393.02,265,262792,323100,283360,479305
PAYX,"Paychex Inc",82.41,82.28,83.81,81.93,83.76,83.73,80.4,84.74,75.08,991300,1401800,1372480,1696900
PBCT,"People's United Finl",10.51,10.52,10.64,10.37,10.66,10.58,10.43,11.2,9.73,3296800,2926000,3146260,3694295
PCAR,"Paccar Inc",91.38,90.34,89.97,91.06,89.61,89.94,86.89,92,80.36,3929300,2596200,2110880,1533354
PDD,"Pinduoduo Inc ADR",85.44,89.07,84.9,84.15,83.78,84.02,78.18,91.55,69.89,8787600,4166800,4869040,6738364
PEAK,"Healthpeak Properties Inc",26.83,27.09,27.26,26.54,27.14,27.03,27.45,29.3,25.51,3025569,4397200,2991240,3313600
PEG,"Public Service Enterprise Group Inc",59.78,59.89,59.54,59.5,58.68,59.5,56.11,60.08,50.32,1519795,1946700,1768660,2141386
PEP,"Pepsico Inc",141,139.71,141.34,139.68,141.75,141.73,137.72,144.11,129.36,2710400,3223300,3591760,4642759
PFE,"Pfizer Inc",37.87,37.49,38.42,37.8,37.07,37.95,36.62,38.85,35.38,21222812,30295301,25713061,21029551
PG,"Procter & Gamble Company",145.61,142.48,144.47,141.91,144.42,144.39,140.31,145.87,134.7,7582945,6427500,5934780,5809341
PGR,"Progressive Corp",96.42,94.59,97.45,95.78,98.18,96.52,95.88,102.05,90.89,1934682,1459900,2211720,2117150
PH,"Parker-Hannifin Corp",222.37,223.57,222.76,221.57,223.47,222.86,210.15,226.77,192.25,693148,813900,855920,715773
PHM,Pultegroup,46.88,46.98,48,46.42,48.92,47.75,46.85,49.7,42.96,3063253,3243200,2419880,2272295
PKG,"Packaging Corp of America",118.4,116.53,120.12,117.26,119.39,119.59,111.77,120.71,102.76,352669,476500,452140,570627
PKI,Perkinelmer,123.1,123.35,123.79,122.3,124.18,124.02,123.79,134.39,114.75,656581,1159400,969200,872005
PLD,"Prologis Inc",104.93,103.53,105.12,103.02,104.74,104.26,102.48,109.11,94.76,1780303,1938900,1766900,2429691
PM,"Philip Morris International Inc",77.75,73.33,78.98,77.84,79.35,79.27,76.86,79.89,73.3,9400144,4671600,4600580,4394100
PNC,"PNC Bank",110.98,112.06,111.91,109.99,109.58,111.48,110.39,117.22,101.58,1826005,1949900,2170240,2045541
PNR,"Pentair Ltd",50.74,51.25,49.78,49.26,50.1,49.9,47.36,52.87,44.07,1725693,1134200,1271460,1148532
PNW,"Pinnacle West Capital Corp",82.27,82.33,81.41,81.81,80.93,81.07,77.89,84.24,69.29,444954,762600,655420,849009
POOL,"Pool Corp",353.64,355.63,360.21,353.55,361.05,359.44,334.05,363.98,294.56,267200,281500,310480,715627
PPG,"PPG Industries",135.56,134.63,137.19,134.32,137.34,137.16,127.5,138.4,116.95,1684258,1490300,1332820,1435559
PPL,"PPL Corp",27.95,28.07,28.63,27.77,28.6,28.59,27.74,29.34,25.47,3745818,4161500,3318780,4073014
PRGO,"Perrigo Company",46.09,46.16,47.1,45.66,46.9,47.38,45.74,47.74,44.28,671869,752900,636320,726582
PRU,"Prudential Financial Inc",66.54,66.22,66.62,65.6,66.75,66.27,65.16,69.39,60.16,1313007,1223900,1428280,2235873
PSA,"Public Storage",232.17,233.12,233.49,231.19,233.69,233,227.07,237.5,212.48,501039,817500,897580,744823
PSX,"Phillips 66",49.37,49.59,50.91,48.95,52.46,50.58,52.26,58.23,48.82,3471287,3683100,3141460,3173682
PVH,"Phillips-Van Heusen Corp",62.56,61.59,62.85,62.05,64.21,62.16,62.77,68.48,58.34,821168,1165800,981120,1128609
PWR,"Quanta Services",62.04,63.04,62.35,61.89,62.1,61.98,56.49,64.14,48.53,889385,1364300,1385400,1341236
PXD,"Pioneer Natural Resources Company",82.75,83.53,90.76,87.05,91.99,90.26,88.16,93.81,81.39,4188082,2034400,1943360,1502764
PYPL,"Paypal Holdings",201.14,201.96,205.52,200.06,204.44,204.45,195.02,209.02,174.08,4858400,6566600,7462240,7476295
QCOM,"Qualcomm Inc",129.18,128.3,130.13,128.42,129.7,129.03,120.92,132.42,108.3,4408600,5765800,7472560,7341687
QRVO,"Qorvo Inc",135.62,135.65,136.5,134.54,136.95,134.76,132.38,140.69,123.08,742600,1019400,860100,1103827
R,"Ryder System",49.7,50.31,49.95,49.39,50.39,50.13,45.5,50.78,40.32,286199,399500,362700,447845
RCL,"Royal Caribbean Cruises Ltd",60.8,61.79,59.52,59.71,59.49,58.83,63.85,72.11,57.85,6252821,6251800,8973641,7341577
RE,"Everest Re Group",199.69,199.84,200.7,197.29,201.55,200.8,200.63,207.47,193.02,212934,133200,202260,249573
REG,"Regency Centers Corp",37.41,37.5,37.8,37,38.61,37.54,38.4,40.93,35.99,587200,830400,692860,1013409
REGN,"Regeneron Pharmaceuticals",582,576.63,600,583.14,590,599.74,581.71,619.97,542.16,637200,778400,917380,1201409
RF,"Regions Financial Corp",12.75,12.94,12.6,12.34,12.54,12.47,12.01,13.37,10.6,16365461,6513200,8848240,8118496
RHI,"Robert Half International Inc",56.01,56.3,56.94,55.43,56.9,56.66,54.95,58.98,50.77,1093191,813500,738740,745945
RJF,"Raymond James Financial",79.46,78.81,80.11,78.55,79.45,79.72,75.07,80.49,67.66,391936,349900,463360,602364
RL,"Ralph Lauren Corp",75.2,73.51,74.99,74.36,76,74.79,72,77.12,66.85,792571,758600,957080,1284100
RMD,"Resmed Inc",179.75,179.43,181.35,179.41,179.62,180.79,173.31,183.07,165.72,388408,425600,415180,510091
ROK,"Rockwell Automation Inc",245.67,240.98,248.14,244.46,248.98,249.03,230.68,251.95,206.57,844097,406600,506980,576268
ROL,"Rollins Inc",59.44,59.75,59.7,59.22,59.72,59.77,56.06,60.72,51.58,780508,1144000,1021480,905741
ROP,"Roper Industries",426.16,422.87,432.17,424.9,431.52,433.89,407.1,438.32,380.07,442374,414200,550600,479005
ROST,"Ross Stores Inc",91.96,92.18,95.26,90.96,95.91,95.12,93.78,99.86,85.12,3286700,2791200,2056940,1718682
RSG,"Republic Services",92.71,92.28,94.3,92.1,93.61,93.57,93.38,95.58,91.13,674644,718100,719840,1011105
RTX,"Raytheon Technologies Corp",61.98,61.24,61.6,61.46,61,61.75,59.42,62.67,56.34,5960690,7373200,6748780,6855359
SBAC,"SBA Communications",309.01,306.61,311.93,307.78,311.73,310.25,312.03,322.57,302.37,318000,364800,341820,523559
SBUX,"Starbucks Corp",88.68,88.51,88.7,87.6,89.39,88.52,87.07,91.1,81.75,4939400,5426600,4970860,5897100
SCHW,"The Charles Schwab Corp",39.19,39.13,39.41,38.89,39.28,39.29,37.04,40.12,33.96,9961376,12294101,12353300,15729459
SEE,"Sealed Air Corp",41.81,41.04,41.8,41.38,42.16,41.64,40.13,43.37,36.27,811854,1705400,1329440,1280173
SGEN,"Seattle Genetics Inc",197.85,198.02,200.24,198.22,204.49,200.93,195.63,213.94,174.48,444400,698800,632280,862391
SHW,"Sherwin-Williams Company",687.5,674.93,696.36,681.83,691.64,695.32,691.51,715.34,673.6,526298,346100,421800,437786
