Symbol,Name,Last,"Prev High","Prev Low","1M High","1M Low",Volume,"Prev Vol","1M Avg Vol","Earnings ttm","Book Value","Div Yield"
ALB,"Albemarle Corp",89.28,87.63,84.78,101,79.06,1350500,1252900,1328114,5.12,39.56,1.77%
ALGN,"Align Technology",327.36,328.92,320,340.29,293.33,686900,452300,704059,21.5,36.11,0.00%
ALK,"Alaska Air Group",36.63,37.42,36.28,43.94,34.83,1921100,1747900,2402541,-0.27,31.5,0.00%
ALL,"Allstate Corp",94.14,93.79,92.29,97.56,88.78,2090400,2403200,2006995,11.97,86.4,2.31%
ALLE,"Allegion Plc",98.91,100.49,98.57,105.67,94.01,1442800,485400,781541,4.71,7.37,1.29%
ALXN,"Alexion Pharm Inc",114.43,114.12,112.03,120.81,102.82,1696500,1021400,2489723,10.95,47.87,0.00%
AMAT,"Applied Materials",59.45,60.25,59.15,65.3,54.15,9034300,5427800,9632187,3.73,10.48,1.48%
AMCR,"Amcor Plc",11.05,10.98,10.77,11.43,10.44,7177800,5108200,8215228,0.45,2.92,4.24%
AMD,"Adv Micro Devices",81.99,82.55,79.3,94.28,73.85,51413801,61633598,57236648,0.68,2.82,0.00%
AME,"Amtek Inc",99.4,100.91,99.3,103.94,94.9,1032400,1046400,871273,4,23.89,0.72%
AMGN,"Amgen Inc",254.16,249.05,245.48,260.06,237.78,3525500,2008400,2736586,15.72,18.2,2.58%
AMT,"American Tower Corp",241.73,242,239.12,268.66,234.97,3339000,3098400,2157968,4.31,9.15,1.90%
AMZN,"Amazon.com Inc",3148.73,3188.26,3132.54,3552.25,2871,4876300,3503300,5460677,26.01,147.19,0.00%
ANET,"Arista Networks Inc",206.93,212,204.95,229.61,192.96,891800,677900,731568,7.95,39.94,0.00%
ANSS,"Ansys Inc",327.23,321.87,317.36,354.87,298.35,682200,474900,451764,4.89,40.16,0.00%
ANTM,"Anthem Inc",268.59,261.75,256.56,284.37,244.1,1312700,862000,1318323,24.43,136.99,1.46%
AON,"AON Plc",206.3,205.43,202.2,212.1,192.19,1576900,1340300,1496345,9.62,15.95,0.86%
AOS,"Smith [A.O.] Corp",52.8,54.46,53.22,54.46,47.22,1353600,921100,1188345,1.86,8.69,1.79%
APA,"Apache Corp",9.47,10.17,9.43,15.12,9.39,12415200,13312500,10428418,-1.08,-1.68,1.05%
APD,"Air Products and Chemicals",297.86,296.78,291.81,310.73,284.23,1152600,603100,899927,8.46,54.43,1.82%
APH,"Amphenol Corp",108.27,109.28,107.61,113.25,101.69,1848500,1518400,1500873,3.45,16.09,0.92%
APTV,"Aptiv Plc",91.68,92.29,89.52,93.28,82.12,2278400,1896900,1813318,2,26.39,0.00%
ARE,"Alexandria Real Estate Equities",160,161.96,159,173.35,154.18,1624800,714400,993009,3.26,87.67,2.65%
ASML,"Asml Hld NY Reg",369.27,375.88,369.57,401.15,343.25,867900,608700,840673,7.64,33.31,0.66%
ATO,"Atmos Energy Corp",95.59,95.93,94.89,100.21,90.49,691000,927200,889255,4.7,52.83,2.42%
ATVI,"Activision Blizzard",80.95,82,80.54,84.49,75.68,7453700,4829900,6727427,2.95,17.73,0.51%
AVB,"Avalonbay Communities",149.34,150.78,146.44,164.12,145.01,1204200,851700,1185414,5.6,77.25,4.31%
AVGO,"Broadcom Ltd",364.32,370.8,363.98,378.96,343.48,2239300,1382900,2460014,17.37,58.24,3.57%
AVY,"Avery Dennison Corp",127.84,125.34,123.24,129.74,113.06,886400,662600,662623,6.32,14.54,1.86%
AWK,"American Water Works",144.88,145.1,142.88,146.3,137.01,1099600,565200,767314,3.7,35.01,1.53%
AXP,"American Express Company",100.25,99.35,97.23,109.03,93.71,5058100,3200600,4578073,6.38,26.16,1.76%
AZO,Autozone,1177.64,1167.06,1146,1267.93,1108.62,254800,175900,231527,72.01,-37.6,0.00%
BA,"Boeing Company",165.26,165.5,162.01,180.85,145.02,37634500,19920900,21812109,-7.37,-20.16,0.00%
BAC,"Bank of America Corp",24.09,23.99,23.52,26.76,22.95,56162898,45716102,60925336,2.26,30.66,3.03%
BAX,"Baxter International Inc",80.42,80.41,79.02,87.25,77.72,3055500,3590500,3062227,2.43,16.12,1.24%
BBY,"Best Buy Company",111.29,111.22,108.84,114.43,102.83,2187000,2378900,2143577,6.41,14.6,2.00%
BDX,"Becton Dickinson and Company",232.68,226.98,224.93,246.68,219.5,2310900,845600,1749241,10.71,82.87,1.40%
BF.B,"Brown Forman Inc Cl B",75.32,76.31,75.11,83.4,71.2,1099600,830700,982418,1.74,4.49,0.93%
BIDU,"Baidu Inc",126.59,125.8,122.47,129.03,116.41,3852800,3909900,2873918,6.61,69.83,0.00%
BIIB,"Biogen Inc",283.68,285.45,280.23,288.03,265.05,1193300,864700,1256146,36.91,71.31,0.00%
BIO,"Bio-Rad Laboratories",515.46,521.06,513.54,528.95,472.84,194900,96800,167668,7.45,247.76,0.00%
BK,"Bank of New York Mellon Corp",34.34,34.16,33.63,38.45,32.65,8479101,4204800,4654532,4.14,49.45,3.66%
BKNG,"Booking Holdings Inc",1710.68,1712.27,1670.41,1966.22,1601.01,326000,228500,380727,61.62,97.66,0.00%
BKR,"Baker Hughes A Ge CO Cl A",13.29,13.58,12.96,15.61,12.96,5714500,4779800,7509850,0.54,16.99,5.48%
BLL,"Ball Corp",83.12,82.92,81.75,85.68,78.58,1570000,916600,1542595,2.67,8.68,0.73%
BMRN,"Biomarin Pharmaceuticals",76.08,78.37,75.94,80.94,71.35,1597000,1320900,2340414,0.76,17.85,0.00%
BMY,"Bristol-Myers Squibb Company",60.29,60.94,59.68,62.8,56.9,10321700,8084200,10979813,5.74,21.73,3.00%
BR,"Broadridge Financial Solutions Llc",132,133.14,131.36,143.74,126.77,789900,227200,488618,5.03,11.73,1.64%
BRK.B,"Berkshire Hathaway Cl B",212.94,213.59,210.24,223.24,206.58,5820100,4037900,5522291,9.71,166.34,0.00%
BSX,"Boston Scientific Corp",38.21,38.26,37.54,42.37,36.8,7711700,5951300,7746786,1.21,11.16,0.00%
BWA,"Borgwarner Inc",38.74,38.47,37.94,43.22,36.34,4094300,1662700,2754236,2.76,22.98,1.79%
BXP,"Boston Properties",80.3,81.76,79,90.68,78.41,1320900,939600,1381368,6.52,55.01,4.88%
C,"Citigroup Inc",43.11,43.29,42.02,53.64,41.29,22519701,20700199,29589230,5.44,92.37,4.81%
CAG,"Conagra Brands Inc",35.71,35.74,35.1,38.71,33.65,4022000,2527100,3089132,2.28,16.32,2.40%
CAH,"Cardinal Health",46.95,47.68,46.74,51.9,44.65,3221900,1546300,2720200,5.45,6.14,4.15%
CAR,"Avis Budget Group",26.32,27.32,25.69,36.96,25.54,2778900,2048300,1895936,-3.31,-2.19,0.00%
CARR,"Carrier Global Corp [Carr/I]",30.54,30.69,30.08,31.56,28.58,5066600,6878800,4862868,0.68,5.04,1.05%
CAT,"Caterpillar Inc",149.15,148.97,146.21,156.25,140.91,3642300,1624100,3533682,7.92,25.44,2.79%
CB,"Chubb Ltd",116.12,116.42,113.16,130.23,111.93,1805200,2480800,1804650,7.1,121.32,2.73%
CBOE,"CBOE Global Markets Inc",87.74,90.57,83.79,92.68,83.79,879100,1329200,893923,5.46,30.22,1.93%
CBRE,"CBRE Group Inc",46.97,47.36,46.21,51.03,44.59,1741300,872300,1478150,3.21,18.75,0.00%
CCI,"Crown Castle International Corp",166.5,164.5,162.38,167.79,155.01,2341600,1552600,1950268,1.8,23.41,2.92%
CCL,"Carnival Corp",15.18,15.43,14.81,18.92,13.4,44192902,23496000,41693277,0.17,39.49,0.00%
CDNS,"Cadence Design Sys",106.63,106.94,105.65,117.59,97.45,1795300,1187900,1747905,3.63,8.09,0.00%
CDW,"CDW Corp",119.53,118.96,116.51,121.89,105.87,1013400,790000,944750,6.23,7.42,1.29%
CE,"Celanese Corp",107.45,109.22,106.48,115.03,100.02,727500,476300,844827,8.11,24.25,2.32%
CERN,"Cerner Corp",72.29,72.5,71.1,76.21,66.75,1712100,1257900,1705923,2.4,13.16,1.01%
CF,"Cf Industries Holdings",30.71,30.9,29.77,35.63,29.77,2333800,1600400,2197200,1.74,26.08,4.02%
CFG,"Citizens Financial Group Inc/Ri",25.28,25.36,24.49,28.18,23.46,4921300,2884500,7115504,2.61,52.52,6.30%
CHD,"Church & Dwight Company",93.71,94.1,92.26,98.96,88.64,1297100,1120600,1273014,2.81,12.13,1.03%
CHKP,"Check Point Software",120.34,122.06,120.16,130.98,114.89,1043000,711500,1062441,5.82,23.42,0.00%
CHRW,"C.H. Robinson Ww",102.19,104.95,102.95,105.71,95.69,1514600,1202400,1442309,3.43,12.64,1.97%
CHTR,"Charter Communicatio",624.34,635.83,625.02,635.85,591.6,1136900,817300,1053555,10.7,177.65,0.00%
CI,"Cigna Corp",169.41,165.46,162.42,185.25,158.84,2328100,1460600,2198691,19.35,128.38,0.02%
CINF,"Cincinnati Financial",77.97,78.73,76.68,83.99,73.79,787300,576300,806082,3.59,57.56,3.08%
CL,"Colgate-Palmolive Company",77.15,76.78,75.85,80.1,74.35,3961800,2075900,3157632,2.93,0.85,2.31%
CLX,"Clorox Company",210.17,214.2,210.11,225.38,204.61,1382600,1063800,1486150,7.35,7.19,2.11%
CMA,"Comerica Inc",38.25,38.29,36.85,42.47,35.76,1296000,909300,1495759,4.12,56.11,7.21%
CMCSA,"Comcast Corp A",46.26,46.87,46.17,47.5,43.12,27468400,11873899,20551596,2.98,18.56,1.99%
CME,"CME Group Inc",167.31,169.8,164.13,177.48,161.65,1322800,1741700,1639100,7.38,75.03,2.05%
CMG,"Chipotle Mexican Grill",1243.71,1266.7,1245.13,1384.46,1180,286700,178800,349105,10.16,60.94,0.00%
CMI,"Cummins Inc",211.16,214.18,210.61,217.26,199.7,1349200,740500,997973,11.52,55.05,2.46%
CMS,"Cms Energy Corp",61.41,61.96,61.01,62.81,58.63,1534300,1026400,1974236,2.76,18.34,2.67%
CNC,"Centene Corp",58.33,56.17,55.24,62.78,53.6,3636800,2522800,3809405,4.95,43.44,0.00%
CNP,"Centerpoint Energy Inc",19.35,19.26,18.78,20.75,18.6,5277000,2858400,4620354,1.69,15.4,3.16%
COF,"Capital One Financial Corp",71.86,71.64,69.75,77.5,66.46,2757400,2150600,2900095,1.18,123.09,0.57%
COG,"Cabot Oil & Gas Corp",17.36,18.04,17.33,19.82,17.18,4234400,5966400,4711041,0.7,5.43,2.27%
COO,"Cooper Companies",337.12,339.92,333.26,352.4,304.92,265700,185700,333264,9.78,70.5,0.02%
COP,Conocophillips,32.84,33.78,32.17,38.45,32.17,8109300,6663100,8165545,1.11,29.37,5.18%
COST,"Costco Wholesale",355,354.29,347.1,363.67,331.2,2521000,2526600,2735382,8.85,42.37,0.80%
CPB,"Campbell Soup Company",48.37,48.19,47.72,52.88,44.53,2394100,1693300,3415118,2.96,8.5,2.92%
CPRT,"Copart Inc",105.16,106.82,105.26,110,100.07,1827100,583100,1527214,2.57,10.6,0.00%
CRM,"Salesforce.com Inc",251.32,247.9,244.5,284.5,233.63,8142500,4009900,7962359,1.5,42.24,0.00%
CSCO,"Cisco Systems Inc",39.39,39.38,38.83,42.69,37.6,27086000,16476801,25948123,2.92,8.96,3.69%
CSX,"CSX Corp",77.67,79.46,77.57,81.4,74.14,4874400,3827900,4297777,3.72,15.9,1.34%
CTAS,"Cintas Corp",332.83,335.16,327.75,344.97,307.65,525400,329600,511068,8.56,34.15,0.77%
CTLT,"Catalent Inc",85.66,85.82,83.55,95.7,79.65,1134400,612500,2704504,1.87,22.63,0.00%
CTSH,"Cognizant Tech Sol",69.42,70.08,68.63,71.81,65.04,3912100,2585500,3205696,3.93,20.23,1.28%
CTVA,"Corteva Inc",28.81,29.02,28.49,30.21,27.18,5010000,1972000,4197409,1.53,33.13,1.82%
CTXS,"Citrix Systems Inc",137.71,139.05,136.89,148.47,131.15,933200,797100,1423245,4.81,-0.76,1.02%
CVS,"CVS Corp",58.4,57.95,57.05,63.06,56.1,8153800,5784200,9476127,8.12,52.23,3.48%
CVX,"Chevron Corp",72,74.14,71.11,85.9,70.5,10396700,10561300,12082368,2.78,71.97,7.18%
CXO,"Concho Resources Inc",44.12,45,43.22,52.4,42.68,1811100,1691200,2049300,3.49,40.26,1.80%
D,"Dominion Resources",78.93,78.9,77.49,82.41,75.3,3683100,3525000,4116004,4.27,36.76,4.83%
DAL,"Delta Air Lines Inc",30.58,31.11,30.3,35.07,27.92,16572900,14831101,21961223,-0.92,13.62,0.00%
DD,"Du Pont De.Nemours Inc",55.48,56.69,55.02,60.98,53.49,4127600,4099100,4170541,3.45,51.21,2.17%
DE,"Deere & Company",221.63,222.39,218.07,226.06,207.77,1883900,903300,1729964,8.45,41.14,1.38%
DFS,"Discover Financial Services",57.78,57.03,55.25,60.45,51.74,4271200,2283900,3273218,3.16,31.47,3.16%
DG,"Dollar General Corp",209.62,211.98,209.25,211.98,190.76,1707600,1289500,1911377,9.2,29.54,0.69%
DGX,"Quest Diagnostics Inc",114.49,114.73,112.65,118.19,106.54,1013600,635700,1427945,5.79,43.79,1.97%
DHI,"D.R. Horton",75.63,74.8,73.67,76.6,66.51,3855200,2285600,3452150,5.36,31.14,0.95%
DHR,"Danaher Corp",215.33,212.24,209.41,216.63,192.51,3239200,1724000,2211541,4.93,52,0.34%
DIS,"Walt Disney Company",124.08,126.29,123.68,137.24,120.78,13538400,7432500,9173260,3.28,50.06,0.00%
DISCA,"Discovery Comm A",21.77,22.13,21.58,24.76,20.79,2872600,2295700,4223364,3.49,22.41,0.00%
DISCK,"Discovery Comm Inc",19.6,19.96,19.36,22.58,18.83,3112700,2123400,2834818,3.49,22.41,0.00%
DISH,"Dish Network Corp",29.03,30.08,29.35,36.94,27.99,2560800,1547600,2616873,2.26,23.18,0.00%
DLR,"Digital Realty Trust",146.76,148.17,145.74,157,138.71,1656400,1017500,1681332,3.48,65.9,3.04%
DLTR,"Dollar Tree Inc",91.34,91.2,89.81,96.61,84.41,1915600,1233800,2096650,5.01,28.71,0.00%
DOCU,"Docusign Inc",215.24,217.02,211.8,290.23,187.21,3836500,3228400,9658891,-0.83,2.73,0.00%
DOV,"Dover Corp",108.34,109.1,107.61,116.37,105.79,894700,509000,767032,5.66,21.46,1.83%
DOW,"Dow Inc",47.05,47.78,46.26,51.56,44.47,4663000,2716800,4992282,2.02,17.67,6.01%
DPZ,"Domino's Pizza Inc",425.28,428.54,420.64,428.54,376.11,464800,390700,577745,11.24,-83.43,0.74%
DRE,"Duke Realty Corp",36.9,37.07,36.48,39.52,35.37,2143500,1705500,1919091,1.01,13.65,2.54%
DRI,"Darden Restaurants",100.74,101.75,98.39,103.06,84.91,2420900,2289100,2334896,2.34,18.28,0.00%
DTE,"Dte Energy Company",115.04,115.66,113.7,121.9,109.65,810500,839300,1039750,6.45,61.73,3.54%
DUK,"Duke Energy Corp",88.56,83.4,82.04,89.49,78.97,18732600,2174700,3905304,4.92,63.43,4.68%
DVA,"Davita Healthcare Partners Inc",85.65,85.16,83.38,92.67,81.03,1151500,855200,1487073,7.17,19.13,0.00%
DVN,"Devon Energy Corp",9.46,9.77,8.97,11.14,8.43,12233700,25320600,10308100,0.54,8.76,4.60%
DXC,"Dxc Technology Company",17.85,17.86,16.91,22.7,15.64,3471100,3673900,3321505,4.04,19.45,0.00%
DXCM,Dexcom,412.23,409.55,397.95,449.98,375.62,627900,559500,829409,3.03,14.14,0.00%
EA,"Electronic Arts Inc",130.41,132.43,129.5,141.11,123.33,2164200,1793500,2380032,5.39,26.95,0.00%
EBAY,"Ebay Inc",52.1,54.3,52.59,55.42,47.44,9028000,7029200,9131522,2.81,4.15,1.22%
ECL,"Ecolab Inc",199.84,199.26,196.82,209.67,192.42,1390400,776900,1229577,5.15,20.64,0.95%
ED,"Consolidated Edison Company of New York",77.8,77.7,76.25,78.06,69.3,1773100,1608500,2871677,4.34,55.2,3.98%
EFX,"Equifax Inc",156.9,161.18,157.61,174.72,150.53,534000,378500,730564,6.01,22.51,0.99%
EIX,"Edison International",50.84,51.7,50.93,53.58,48.47,2425800,1335000,2616604,4.11,43.48,5.00%
EL,"Estee Lauder Companies",218.25,217.9,212.73,224.23,204.23,1039700,957900,1096591,4.1,10.99,0.89%
EMN,"Eastman Chemical Company",78.12,78.96,76.92,86.32,72.02,1046800,535800,1176368,6.24,45.05,3.42%
EMR,"Emerson Electric Company",65.57,65.95,64.71,71.08,63.16,2687000,1399000,2325718,3.43,13.19,3.07%
EOG,"Eog Resources",35.94,37.47,34.9,46.25,34.9,6031900,7018300,4882305,2.8,35.02,4.14%
EQIX,"Equinix Inc",760.13,768.6,760.42,801.98,729.39,442100,290400,344864,5.77,117.3,1.39%
EQR,"Equity Residential",51.33,52.46,50.63,59.1,50.01,3102100,2947900,3048486,3.01,29.12,4.72%
ES,"Eversource Energy",83.55,83.67,82.61,87.96,77,1561300,778600,1551295,3.52,41.03,2.73%
ESS,"Essex Property Trust",200.79,206.33,198.99,227.24,198.08,438600,330300,434314,9.51,97.11,4.16%
ETFC,"E*Trade Finl Corp",50.05,49.96,48.88,56.26,47.44,2850600,1642700,2024709,3.62,30.85,1.14%
ETN,"Eaton Corp",102.03,102.49,100.87,106.07,96.24,1664800,1077600,1680836,4.68,35.58,2.89%
ETR,"Entergy Corp",98.53,97.28,95.14,101.5,93.29,1634900,825500,1159691,5.71,52.26,3.88%
ETSY,"Etsy Inc",121.63,125.7,121.26,129.94,103.06,2524000,2622600,5250350,1.22,4.42,0.00%
EVRG,"Evergy Inc",50.82,51.01,49.99,53.79,48.61,2288300,3308700,1652655,2.98,37.61,4.03%
EW,"Edwards Lifesciences Corp",79.82,80.03,77.97,87.79,74.07,3248300,2640700,2888882,1.8,6.17,0.00%
EXC,"Exelon Corp",35.76,35.94,35.15,38.35,33.97,7042000,3278900,5510573,3.17,35.78,4.33%
EXPD,"Expeditors Intl",90.52,92.12,90.9,95.12,86.23,1177700,695700,1121396,3.53,12.99,1.13%
EXPE,"Expedia Group Inc",91.69,94.05,91.06,104.05,89.72,2375000,2245300,2484968,-2.62,29.92,0.00%
EXR,"Extra Space Storage Inc",106.99,108.56,106.39,113.19,102.74,1055900,630400,846268,3.32,21.27,3.36%
F,"Ford Motor Company",6.66,6.7,6.54,7.4,6.41,55777301,39014199,60692520,-0.12,7.76,0.00%
FANG,"Diamondback Energy",30.12,31.31,30.26,40.2,28.84,2933900,2003700,3040223,5,74.99,4.81%
FAST,"Fastenal Company",45.09,46.13,45.17,49.86,43.05,3735000,3011900,3854677,1.45,4.85,2.21%
FB,"Facebook Inc",261.9,263.33,256.9,303.6,244.13,20074801,20215500,23475264,8.19,38.77,0.00%
FBHS,"Fortune Brands Home & Security",86.52,86.57,84.92,87.38,80.01,1592900,725500,1005641,3.7,17.83,1.13%
FCX,"Freeport-Mcmoran Inc",15.64,15.92,15.31,17.5,14.67,18604500,13625899,21266318,-0.12,11.81,0.65%
FDX,"Fedex Corp",251.52,258.2,249.12,259.95,217.4,2502500,2204300,4145350,11.32,74.12,1.03%
FE,"Firstenergy Corp",28.71,28.73,28.12,30.02,27.3,5065600,2531400,4670096,2.54,13.18,5.45%
FFIV,"F5 Networks Inc",122.77,125.03,122.48,133.7,116.79,665400,733500,632545,6.98,35.43,0.00%
FIS,"Fidelity National Information Services",147.21,149.19,147.73,156.73,138.46,3354000,2034800,2806155,5.43,79.4,0.94%
FISV,"Fiserv Inc",103.05,104.74,103.41,104.74,92.15,5067100,3675100,5770123,4.07,49.33,0.00%
FITB,"Fifth Third Bncp",21.32,21.36,20.69,22.55,19.32,5975400,5726400,6231104,1.86,31.37,5.15%
FLIR,"Flir Systems Inc",35.85,36.23,35.11,37.26,33.39,1317900,769200,1342664,2.2,13.38,1.91%
FLS,"Flowserve Corp",27.29,27.59,26.73,30.53,26.08,1248300,886000,1052564,1.99,12.99,2.97%
FLT,"Fleetcor Technologies",238.1,243.75,240.31,257.11,228.01,628300,1010800,724859,11.07,34.72,0.00%
FMC,"FMC Corp",105.91,106.7,104.78,113.73,102.63,561900,400100,627136,6.26,22,1.67%
FOX,"Fox Corp Cl B",27.97,28,27.26,29.87,25.61,1455800,908600,1577814,2.48,16.72,1.65%
FOXA,"Fox Corp Cl A",27.83,27.97,27.12,29.92,25.57,4538400,3335200,4484659,2.48,16.72,1.66%
FRC,"First Republic Bank",109.06,108.97,107.31,116.76,100.38,842400,927600,836332,5.3,61.46,0.00%
FRT,"Federal Realty Investment Trust",73.44,74.64,71.75,84.11,70.68,637700,431400,701027,3.57,33.47,5.81%
FTI,"Technipfmc Plc",6.31,6.35,6.08,7.93,5.96,6757100,5070700,6011477,0.13,9.32,0.00%
FTNT,"Fortinet Inc",117.81,118.82,116.65,134.4,112.61,1384700,1037100,1300559,2.13,3.36,0.00%
FTV,"Fortive Corp",76.21,76.94,75.28,78.68,70.97,2559800,3200900,3522364,3.32,21.97,0.37%
GD,"General Dynamics Corp",138.43,140.58,137.89,156.56,135.16,1208100,1074400,1156727,11.26,48.41,3.18%
GE,"General Electric Company",6.23,6.23,6.06,7.18,5.93,96446195,74065695,115835445,0.26,4.03,0.65%
GILD,"Gilead Sciences Inc",63.19,63.03,61.95,67.92,61.65,10042300,8666600,9446755,5.54,14.46,4.38%
GIS,"General Mills",61.68,60.24,59.43,65.52,56.92,7705500,2246400,3816273,3.82,14.33,3.27%
GL,"Globe Life Inc",79.9,80.03,78.72,85.99,75.39,511000,414500,537564,6.81,73.69,0.95%
GLW,"Corning Inc",32.41,32.33,31.93,33.86,30.16,5135600,3117800,5145805,1.35,15.93,2.75%
GM,"General Motors Company",29.59,29.4,28.5,33.33,28.24,11517899,7438600,15979022,1.89,30.39,0.00%
GOOG,"Alphabet Cl C",1469.6,1476.66,1458.81,1733.18,1406.55,1600200,979100,1922341,45.47,304.81,0.00%
GOOGL,"Alphabet Cl A",1465.6,1472,1454,1726.1,1402.15,2044900,1591100,1961495,45.47,304.81,0.00%
GPC,"Genuine Parts Company",95.17,95.94,94.61,104.39,92.82,778000,534600,948655,5.09,19.9,3.34%
GPN,"Global Payments Inc",177.58,179.47,177.16,185.26,164.57,1390000,1020400,1770064,5.83,92.34,0.44%
GPS,"Gap Inc",17.03,17.19,16.43,18.46,15.76,9271801,7157700,8027336,-1.45,6.03,0.00%
GRMN,"Garmin Ltd",94.86,95.78,94.86,106,91.84,741700,487500,764768,4.38,24.79,2.57%
GS,"Goldman Sachs Group",200.97,198.77,195.43,215.23,185.87,3073800,2401500,3732777,18.85,261.65,2.54%
GWW,"W.W. Grainger",356.77,354.46,349.08,371.86,337.25,334900,116600,271677,16.13,40.17,1.74%
HAL,"Halliburton Company",12.05,12.77,12,16.68,11.95,12137999,13407900,13818613,1.02,5.91,1.49%
HAS,"Hasbro Inc",82.72,81.9,78.84,85.82,75.25,1427800,941600,959468,3.67,19.28,3.35%
HBAN,"Huntington Bcshs",9.17,9.18,8.88,10.16,8.52,8545101,5997300,9483168,0.78,12.1,6.63%
HBI,"Hanesbrands Inc",15.75,15.79,15.31,16.44,15.13,4930600,3652100,5076945,1.7,3.1,3.89%
HCA,"Hca Holdings Inc",124.68,122.15,117.78,139.48,114.38,1899200,1132000,1743891,9.15,1.68,0.00%
HD,"Home Depot",277.71,273.84,271.11,288.04,262.81,4778600,2049200,3845577,10.91,-0.38,2.20%
HES,"Hess Corp",40.93,40.88,39.77,47.84,38.29,1838600,1886600,2513664,-2.57,23.98,2.46%
HFC,"Hollyfrontier Corp",19.71,20.97,19.97,25.85,19.28,2480900,1812700,3393641,2.44,36.53,6.94%
HIG,"Hartford Financial Services Group",36.86,36.76,35.62,43.08,34.69,2773400,1872400,2472127,5.49,47.66,3.56%
HII,"Huntington Ingalls Industries",140.75,143.52,140.87,154.43,136.44,368200,234400,536700,13.63,41.46,2.92%
HLT,"Hilton Inc",85.32,88.98,86.43,95.08,81.48,3126800,2977600,3152318,2.18,-4.66,0.00%
HOLX,"Hologic Inc",66.47,66.73,65.49,67.45,56.81,1698700,1242700,2327800,2.58,8.72,0.00%
HON,"Honeywell International Inc",164.61,166.23,163.47,173.82,156.85,2881500,2192700,3028936,7.61,26.17,2.19%
HPE,"Hewlett Packard Enterprise Comp",9.37,9.56,9.32,10.1,8.84,8423801,7850800,11334945,1.47,12.61,5.12%
HPQ,"Hp Inc",18.99,19.15,18.83,20.17,17.83,11924300,8248100,11456127,2.25,-1.45,3.73%
HRL,"Hormel Foods Corp",48.89,49.29,48.39,52.37,47.4,1490300,1345100,1623909,1.71,11.62,1.92%
HSIC,"Henry Schein Inc",58.78,59.64,58.41,67.28,56.31,1150200,752100,1040155,2.81,25.37,0.00%
HST,"Host Marriott Financial Trust",10.79,10.79,10.3,12.25,10.04,8872400,6901700,9203150,0.12,9.53,0.00%
HSY,"Hershey Foods Corp",143.34,142.78,140.3,152.18,134,798500,735200,807386,5.83,8.44,2.28%
HUM,"Humana Inc",413.89,404.24,398.64,431.12,382.72,698800,847600,729359,25.27,108.97,0.62%
HWM,"Howmet Aerospace Inc",16.72,17.57,17.15,19.07,16.15,2483700,1819400,3115509,2.05,7.91,0.00%
IBM,"International Business Machines",121.67,122.19,120.21,129.95,116.48,3260800,2130500,4060745,11.41,23.23,5.39%
ICE,"Intercontinental Exchange",100.05,101.78,96.9,106.99,96.67,2344600,4536000,3152768,4.36,31.28,1.21%
IDXX,"Idexx Laboratories",393.11,395.21,385,407.45,347.54,533400,308300,465259,5.29,3.21,0.00%
IEX,"Idex Corp",182.41,182.66,180.68,188.17,173.98,494700,204100,350009,5.28,29.94,1.10%
IFF,"International Flavors & Fragrances",122.45,123,120.41,126.54,113.54,943600,669600,852941,5.97,56.16,2.53%
ILMN,"Illumina Inc",309.08,309.7,302.37,376.67,260.42,1574400,1611100,2187350,5.89,31.04,0.00%
INCY,"Incyte Corp",89.74,90.48,87.26,96.76,82.98,1332500,1136800,1222164,-0.89,10.72,0.00%
INFO,"IHS Markit Ltd",78.51,80.52,77.41,83.92,76.04,3916000,2802900,2380364,2.18,19.21,0.88%
INTC,"Intel Corp",51.78,51.74,50.95,52.68,48.42,27639000,19687400,33030617,5.62,19.28,2.58%
INTU,"Intuit Inc",326.21,329.22,323.05,355.67,295.37,1800100,1122500,1401500,6.65,19.5,0.66%
IP,"International Paper Company",40.54,41.26,39.8,43.1,35.93,2483300,2808400,3562041,3.52,17.96,5.09%
IPG,"Interpublic Group of Companies",16.67,17.1,16.54,18.82,15.92,4702700,2755600,3899214,1.71,6.39,6.14%
IPGP,"Ipg Photonics Corp",169.97,169.34,166.35,171.85,156.49,166600,104700,246005,3.3,45.96,0.00%
IQV,"Iqvia Holdings Inc",157.63,158.05,154.61,170.51,146,752800,858600,1145255,5.52,30.6,0.00%
IR,"Ingersoll Rand Inc",35.6,36.55,35.67,37.63,34.02,2067400,1482300,2515886,-0.24,20.74,0.00%
IRM,"Iron Mountain Inc",26.79,26.82,26.35,30.79,25.97,2217200,1613600,2693382,0.94,3.56,9.25%
ISRG,"Intuitive Surg Inc",709.54,715.89,690.55,778.83,633.29,631700,542000,719759,9.51,74.91,0.00%
IT,"Gartner Inc",124.95,127.92,125.11,136.09,121.16,366400,293800,356418,4.28,11.09,0.00%
ITW,"Illinois Tool Works Inc",193.21,196.42,192.72,203.18,189.4,1569100,799600,1049109,6.78,7.46,2.21%
J,"Jacobs Engineering Group Inc",92.77,93.94,92.27,95.63,88.15,766600,512400,808159,5.33,45.2,0.82%
JBHT,"J B Hunt Transport",126.38,131.21,128.57,143.16,125.31,831000,446200,804209,4.87,22.66,0.84%
JBLU,"Jetblue Airways Cp",11.33,11.92,11.28,13.28,10.93,9226899,8013200,8323582,-1.29,15.03,0.00%
