Symbol,Name,Open,Last,"Prev Open",Previous,"Open 2D Ago","Last 2D Ago","1M MA","1M High","1M Low",Volume,"Prev Vol","5D Avg Vol","1M Avg Vol"
GPS,"Gap Inc",18.61,21.15,19.21,18.61,19.31,19.03,18.59,21.65,15.76,47845301,9649000,15345660,9922332
GRMN,"Garmin Ltd",98.29,99.04,99.02,98.39,98.33,98.79,96.75,100.34,91.84,486500,428500,538380,545114
GS,"Goldman Sachs Group",203.2,205.4,207.39,202.91,206.7,208.03,203.02,214.89,185.87,2135400,3083500,3007460,3260314
GWW,"W.W. Grainger",371.36,362.02,375.58,373.44,377.96,375.84,368.63,392.52,337.25,597100,442500,406600,299073
HAL,"Halliburton Company",12.68,13.04,12.61,12.67,12.44,12.74,12.36,13.5,10.6,10765199,11946900,16075400,15673741
HAS,"Hasbro Inc",87.27,89.82,86.5,86.95,87.24,86.66,84.15,90,75.27,1167700,669400,746640,760105
HBAN,"Huntington Bcshs",9.89,10.38,9.82,9.69,9.71,9.88,9.49,10.48,8.52,10728800,9932100,7851020,7223468
HBI,"Hanesbrands Inc",17.28,17.62,17,17.26,17.02,17.11,16.59,17.7,15.19,3378700,3006500,3834580,4217241
HCA,"Hca Holdings Inc",135.78,135.21,135.59,135.98,134.33,136.42,128.99,140,114.38,1485200,1257200,1163280,1419032
HD,"Home Depot",283.93,281.16,285.39,284.51,285.14,286.04,280.3,292.65,263.88,2786600,2304400,2582100,2806223
HES,"Hess Corp",37.25,39.25,37.33,37.19,36.9,37.85,38.84,41.93,36.5,1867800,1831200,1923220,2179432
HFC,"Hollyfrontier Corp",19.02,19.93,19.42,19.15,19.7,19.6,20.15,21.85,18.38,2219300,2604400,2127540,2249927
HIG,"Hartford Financial Services Group",38.9,39.97,38.16,40.4,37.72,38.39,37.72,40.69,34.69,4053300,4293500,2759500,2380436
HII,"Huntington Ingalls Industries",149.94,152.23,147.7,149.52,147.68,147.7,145.99,152.88,136.44,233100,295100,269900,320123
HLT,"Hilton Inc",90.21,94.39,89.33,88.97,88.53,89.57,88.66,94.43,81.48,4377300,3418800,2706880,2407318
HOLX,"Hologic Inc",65.65,67.97,66.56,65.85,67.24,66.38,66.68,69.71,62.45,1537400,1211700,1429980,1462450
HON,"Honeywell International Inc",173.61,176.85,172.59,172.87,172.47,173.26,169.08,177.25,156.85,1881200,1826900,2204160,2362564
HPE,"Hewlett Packard Enterprise Comp",9.32,9.46,9.35,9.32,9.4,9.34,9.52,10.08,8.84,8137400,8303300,9841820,9425900
HPQ,"HP Inc",19.17,19.35,19.31,19.22,19.51,19.37,19.15,19.97,17.83,6148900,5817000,6105640,8463545
HRL,"Hormel Foods Corp",49.25,49.33,48.62,49.27,49.07,48.76,49.21,51.1,47.4,1000500,1265500,2152960,1631664
HSIC,"Henry Schein Inc",64.25,66.63,62.27,63.62,62.55,62.51,60.28,66.75,56.31,1324300,928400,941000,870600
HST,"Host Marriott Financial Trust",11.08,11.48,11.14,11.04,10.81,10.78,11.06,11.98,10.04,6363200,6090400,5596600,7676709
HSY,"Hershey Foods Corp",145.92,145.44,146.39,145.58,148.64,146.88,144.24,151.65,134,442500,688500,618420,654136
HUM,"Humana Inc",436.3,441.16,435.57,437.23,434.55,436.41,420.26,445.2,382.72,477900,878500,548400,561582
HWM,"Howmet Aerospace Inc",18.24,18.85,18.14,18.14,18.76,18.22,17.82,18.9,16.15,2287800,1314800,2083820,2044786
IBM,"International Business Machines",115,115.76,116.66,115.06,119.8,117.37,122.36,135.5,112.98,7855100,9755300,10260880,6241964
ICE,"Intercontinental Exchange",99.6,99.36,99.82,99.47,98.94,99.95,100.64,103.88,96.67,1973800,1848100,2213100,2439845
IDXX,"Idexx Laboratories",421.34,423.59,421.47,419.73,423.81,420.09,399.9,431.15,361.17,357400,237100,295300,330977
IEX,"Idex Corp",190.91,189.07,191.14,190.45,190.72,190.94,185.42,194.3,175.59,287700,303700,508600,360132
IFF,"International Flavors & Fragrances",110.19,111.85,112.5,110.45,114,113.6,117.11,124.98,108.51,1135000,1202000,1154880,1077877
ILMN,"Illumina Inc",318.84,325.92,320.51,317.85,320.95,320.44,317.77,356,267.1,818700,553100,925160,1596027
INCY,"Incyte Corp",88.92,90.49,89.1,88.6,88.62,89.31,90.53,98.47,82.98,660600,678800,876660,1102723
INFO,"IHS Markit Ltd",81.84,82.26,81.27,81.86,81.48,81.42,79.18,82.47,76.04,1168800,1428300,1528800,1914218
INTC,"Intel Corp",53.12,53.9,53.14,53.5,54.6,53.43,52.37,56.23,48.42,40367098,21866000,31283299,25915768
INTU,"Intuit Inc",332.94,331.82,335.69,332.79,338.35,334.51,331.52,353.98,301.94,803300,816800,872800,1085227
IP,"International Paper Company",46.33,46.59,46.29,46.48,47.21,46.4,42.84,47.31,38.38,1754900,2366300,3020480,3134527
IPG,"Interpublic Group of Companies",19.32,19.15,18.15,18.7,18.03,18,17.64,19.5,15.92,6172500,6488500,5027980,4000136
IPGP,"Ipg Photonics Corp",192.19,198.08,192.39,191.7,188.59,192.52,177.58,200.43,158.98,297900,272300,315000,204377
IQV,"Iqvia Holdings Inc",169.87,169.4,173.9,169.25,172.16,173.5,161.47,176,146,946100,918400,1286440,945809
IR,"Ingersoll Rand Inc",37.17,37.93,37.28,37.26,36.94,37.24,36.58,38.1,34.2,1382200,1648900,1732940,2118077
IRM,"Iron Mountain Inc",27.46,27.65,27.31,27.38,27.5,27.49,27.28,28.69,25.97,1585100,1498300,1504840,2193491
ISRG,"Intuitive Surg Inc",729.62,732.94,730.8,728.48,736.12,733,716.62,771.62,647.54,311600,612800,586780,551259
IT,"Gartner Inc",127.47,127.52,125.36,127.88,125.18,125.44,126.09,131.71,121.16,216000,371100,390600,440332
ITW,"Illinois Tool Works Inc",203.44,201.72,203.72,202.65,203.21,203.44,198.74,207.75,188.14,1203000,666400,925640,901323
J,"Jacobs Engineering Group Inc",97.56,98.53,97.82,97.66,98.83,97.96,95.93,101.45,88.15,388800,491100,641220,690914
JBHT,"J B Hunt Transport",125.08,127.47,122.87,125.16,124.63,123.06,130.82,142.6,121.74,1150000,1182900,1690780,967364
JBLU,"Jetblue Airways Cp",12.08,13,12.31,11.93,12.49,12.3,12.01,13.11,10.93,17265500,8922400,10002680,8623123
JCI,"Johnson Controls Intl",43.77,44.48,43.45,43.72,42.84,43.1,42.15,44.51,39.79,5164300,4760900,4235740,4222723
JD,"Jd.com Inc Ads",83.22,81.31,83.38,82.63,81,82.57,78.71,85.39,71.76,8744899,7680200,8792340,10202132
JKHY,"Jack Henry & Assoc",159.05,157.81,159.54,158.99,158.01,159.25,161.55,166.49,156.69,371000,283400,305060,396850
JNJ,"Johnson & Johnson",144.16,145.08,144.12,143.93,144.66,144.55,147.05,153.14,143.34,5278600,5221300,5835100,6334055
JNPR,"Juniper Networks",21.95,22.42,22,21.85,22.31,21.94,22,22.93,21.01,5018400,1759400,2487060,2851932
JPM,"JP Morgan Chase & Company",99.32,102.88,100.36,99.37,100.31,100.37,98.65,103.24,91.38,14795300,10730500,12356939,15609731
K,"Kellogg Company",66.03,66.36,65.92,65.97,67.3,66.25,65.15,67.87,60.84,1497900,1122600,1364260,1536864
KEX,"Kirby Corp",38.4,38.89,40.15,38.02,39.78,40.18,37.82,40.51,35.1,394000,763700,493960,740532
KEY,Keycorp,12.48,13.08,12.5,12.42,13,13.08,12.54,13.41,11.33,8289600,13325800,7963260,7185445
KEYS,"Keysight Technologies Inc Comm",106.21,106.26,106.09,105.7,107,105.45,102,107.97,95.48,916500,913500,915900,1052986
KHC,"Kraft Heinz Company",31.43,31.23,31.75,31.44,32.03,31.99,30.86,32.87,28.56,5342100,6503600,4600920,5314964
KIM,"Kimco Realty Corp",11.04,11.46,11.05,11.06,11.03,11.1,11.37,12.32,10.59,3928700,3221100,4260500,4390945
KLAC,"K L A-Tencor Corp",205.3,203.31,205.76,206.3,208.84,205.72,201.77,223.54,178.08,884800,607000,863880,1045964
KMB,"Kimberly-Clark Corp",140.75,138.09,147.8,148.38,152.29,148.52,149.15,155.45,136.04,6301200,2179100,2521520,1591959
KMI,"Kinder Morgan",12.5,12.96,12.6,12.53,12.8,12.68,12.6,13.24,11.97,20769000,14619900,15652920,14382272
KMX,"Carmax Inc",89.53,91.42,93.07,89.81,92.24,91.13,93.99,108.85,89,1075500,1083500,1130680,2165709
KO,"Coca-Cola Company",51.17,50.68,49.96,49.99,49.89,50.25,49.68,51.53,47.56,20182500,12517400,13434761,12952909
KR,"Kroger Company",33.05,32.64,33.31,33.33,34.04,33.33,33.88,34.97,32.07,9889700,4694200,6584160,6669491
KSU,"Kansas City Southern",182.34,182.3,180.86,182.08,180.72,181.86,182.28,188.61,176.53,945500,897800,1222100,832077
L,"Loews Corp",35.46,35.93,35.24,35.6,35.32,35.24,35.37,37.49,32.83,739000,775200,593840,649286
LB,"L Brands Inc",32.35,33.9,33.08,32.18,33.39,33.06,32.21,35.41,28.48,3842900,3442900,4527440,4515577
LBTYA,"Liberty Global Ord A",21.03,20.39,21.2,21.03,21.44,21.3,21.22,22.76,19.78,3061900,806400,1398300,1281595
LBTYK,"Liberty Global Ord C",20.8,20.15,20.86,20.77,21.18,21.05,20.85,22.4,19.39,3157500,1412900,2530320,2912396
LDOS,"Leidos Holdings Inc",84.88,85.81,85.61,84.56,86.78,86.13,88.83,94.42,84.52,746200,1041900,710980,748673
LEG,"Leggett & Platt Inc",44,44.18,44.22,43.81,44.78,44.26,43.29,46.13,40.37,544200,506800,578260,725741
LEN,"Lennar Corp",79.97,76.54,83.08,80.09,82.82,83.29,81.45,86.8,75.21,4498100,3160400,3093880,2592577
LH,"Laboratory Corp of America Holdings",204.57,205.26,204.61,203.16,201.43,205.21,192,207.03,176.49,609900,652100,710920,533777
LHX,"L3Harris Technologies Inc",170.1,169.6,170.69,169.81,173,171.21,174.31,183.87,168.4,979200,872600,935160,1045073
LIN,"Linde Plc",229.67,233.2,232.48,230.91,231.5,233.24,234.62,242.83,228,1466600,1360200,1441580,1749236
LKQ,"LKQ Corp",31.98,32.22,31.96,32.1,32,32.06,29.87,32.59,26.73,1877600,2569600,2067780,2284196
LLY,"Eli Lilly and Company",141.53,141.65,142.29,141.31,143.36,143.59,147.55,157.15,140.8,3056400,1983600,2661460,3454982
LMT,"Lockheed Martin Corp",367.5,368.96,372.21,367.14,382.59,372.21,382.9,396.61,365,1255000,1931100,1420440,1112200
LNC,"Lincoln National Corp",34.4,36.89,34.17,34.52,34.35,34.5,33.38,36.99,29.42,2381600,1454900,1652600,1941614
LNT,"Alliant Energy Corp",55.5,56.46,55,55.64,54.89,55.14,53.49,56.65,49.31,1256000,1526900,1319560,1277968
LOW,"Lowe's Companies",174.94,171.25,177.04,174.5,175.5,177.09,169.12,180.67,156.6,3266200,3431800,3651080,3232427
LRCX,"Lam Research Corp",360.36,358.01,363.08,366.62,366,363.57,350.28,381.96,314.02,2233000,1681000,1559520,1568464
LSTR,"Landstar System",135.98,131.43,128.65,127.29,127.37,128.29,128.85,136.79,120.92,481400,347700,316480,261577
LULU,"Lululemon Athletica",326.53,325.67,331.16,325.5,338.26,330.04,334.6,359.23,303.21,1846900,1623600,1396900,1625464
LUMN,Centurylink,9.66,9.68,9.57,9.66,9.7,9.62,9.97,10.44,9.52,12037899,8940100,9240000,7883518
LUV,"Southwest Airlines Company",40.13,41.93,40,39.84,40.5,40.16,38.76,42.55,35.82,13642300,6532500,8661140,8652231
LVS,"Las Vegas Sands",49.19,49.81,45.88,45.94,45.03,46.2,46.18,50.25,44.06,13417000,4001600,6784140,5226996
LW,"Lamb Weston Holdings Inc",71.73,72.88,72.02,71.34,72.34,71.89,69.72,75,62.13,1632100,1885600,1225500,1030850
LYB,"Lyondellbasell Industries NV",76.96,77.08,77.17,76.59,77.82,77.83,74.85,81.21,66.75,1412600,1285500,1309940,2054650
LYV,"Live Nation Entertainment",55.81,56.83,55.07,55.29,54.59,55.64,54.45,57.98,50.12,1569300,1195400,1499000,1541923
MA,"Mastercard Inc",333.37,333.6,332.49,333.42,333.04,331.72,338.66,355,321.18,2255800,2725200,2784880,2801964
MAA,"Mid-America Apartment Communities",118.18,118.65,117.65,117.9,118.56,118.21,119.96,126.51,111.22,448200,483600,487560,538323
MAR,"Marriot Int Cl A",96.1,100.82,95.53,95.15,95.3,96.09,96.27,102.09,90.27,3022900,1512100,2019820,2345664
MAS,"Masco Corp",56.22,55.44,56.11,56.11,56.3,56.18,56.05,58.54,53.93,1403400,1389800,1331180,1866827
MATX,"Matson Inc",49.77,51.07,50.65,49.66,50.09,50.84,45.2,52.94,36.78,129900,112300,120960,202027
MCD,"McDonald's Corp",227.76,229.15,227.23,228.19,226.74,227.45,224.01,231.91,213.59,1961200,1518200,1907100,2350800
MCHP,"Microchip Technology",110.51,112.52,111.36,110.48,112.21,111.23,107.57,116.56,95.53,1792300,1113700,1424600,1596545
MCK,"Mckesson Corp",152.84,154.23,152.73,152.62,153.89,153.04,150.56,158.92,144.58,602400,889500,788680,1008105
MCO,"Moody's Corp",277.13,272.72,284.9,277.16,284.98,285.39,286.92,298.18,271.2,968500,479400,612760,517650
MDLZ,"Mondelez Intl Inc",56.83,56.82,56.66,56.82,57.53,56.98,57.08,59.11,54.48,3528700,4117100,4318120,5372368
MDT,"Medtronic Inc",109.36,111.84,108.86,109.23,108.14,109.15,105.96,112.2,100.3,4306700,3566800,4698420,4208527
MELI,"Mercadolibre Inc",1293.67,1294.32,1333.43,1299.13,1297.99,1333.66,1169.19,1378.5,986.83,377300,708200,567260,483141
MET,"Metlife Inc",39.18,40.61,39.12,39.13,39.56,39.34,38.39,40.66,35.19,4915900,5834600,4610160,4912896
MGM,"MGM Resorts International",21.95,22.62,21.34,21.41,21.1,21.41,21.53,22.86,20.66,10076000,6674000,8040920,10062632
MHK,"Mohawk Industries",100.16,101.93,101.91,99.71,102.96,102.89,101.53,110,92.17,553700,438100,498420,495345
MKC,"Mccormick & Company Inc",195,194.63,195.89,195.34,197.8,195.94,194.71,203.33,183.22,277200,199400,297580,607268
MKTX,"Marketaxess Holdings",562.67,567.37,555.79,558.08,543.01,549.99,510.13,572.45,447.3,221600,176800,195040,196264
MLM,"Martin Marietta Materials",254.02,259.1,256.18,256.23,260.16,257.09,249.51,277.43,216.66,512400,320300,409400,695382
MMC,"Marsh & Mclennan Companies",112.3,113.38,112.61,112.3,113.79,112.47,114.27,117.56,110.71,1050400,1145800,1220080,1626182
MMM,"3M Company",169.64,170.71,170.34,169.17,170.5,170.95,165.16,173.19,156.25,1663100,1511100,1875240,1900841
MNST,"Monster Beverage Cp",80.42,80.56,79.87,80.09,80.5,80.2,80.15,84.46,76.88,1169400,1191300,2203420,2234500
MO,"Altria Group",38.63,38.99,38.49,38.51,39.47,38.7,39.23,41.26,37.59,4620100,5799700,5777420,6792459
MOS,"Mosaic Company",18.55,18.71,18.6,18.91,19.19,18.84,18.9,20.2,17.3,4184700,3733700,3863700,4086050
MPC,"Marathon Petroleum Corp",28.61,29.51,28.74,28.82,28.6,29.24,29.31,31.39,26.56,6249800,5732500,6326500,6474132
MRK,"Merck & Company",78.1,79.21,78.26,78.07,78.97,78.27,80.69,83.82,78.03,5797300,9245900,8287780,7947537
MRNA,"Moderna Inc",68.5,70.84,71.57,68.37,72.07,71.31,71.59,81.37,63.64,5202100,4614800,5376560,6928818
MRO,"Marathon Oil Corp",4.11,4.37,4.11,4.1,4.01,4.15,4.18,4.53,3.79,29819199,27318500,27744041,25589764
MS,"Morgan Stanley",50.42,51.77,51.49,50.38,51.56,51.47,49.17,52.27,45.86,13261600,18583100,14524500,15463995
MSCI,"MSCI Inc",350.38,347.63,360.45,350.01,361.74,358.57,353.55,370.59,341.29,451400,412300,367600,371536
MSFT,"Microsoft Corp",213.93,214.89,213.12,214.8,215.8,214.65,212.4,225.21,199.2,22317600,22724900,24295920,27321895
MSI,"Motorola Solutions",170.88,169.06,170.44,170.49,170.15,168.9,162.26,174.94,149.81,729400,529900,801500,857255
MTB,"M&T Bank Corp",99.4,104.68,99.18,99.03,99.61,99.42,97.24,105.46,88.48,1279600,1004200,841900,925464
MTD,"Mettler-Toledo International",1037.67,1063.23,1034.12,1031.94,1023.12,1030.61,1001.63,1068.44,947.03,115100,58500,77600,91727
MU,"Micron Technology",53.29,54.38,53.3,53.31,53.14,53.53,50.23,54.85,46.5,14814500,12922200,16696980,19628510
MXIM,"Maxim Integrated",72.88,73.55,72.69,73.48,72.65,72.79,70.2,74.87,63.74,1149800,2226100,1917100,2802450
MYL,"Mylan NV Ord Shs",15.21,15.6,15.08,15.14,15.66,15.31,15.14,16.08,14.02,3535800,3117800,3949620,4116391
NCLH,"Norwegian Cruise Ord",17.1,17.71,17,16.99,16.66,17.08,16.92,18.91,14.15,16642801,11362200,14059681,21726982
NDAQ,"Nasdaq Inc",133.17,130.09,130.47,132.37,127.51,128.99,125.44,134.04,118.01,602000,1105900,841400,844155
NEE,"Nextera Energy",299.62,302.27,298.9,297.68,301.22,300.99,292.41,308.06,267.14,2115600,1949000,1871220,1973209
NEM,"Newmont Mining Corp",60.82,60.54,61.67,61.48,61.89,61.19,62.11,64.33,59.28,5104400,5037200,4303880,4976459
NFLX,"Netflix Inc",494.69,485.23,501.03,489.05,528.14,525.42,514.19,572.49,467.82,6983900,17405699,9670300,6309527
NI,"NiSource Inc",23.59,24.04,23.48,23.58,23.59,23.6,22.62,24.11,21.28,3059800,2310900,2544500,3368995
NKE,"Nike Inc",129.6,130.02,128.5,129.43,128,128.49,127.75,131.38,122.27,2869700,4916300,4551580,7460604
NLOK,"Nortonlifelock Inc",20.77,20.65,20.59,20.81,20.79,20.69,20.93,21.92,20.15,4431600,5353500,4123760,4401614
NLSN,"Nielsen Holdings Plc",13.77,14.09,13.42,13.74,13.76,13.61,14,14.78,13.3,3153900,4215900,2799960,3246268
NOC,"Northrop Grumman Corp",309.26,302.99,308.04,308.37,313.74,309.05,316.08,337.33,302.99,1387700,829900,1034540,945245
NOV,National-Oilwell,9.02,9.31,9.03,9.01,8.89,9.14,9.11,10.84,8.13,4890000,4754100,5028160,5730018
NOW,"Servicenow Inc",511.7,505.96,518.68,510.28,523,518.19,499.46,533.37,453.7,857800,831200,887800,1016818
NRG,"NRG Energy",32.53,33.18,33.04,32.53,33.57,33.18,31.67,34.4,28.22,1666800,2015300,1927100,2132491
NSC,"Norfolk Southern Corp",213.11,213.13,214.5,212.56,214.3,215.87,215.71,222.82,208.17,1219400,1349000,1017100,1172591
NTAP,"Netapp Inc",46.91,46.7,47.3,46.8,48.22,47.25,44.92,48.94,40.46,1665900,1660500,1926980,1977027
NTES,"Netease Inc Ads",88.26,87.57,88.1,88.24,88.08,88.37,90.21,96.6,85.04,2086200,1497200,2052000,2127345
NTRS,"Northern Trust Corp",85.81,85.76,85.13,85.77,86.5,85.76,81.89,90.46,74.03,896600,1823100,990200,816891
NUE,"Nucor Corp",48.11,49.9,48.72,48.44,49.39,48.51,47.48,50.33,44.05,2056400,1866500,1921560,1763495
NVDA,"Nvidia Corp",540.9,534.44,545,540.99,543.34,545.82,540.25,573.94,480.56,7244300,5489900,6396420,11295854
NVR,"NVR Inc",4281.42,4135.03,4385,4244.75,4450,4399.77,4212.85,4530,3823.31,24900,21600,25240,18955
NWL,"Newell Rubbermaid Inc",17.61,17.87,17.56,17.55,17.97,17.68,17.53,18.31,16.56,1239600,1231600,1334640,1675673
NWS,"News Cp Cl B",13.86,13.87,13.68,13.86,13.8,13.8,14.05,14.8,13.54,253000,226000,275400,414009
NWSA,"News Cp Cl A",13.96,13.92,13.79,13.95,13.85,13.85,14.13,14.88,13.61,1233400,1391900,1278000,1900341
NXPI,"Nxp Semiconductors",136.06,134.89,137.93,135.86,137.67,135.21,131.58,145.15,117.25,1512800,1681800,1491220,2141818
O,"Realty Income Corp",59.55,60.09,59.01,59.68,59.15,59.1,61.26,64.61,58.36,1089300,1885800,2008800,2101327
ODFL,"Old Dominion Freight Line Inc",197.14,196.16,199.19,196.28,198.48,199.12,192.43,205.11,179.82,586200,587500,544720,727550
OKE,"Oneok Inc",28.6,30.67,28.63,28.43,28.8,28.92,27.68,30.8,23.28,5223300,3035200,3965820,4300313
OMC,"Omnicom Group Inc",51.8,51.58,51.29,51.5,51.45,51.15,51.19,53.89,48,2132600,2136400,1809320,1813223
ORCL,"Oracle Corp",59.44,59.69,59.34,59.67,59.92,59.75,60,61.83,58.29,8900601,10114800,8527740,8567750
ORLY,"O'Reilly Automotive",464.51,457.13,469.02,466,467.19,469.42,457.63,475.38,437.35,449000,351400,432480,455882
OTIS,"Otis Worldwide Corp [Otis/I]",63.99,63.24,64.25,63.72,64.68,64.39,63.76,66,60.2,4980300,1082600,1748180,1645250
OXY,"Occidental Petroleum Corp",9.7,10.17,9.86,9.66,9.92,10.07,10.29,11.34,9.23,25194100,22783301,21339359,23674035
PAYC,"Paycom Software Inc",377.03,377.33,396,376.07,383.14,384.68,342.84,397.51,265.71,336600,389200,315760,472232
PAYX,"Paychex Inc",82.7,83.99,82.34,82.62,82.41,82.28,80.96,84.74,75.08,1168200,1187300,1218920,1674291
PBCT,"People's United Finl",10.58,11.33,10.52,10.56,10.51,10.52,10.5,11.35,9.73,7784000,2663300,3905640,3739386
PCAR,"Paccar Inc",92.02,91.69,90.09,90.91,91.38,90.34,87.73,92.48,80.41,1730000,2538600,2542460,1590646
PDD,"Pinduoduo Inc ADR",90,87.77,90.26,90.23,85.44,89.07,79,93.19,69.89,5894800,6400400,5781840,6793186
PEAK,"Healthpeak Properties Inc",27.39,28.47,27.04,27.41,26.83,27.09,27.59,29.3,25.51,3721100,3579300,3637580,3130173
PEG,"Public Service Enterprise Group Inc",59.67,60.87,59.78,59.52,59.78,59.89,56.87,60.89,51.66,1571400,2199200,1956480,2140350
PEP,"Pepsico Inc",139.8,139.61,139.68,139.6,141,139.71,138.44,144.11,129.85,2908000,2560000,3303800,4513468
PFE,"Pfizer Inc",37.08,37.43,37.35,37.08,37.87,37.49,36.72,38.85,35.52,18235500,18012199,25714340,20550531
PG,"Procter & Gamble Company",141.49,141.45,142.49,143.25,145.61,142.48,140.76,145.87,135.71,4502700,5649600,6194560,5733937
PGR,"Progressive Corp",93.35,94.39,94.85,93.6,96.42,94.59,95.71,102.05,90.89,1918200,2098500,2045360,2042282
PH,"Parker-Hannifin Corp",223.27,225.35,223.57,222.39,222.37,223.57,212.34,226.77,192.25,522500,620400,823140,691959
PHM,Pultegroup,44.11,42.64,46.88,45.24,46.88,46.98,46.73,49.7,42.07,6129300,4187700,3840200,2520623
PKG,"Packaging Corp of America",117.59,118.19,116.82,117.71,118.4,116.53,112.71,120.71,102.76,283100,444400,441400,540923
PKI,Perkinelmer,124.1,125.2,123.65,123.38,123.1,123.35,124.27,134.39,116.27,846600,548400,757540,869945
PLD,"Prologis Inc",102.93,102.8,102.91,102.65,104.93,103.53,102.92,109.11,94.76,1639800,1922200,1889800,2247491
PM,"Philip Morris International Inc",74.76,74.86,73.93,73.82,77.75,73.33,76.58,79.89,73.3,4732900,7273500,5823460,4463937
PNC,"PNC Bank",110.87,115.32,112.02,110.64,110.98,112.06,110.92,117.22,101.58,1824800,1281600,1772980,1964582
PNR,"Pentair Ltd",51.2,51.68,51.61,51.18,50.74,51.25,47.95,52.87,44.07,1073400,1343400,1389000,1098818
PNW,"Pinnacle West Capital Corp",83.66,85.73,82.29,83.69,82.27,82.33,79.11,85.91,70.4,1137500,1025600,794220,869527
POOL,"Pool Corp",365.99,350.26,358.89,355.97,353.64,355.63,338.49,371.17,304.43,511400,411700,352560,732841
PPG,"PPG Industries",134.65,133.7,134.97,134.03,135.56,134.63,128.72,138.4,116.95,1128100,1208200,1358460,1414318
PPL,"PPL Corp",27.83,28.43,27.99,27.9,27.95,28.07,27.92,29.34,25.47,3912200,4018900,3811500,3800073
PRGO,"Perrigo Company",45.07,45.48,45.94,44.85,46.09,46.16,45.64,47.74,44.28,981900,785500,783980,721395
PRU,"Prudential Financial Inc",65.81,67.92,65.99,66.14,66.54,66.22,65.41,69.39,60.16,1422300,1527600,1405340,2075514
PSA,"Public Storage",232.79,235.11,233.05,233.01,232.17,233.12,228.54,237.5,212.48,439000,670900,821080,716105
PSX,"Phillips 66",48.68,50.01,48.88,48.72,49.37,49.59,51.69,55.82,47.55,3408500,3798300,3460280,3032118
PVH,"Phillips-Van Heusen Corp",61.62,64.98,61.29,61.42,62.56,61.59,62.65,68.48,58.34,912100,848300,978520,1078918
PWR,"Quanta Services",61.7,61.12,62.26,61.57,62.04,63.04,57.55,64.14,50.08,1146900,1651800,1394900,1332200
PXD,"Pioneer Natural Resources Company",78.47,83,82.5,78.44,82.75,83.53,87.11,92.96,76.58,5712800,4633400,3516560,1819373
PYPL,"Paypal Holdings",211.9,203.93,208.3,213.07,201.14,201.96,197.11,215.83,179.6,12384800,17247100,10146020,7791586
QCOM,"Qualcomm Inc",129.51,128.38,128.04,128.55,129.18,128.3,122.33,132.42,109.24,3894700,4343900,5008920,7029623
QRVO,"Qorvo Inc",135.42,135,135.8,135.26,135.62,135.65,132.9,140.69,123.08,599700,799800,757840,1044986
R,"Ryder System",50.27,51.3,50.46,49.98,49.7,50.31,46.19,51.65,40.32,299800,475100,377920,436282
RCL,"Royal Caribbean Cruises Ltd",61.1,63.39,61.56,60.69,60.8,61.79,63.9,72.11,57.85,6300500,3869200,5804420,7178563
RE,"Everest Re Group",205.76,207.04,200.96,205.47,199.69,199.84,201.09,207.76,193.02,263200,298100,203400,239259
REG,"Regency Centers Corp",37.16,38.18,37.31,37.14,37.41,37.5,38.44,40.93,35.99,684900,520700,654360,882755
REGN,"Regeneron Pharmaceuticals",566.04,575.73,577.53,572.4,582,576.63,582.66,619.97,551,467000,493900,709180,1187695
RF,"Regions Financial Corp",12.82,13.8,12.95,12.79,12.75,12.94,12.2,13.82,10.6,15865200,9093200,10868141,8461178
RHI,"Robert Half International Inc",55.63,56.32,56.19,55.32,56.01,56.3,55.27,58.98,50.77,1861800,837500,1023000,785550
RJF,"Raymond James Financial",78.51,80.45,78.75,78.6,79.46,78.81,75.91,80.57,67.66,495500,462400,433260,574482
RL,"Ralph Lauren Corp",75.43,77.11,73.24,75.01,75.2,73.51,72.27,77.48,66.85,1070800,755900,859500,1192823
RMD,"Resmed Inc",179.13,182.82,179.79,179.13,179.75,179.43,174.14,183.55,165.92,403200,285200,393460,490232
ROK,"Rockwell Automation Inc",237.82,239.33,240.54,236.82,245.67,240.98,233.09,251.95,210.74,594800,730100,605520,564555
ROL,"Rollins Inc",59.37,59.45,59.9,59.21,59.44,59.75,56.67,60.72,52.12,878500,654400,891480,890905
ROP,"Roper Industries",421.73,427.52,422.66,421.46,426.16,422.87,410.01,438.32,380.07,408500,361900,483120,466109
ROST,"Ross Stores Inc",92.06,93.16,92.04,92.17,91.96,92.18,93.98,99.86,85.12,1889400,1624300,2257620,1702764
RSG,"Republic Services",91.67,91.77,92.03,91.67,92.71,92.28,93.12,95.58,91.13,675900,766600,730760,997750
RTX,"Raytheon Technologies Corp",60.23,62.8,60.42,60.35,61.98,61.24,59.57,62.97,56.34,6984800,5647100,6850760,6760914
SBAC,"SBA Communications",308.19,294.01,304.35,307.27,309.01,306.61,311.25,322.57,293.68,955300,324000,452540,528909
SBUX,"Starbucks Corp",88.02,89.36,88.38,88.27,88.68,88.51,87.51,91.1,81.92,4256900,4119200,4693540,5748259
SCHW,"The Charles Schwab Corp",38.92,40.13,39.13,38.93,39.19,39.13,37.44,40.26,33.96,10093700,7673000,10822520,15661368
SEE,"Sealed Air Corp",40.96,41.16,41.24,41.08,41.81,41.04,40.46,43.37,36.27,679200,780400,1326140,1234095
