Symbol,Name,Open,Last,"Prev Open",Previous,"Open 2D Ago","Last 2D Ago","1M MA","1M High","1M Low",Volume,"Prev Vol","5D Avg Vol","1M Avg Vol"
CVX,"Chevron Corp",73.52,72.89,71.82,73.51,73.28,72.95,73.6,79.15,68.82,9305957,10052899,9182760,12023027
CXO,"Concho Resources Inc",49.24,48.6,47.45,49.54,49.04,48.66,45.32,50.89,40.82,2865101,2588200,3361920,2227223
D,"Dominion Resources",81,81.41,80.07,80.81,81.88,81.05,79.48,82.99,75.3,3290693,2988900,2906660,3705900
DAL,"Delta Air Lines Inc",31.4,31.47,31.38,31.34,31.77,31.76,31.38,35.07,27.92,11143561,11922200,14813020,19441268
DD,"Du Pont De.Nemours Inc",59.45,59.17,57.99,59.28,58.27,58.77,57.03,60.92,53.49,2805695,2952600,3276560,4353568
DE,"Deere & Company",240,240.06,234.66,238.24,237.39,238.47,226.13,243.4,210.18,1652689,1225100,1297260,1492164
DFS,"Discover Financial Services",65,65.48,63.43,64.59,64.42,64.33,59.99,66.33,51.74,2340998,2225600,1993280,2890486
DG,"Dollar General Corp",224.03,221.71,219.94,222.87,222.7,220.1,212.76,224.82,200.5,1604100,1498000,1381780,1651264
DGX,"Quest Diagnostics Inc",118.59,120.2,116.24,118.14,117.84,117.62,115.06,122.86,108.28,1807326,510100,894020,962127
DHI,"D.R. Horton",79.5,77.09,77.03,78.82,78.23,78.27,75.5,81.21,69.76,3597706,2166400,2237740,2921027
DHR,"Danaher Corp",226.39,227.45,223.05,225.42,225.85,226.55,215.54,229.45,201.44,2637292,1724600,1937140,2025886
DIS,"Walt Disney Company",127.81,126.81,125,127.36,129.14,126.59,125.12,131.77,120.61,6295112,7748600,11785460,9244364
DISCA,"Discovery Comm A",20.89,20.96,20.84,20.97,21.65,20.93,21.93,24.68,20.54,2750000,4019300,3967340,3327286
DISCK,"Discovery Comm Inc",18.98,18.98,18.69,18.92,19.34,18.78,19.77,22.48,18.48,2454600,2138400,2031180,2402036
DISH,"Dish Network Corp",27.62,27.66,27.75,27.64,28.58,28.06,28.79,32.79,26.59,1629700,3021600,2458760,2610245
DLR,"Digital Realty Trust",156.54,157.7,155.59,156.67,157.99,156.36,149.85,159.58,138.71,1336450,1038500,1172040,1461014
DLTR,"Dollar Tree Inc",96.41,95.56,94.56,96.54,96.61,95.16,91.02,97.68,84.41,1866900,1486500,1840600,1876823
DOCU,"Docusign Inc",242.29,234.6,232.28,240.45,244.99,237.1,218.84,246.8,187.21,2557600,3201800,3592400,4728687
DOV,"Dover Corp",114.41,114.07,112.06,113.9,112.95,113.62,110.69,116.14,105.4,650341,404700,541020,697750
DOW,"Dow Inc",49.37,49.3,47.88,49.01,47.84,48.83,48.08,51.25,45.13,2754650,2793800,4142020,4332377
DPZ,"Domino's Pizza Inc",401.72,399.45,402.61,401.84,408.41,403.21,412.17,435.58,385.83,530872,664900,906060,890941
DRE,"Duke Realty Corp",38.75,38.86,38.31,38.94,39.59,38.63,37.9,40.62,35.37,1406748,1307900,1342180,1779018
DRI,"Darden Restaurants",100.1,98.94,98.11,100.13,98.96,99.23,98.37,105.7,85.38,1198256,1183100,1393720,2204668
DTE,"Dte Energy Company",118.04,119.3,117.89,117.94,119.68,119.4,115.76,122.93,109.65,1678639,1464500,1141460,1192741
DUK,"Duke Energy Corp",92.18,92.37,91.07,91.96,92.84,92.67,88.04,93.92,80.41,2811176,2170500,2615660,3953036
DVA,"Davita Healthcare Partners Inc",89.19,90.78,87.74,88.91,88.54,88.87,86.27,91.99,80.85,1219862,509000,680180,1177991
DVN,"Devon Energy Corp",9.38,8.95,9.12,9.42,9.57,9.32,9.52,10.59,8.43,9139273,10028899,9125540,11507827
DXC,"Dxc Technology Company",20.29,20.59,19.6,20.18,20.26,19.97,18.48,21.01,15.64,1684620,1734300,1905480,2842882
DXCM,Dexcom,403.2,405,391.07,399.58,400.34,394.01,393.96,420,373.41,838500,1058300,800140,809427
EA,"Electronic Arts Inc",132.5,131.92,131.07,131.34,133.79,132.75,129.45,134.05,123.37,1925000,1903400,2114560,2190714
EBAY,"Ebay Inc",55.33,55.83,55.79,55.4,57.79,56.46,52.58,58.34,47.44,6167100,6275900,7099180,7848559
ECL,"Ecolab Inc",202.53,204.53,198.79,201.44,201.36,201.31,199.94,208.49,192.42,1070550,1054300,1006440,1106614
ED,"Consolidated Edison Company of New York",81.7,81.7,81.15,81.74,82.4,82.24,78.48,83.13,71.73,2205257,1286800,1345320,1887514
EFX,"Equifax Inc",163.33,163.34,163.41,162.38,165.49,164.17,159.1,166.61,150.53,606097,533900,445360,561641
EIX,"Edison International",56.82,58.11,55.61,56.81,56.34,56.24,53.13,58.55,48.47,2308546,1283500,1496840,2404054
EL,"Estee Lauder Companies",223.46,224.13,221.46,221.88,225.82,222.84,217.96,228.6,204.23,936348,893700,871420,861286
EMN,"Eastman Chemical Company",86.54,86.49,84.5,86.13,84.82,85.61,81.5,87.21,74.84,471555,603000,560000,912945
EMR,"Emerson Electric Company",70,70.28,68.42,69.58,69.08,69.38,67.13,71.2,63.16,2848169,2020600,2133200,2194327
EOG,"Eog Resources",37.88,37.42,36.55,38.08,38.76,37.62,37.42,41.55,33.63,10261139,4791700,6717460,5144623
EQIX,"Equinix Inc",816.26,817.69,814.01,814.83,823.89,817.4,781.86,839.77,729.39,324800,255100,331920,357773
EQR,"Equity Residential",52.51,51.85,52.48,52.31,53.47,52.81,53.4,57.32,50.01,2609178,1820800,1851980,2908514
ES,"Eversource Energy",91.02,91.42,91.32,91.02,91.99,91.83,86.2,93.8,77,1821305,1399800,1245780,1505982
ESS,"Essex Property Trust",204.35,202.04,205.41,204.69,210.63,206.89,208.07,222.23,198.08,401298,304500,342420,426177
ETN,"Eaton Corp",109.36,109.26,106.97,108.63,107.89,108.19,103.89,111.19,96.24,1520184,955600,1209240,1545291
ETR,"Entergy Corp",105.43,106.67,104.75,105.32,106.54,105.76,101.28,107.86,93.29,1106990,844800,1110800,1282391
ETSY,"Etsy Inc",151.98,147.59,145.38,150.67,153.8,149.97,131.1,154.88,104.3,1765500,2210400,2758800,4475055
EVRG,"Evergy Inc",54.36,54.92,53.57,54.42,53,53.45,51.78,55.11,48.61,1698136,1908000,1527080,1643245
EW,"Edwards Lifesciences Corp",85.87,85.33,83.83,85.32,83.92,85.17,80.88,86.98,74.07,1831137,2006200,1912680,2405959
EXC,"Exelon Corp",41.4,42.09,40.44,41.4,41.33,41.03,37.28,42.17,33.97,6516500,5918700,7917940,6110854
EXPD,"Expeditors Intl",93.91,93.29,93.53,93.86,93.2,93.75,91.11,94.44,87.3,1391800,516100,891700,973518
EXPE,"Expedia Group Inc",91.06,90.71,91.15,90.23,94.57,92.4,93.18,98.48,87.9,2201000,3394100,2257440,2140405
EXR,"Extra Space Storage Inc",114.7,114.63,112.88,114.94,113.48,113.37,110.37,115.5,102.74,1310208,1357700,1349500,1157868
F,"Ford Motor Company",7.71,7.67,7.42,7.62,7.73,7.57,7.08,7.88,6.41,47509411,49336102,65381941,59862582
FANG,"Diamondback Energy",30.52,29.29,29.91,30.63,30.69,30.49,30.76,34,28.05,2783500,2780200,2402940,2884027
FAST,"Fastenal Company",44.91,45.26,44.64,44.62,45.67,44.95,45.15,48.77,43.05,3384400,3295100,4506760,3658241
FB,"Facebook Inc",267.38,265.93,267.6,266.72,277.62,271.82,260.76,280.18,244.13,16622699,15416000,19344459,20444113
FBHS,"Fortune Brands Home & Security",90.06,90.26,87.42,89.81,89.17,88.5,86.54,90.94,80.01,665148,538900,618700,905573
FCX,"Freeport-Mcmoran Inc",17.25,17.15,16.52,17.21,16.95,16.94,16.23,17.5,14.67,11012059,11602500,11865740,19787592
FDX,"Fedex Corp",284,283.87,273.09,282.11,274.75,276.24,258.7,287.16,230.27,2992528,2258000,2210360,2835836
FE,"Firstenergy Corp",31.57,31.69,31.24,31.51,31.38,31.43,29.77,31.99,27.3,3910664,2823300,4205100,4314777
FFIV,"F5 Networks Inc",132.02,132.7,127.52,132.27,126.75,129.11,124.5,134.09,116.79,772700,824000,702000,659709
FIS,"Fidelity National Information Services",144.14,143.88,141.57,143.88,146.32,144.07,146.03,150.31,138.46,3520825,3528300,2957600,2721823
FISV,"Fiserv Inc",102.31,101.22,101.23,101.81,104.76,102.71,102.53,107.2,96.77,2886100,3689000,4029180,4725882
FITB,"Fifth Third Bncp",23.44,23.26,22.69,23.4,23.33,22.73,21.93,23.93,19.32,4284400,5220400,5407840,6065396
FLIR,"Flir Systems Inc",37.36,37.18,36.51,37.49,36.37,36.97,36.19,38.21,34.15,1217800,886600,1013680,1106145
FLS,"Flowserve Corp",29.07,28.86,28.62,29.05,28.94,29.31,27.98,29.94,25.87,806908,1204300,917420,961218
FLT,"Fleetcor Technologies",248.6,249.59,246.58,246.51,249.34,250.19,241.06,253.99,229.13,420251,469800,512260,617250
FMC,"FMC Corp",109.64,108.91,107.71,109.07,108.53,109.43,106.83,113.73,101.42,543540,542500,672540,681482
FOX,"Fox Corp Cl B",27.31,27.12,26.92,27.2,27.47,27.13,27.85,30.04,25.61,715400,992200,1096240,1299646
FOXA,"Fox Corp Cl A",27.11,26.86,26.79,26.93,27.26,26.93,27.72,30,25.57,3428200,6332800,4691440,4012177
FRC,"First Republic Bank",126.12,126.78,120.53,125.62,125,121.14,114.17,128.79,100.38,749653,787600,869940,857200
FRT,"Federal Realty Investment Trust",75.04,74.37,75,76.18,76.85,75.64,76.36,84,70.68,573464,333000,447460,600636
FTI,"Technipfmc Plc",7.07,6.88,6.71,7.07,6.85,6.9,6.7,7.56,5.96,6024907,4877600,5228640,5871323
FTNT,"Fortinet Inc",132.18,131.54,128.34,131.75,131.32,130.14,121.11,132.88,112.61,1004000,1337500,1262760,1204177
FTV,"Fortive Corp",67.7,67.14,66.4,67.42,66.23,67,73.82,82.12,66.02,1961157,1414800,2555100,3661973
GD,"General Dynamics Corp",141.62,142.24,141.7,140.81,142.8,142.89,141.19,146.97,133.6,2653296,1336200,1637500,1283900
GE,"General Electric Company",6.96,7.29,6.7,6.87,6.72,6.82,6.5,7.35,6,169147263,89252602,104160000,113834422
GILD,"Gilead Sciences Inc",62.4,62,63.48,62.96,64.41,64.05,63.32,65.54,61.65,12307101,9630600,8656360,8618959
GIS,"General Mills",62.86,62.37,62.05,62.7,62.69,62.09,60.65,63.29,56.92,2884061,2203000,2402660,3736359
GL,"Globe Life Inc",82.99,83.24,80.43,82.87,81.86,81.52,80.9,84.15,75.39,413982,428600,419600,473273
GLW,"Corning Inc",35.06,35.18,34.11,34.96,34.92,34.5,33.13,35.83,30.16,3588330,4007700,4515840,4534150
GM,"General Motors Company",32.88,33.45,30.99,32.59,32.08,31.67,30.82,33.47,28.24,11956111,11829800,9315680,11201363
GOOG,"Alphabet Cl C",1565.85,1573.01,1547.15,1559.13,1578.59,1568.08,1487.93,1593.86,1406.55,1435100,1540800,1798060,1698027
GOOGL,"Alphabet Cl A",1561.83,1567.7,1544.5,1555.47,1574.6,1563.44,1483.56,1588.42,1402.15,1710300,1561400,1930320,1818264
GPC,"Genuine Parts Company",101.34,100.92,100.08,101.28,100.01,100.93,97.89,103.21,92.82,733791,910600,686940,768718
GPN,"Global Payments Inc",176.88,177.06,175.16,176.02,180.58,177.19,178.03,184.93,170.5,1279454,2271600,1458000,1449864
GPS,"Gap Inc",20.03,19.32,19.29,19.86,19.48,19.61,18.08,20.34,15.76,5452469,5762100,6400340,8320532
GRMN,"Garmin Ltd",98.99,99.12,97.7,99.03,99.01,98.49,96.3,99.88,91.84,807900,369300,485020,640559
GS,"Goldman Sachs Group",208.32,206.21,209.58,208.6,213.88,211.23,200.9,214.89,185.87,3246646,4334000,4385820,3704745
GWW,"W.W. Grainger",388.18,383.54,381.51,385.65,386.59,386.24,364.35,392.52,337.25,432935,193800,286940,296486
HAL,"Halliburton Company",12.98,12.25,12.4,13.07,12.59,12.72,12.6,14.97,10.6,18407737,12273700,12595600,15357668
HAS,"Hasbro Inc",86.88,87.6,85.02,86.81,87.38,85.85,82.41,90,75.25,636000,492200,617580,837800
HBAN,"Huntington Bcshs",9.62,9.67,9.38,9.66,9.58,9.46,9.4,10.16,8.52,5901700,6063600,5932660,8029941
HBI,"Hanesbrands Inc",17.44,17.2,16.8,17.34,16.94,17.02,16.31,17.49,15.13,3931007,2557000,2939880,4819323
HCA,"Hca Holdings Inc",137.79,135.12,132.5,137.79,132.62,134.66,127.79,140,114.38,1197578,1327700,1298120,1651014
HD,"Home Depot",288.25,287.66,284.12,287.54,289.51,287.09,278.73,292.65,263.88,3109401,2700100,2628440,3077068
HES,"Hess Corp",39.15,38.06,37.79,39.32,38.78,38.59,39.69,44.67,36.62,1640077,1469800,1606880,2434750
HFC,"Hollyfrontier Corp",21.11,20.16,20.02,21.19,20,20.51,20.54,22.48,18.38,2009370,3189900,2224720,2392832
HIG,"Hartford Financial Services Group",37.84,37.7,36.93,37.83,37.74,37.42,37.31,39.63,34.69,1541933,1439900,1463060,2421009
HII,"Huntington Ingalls Industries",147.79,148,150.48,147.55,147.37,151.53,145.57,152.88,136.44,376595,379700,299780,362091
HLT,"Hilton Inc",88.88,89.5,87.36,88.68,89,88.3,88.25,94.1,81.48,1901759,1330700,1794160,2684300
HOLX,"Hologic Inc",66.12,66.9,66.37,65.93,68.15,66.5,66.23,69.71,59.71,2285300,1758900,1874320,1784527
HON,"Honeywell International Inc",173.3,174.86,171.06,172.61,173.09,173.47,167.65,176.98,156.85,3628934,2437400,2832800,2687036
HPE,"Hewlett Packard Enterprise Comp",9.96,9.48,9.67,9.88,9.78,9.76,9.53,10.08,8.84,15991989,7045900,8819480,10315209
HPQ,"HP Inc",19.62,19.6,19.27,19.56,19.68,19.5,19.04,19.97,17.83,7409225,7697800,7216680,9671859
HRL,"Hormel Foods Corp",50.3,49.54,50.01,50.47,50.57,50.23,49.16,51.1,47.4,5537107,1502600,2673660,1694041
HSIC,"Henry Schein Inc",61.47,62.34,60.12,61.36,59.61,60.87,59.74,63.5,56.31,772700,520100,637820,932441
HST,"Host Marriott Financial Trust",11.01,10.95,10.84,11.02,11.16,10.95,11.04,11.98,10.04,4439757,6790200,7138380,8602063
HSY,"Hershey Foods Corp",150.93,149.92,148.57,150.42,148.51,149.47,142.81,151.65,134,912213,579500,648880,752314
HUM,"Humana Inc",435.75,437.72,419.2,435.36,429.5,423,412.69,445.2,382.72,455605,537400,468940,642791
HWM,"Howmet Aerospace Inc",18.75,18.59,18.01,18.5,17.94,18.26,17.65,19.07,16.15,2241495,1692900,1829860,2575782
IBM,"International Business Machines",125.17,125.93,124.08,124.89,125.13,125.94,123.03,135.5,116.48,4714320,3389300,4374960,4889318
ICE,"Intercontinental Exchange",102.47,101.3,101.23,102.07,102.87,102.31,100.64,103.88,96.67,2410670,2145000,2793980,2626668
IDXX,"Idexx Laboratories",423.76,423.75,416.42,422.72,420.82,420.51,388.96,430.86,347.54,269500,251800,342720,402645
IEX,"Idex Corp",190.54,192.73,186.66,189.62,185.15,188.15,184.1,193.14,175.59,1249854,411700,577680,385450
IFF,"International Flavors & Fragrances",116.68,116.27,115.53,116.01,117.64,116.91,118.85,125.05,113.54,1237910,912800,1059300,1035400
ILMN,"Illumina Inc",326.2,326.31,327.93,323.78,345.5,330.12,310.81,356,260.42,1556100,1241500,1571140,2423864
INCY,"Incyte Corp",91.11,90.63,91.3,90.53,94.43,93.35,90.23,98.47,82.98,1084100,884300,1065560,1276432
INFO,"IHS Markit Ltd",80.6,81.32,78.94,80.11,80.05,79.44,78.64,81.77,76.04,1574836,1708400,1591020,2287336
INTC,"Intel Corp",53.9,54.16,52.75,53.85,54.01,53.55,51.67,54.7,48.42,23421299,18272801,22177660,25631951
INTU,"Intuit Inc",343.78,341.15,341.29,341.97,351.49,345.3,326.88,353.98,295.37,790000,790000,1033280,1276155
IP,"International Paper Company",46.36,46.54,44.09,45.55,44.27,44.66,41.96,46.81,38.38,4910443,3760900,3767660,3308909
IPG,"Interpublic Group of Companies",18.01,18.26,17.75,17.96,18.11,18.07,17.46,18.67,15.92,4448609,2921200,4110460,3760232
IPGP,"Ipg Photonics Corp",186.31,183.31,180.58,185.97,183.85,181.9,172.46,187.6,156.63,173400,312600,212880,184259
IQV,"Iqvia Holdings Inc",163.33,164.56,163.53,162,167.37,165.89,159.14,171.88,146,1047542,1173500,946140,1021245
IR,"Ingersoll Rand Inc",37.46,37.22,36.56,37.07,37.57,37.37,36.3,38.1,34.02,1611814,2636400,2302440,2564064
IRM,"Iron Mountain Inc",27.58,27.51,27.4,27.65,27.73,27.51,27.36,29.25,25.97,1202744,1357300,1700000,2473950
ISRG,"Intuitive Surg Inc",725,752.68,742.07,741,759.31,751.08,703.61,766.18,633.29,1032200,929100,779860,654891
IT,"Gartner Inc",130.27,130.07,123.22,129.59,128,124.77,126.61,133.99,121.16,465812,741400,635440,447386
ITW,"Illinois Tool Works Inc",204.77,206.64,200.91,203.79,203.4,203.1,197.57,207.75,188.14,1219723,548500,746680,970795
J,"Jacobs Engineering Group Inc",99.4,99.33,98.02,99.37,99.73,98.91,94.89,101.45,88.15,1202641,775600,847240,777145
JBHT,"J B Hunt Transport",135.96,128.04,137.77,141.84,139.18,140.01,132.03,142.6,124.3,3407900,962900,1343480,948886
JBLU,"Jetblue Airways Cp",12.32,12.24,12.13,12.31,12.2,12.3,11.98,13.23,10.93,7028700,5880500,6278920,8078182
JCI,"Johnson Controls Intl",42.73,43.02,42.17,42.62,42.51,42.51,41.89,43.66,39.79,3993227,3200300,3385460,4268627
JD,"Jd.com Inc Ads",81.43,81.52,79,80.25,82.81,81.1,77.43,85.39,71.76,9779200,10549900,12637040,10243005
JKHY,"Jack Henry & Assoc",161.12,162.26,157.83,162.31,163.24,160.93,162.09,166.49,153.35,289700,334800,393940,497791
JNJ,"Johnson & Johnson",147.6,148.1,147.48,147.19,148.82,148.1,147.4,153.14,142.96,6098404,5979000,7623000,6671723
JNPR,"Juniper Networks",22.47,22.43,22.29,22.5,22.46,22.5,22.17,23.44,21.01,1934309,1620600,1944960,2997705
JPM,"JP Morgan Chase & Company",101.41,101.51,99.1,101.72,101.03,100.22,97.93,103.22,91.38,13276397,17171100,16683500,17316045
K,"Kellogg Company",67.29,67.1,66.64,67.14,66.74,66.86,64.54,67.57,60.84,1215727,1891200,1422440,2001550
KEX,"Kirby Corp",39.9,39.3,38.5,40,38.15,39.15,37.77,40.83,35.1,356781,397500,797920,811273
KEY,Keycorp,12.97,12.93,12.53,12.98,12.83,12.67,12.44,13.41,11.33,5556604,4555400,5426300,7474200
KEYS,"Keysight Technologies Inc Comm",105.49,104.91,104.03,105.68,104.95,104.98,100.48,106.63,95.44,800385,1148500,1058520,1190909
KHC,"Kraft Heinz Company",32.38,32.16,31.8,32.3,32.41,32.15,30.53,32.87,28.56,3469900,3686200,6241600,6311937
KIM,"Kimco Realty Corp",11.06,11.02,10.9,11.11,11.08,10.97,11.52,13.03,10.59,4698458,3243100,4324240,4719955
KLAC,"K L A-Tencor Corp",214.43,208.4,209.39,213.09,220.09,216,197.31,223.54,174.7,1225900,1168500,1205300,1124436
KMB,"Kimberly-Clark Corp",154.05,153.33,152.9,154.32,153.72,152.64,149.13,155.45,144.36,1357368,1080500,1443200,1340295
KMI,"Kinder Morgan",12.99,12.86,12.81,12.99,12.71,12.96,12.66,13.43,11.97,13082747,13604500,12995960,13805255
KMX,"Carmax Inc",93.38,93.74,90.5,93.12,93.74,91.58,96.13,108.85,90.25,1251851,1674500,1780320,2197214
KO,"Coca-Cola Company",49.99,50.03,49.4,49.99,50.05,50.12,49.64,51.53,47.56,13570887,9963101,11973700,13591546
KR,"Kroger Company",34.09,34.07,33.66,33.98,34.42,33.84,33.87,34.97,32,4953706,5598300,6590080,7414086
KSU,"Kansas City Southern",183.72,179.01,182.82,184.01,183.76,184.4,182.42,188.61,175.41,2184345,716700,969520,825477
L,"Loews Corp",35.62,35.74,34.8,35.64,35.77,35.35,35.44,37.49,32.83,357107,399800,548060,784759
LB,"L Brands Inc",33.7,33.3,31.57,33.61,32.24,31.98,31.67,33.99,28.48,3413877,5359800,4233000,4641536
LBTYA,"Liberty Global Ord A",21.89,21.81,21.72,22.05,22.57,22.06,21.29,22.76,19.78,1326000,734000,1270380,1351586
LBTYK,"Liberty Global Ord C",21.75,21.57,21.5,21.79,22.34,21.77,20.89,22.4,19.39,2445500,2502900,3133580,3183468
LDOS,"Leidos Holdings Inc",88.33,87.83,87.73,87.78,88.27,88.49,89.63,94.42,87.05,677947,642400,691480,828259
LEG,"Leggett & Platt Inc",45.9,45.5,44.19,45.66,44.75,44.89,43.1,46.13,40.37,677327,696700,621200,984064
LEN,"Lennar Corp",85.41,84.68,81.9,84.68,83.25,83.32,81.06,86.8,74.75,3765809,1828300,1993260,2701991
LH,"Laboratory Corp of America Holdings",194.52,199.09,191.32,192.74,195.02,192.87,188.46,202.36,176.49,761483,457800,501900,531318
LHX,"L3Harris Technologies Inc",174.46,174.37,175.11,173.47,174.62,176.35,176.45,187.7,168.4,960427,1031300,956440,1130045
LIN,"Linde Plc",231.1,233.08,229.08,229.6,236.49,234.86,236.71,250.61,228,1836107,2389100,1684720,1884886
LKQ,"LKQ Corp",31.55,31.89,30.56,31.8,30.96,30.96,29.52,32.13,26.73,1808300,2009600,1860440,2734486
LLY,"Eli Lilly and Company",147.11,146.12,146.65,146.78,150.38,148.46,149.29,157.15,143.27,2919724,3785900,3724500,4040032
LMT,"Lockheed Martin Corp",388.49,386.5,387.33,386.12,387.14,390.72,385.95,399,374.28,952117,792100,923020,1120400
LNC,"Lincoln National Corp",34.17,33.78,33.15,34.03,33.98,33.88,32.95,36.23,29.42,1775016,1559800,1563780,2281436
LNT,"Alliant Energy Corp",54.49,54.89,53.71,54.55,54.29,54.05,52.62,55.52,48.89,1339700,874500,1016500,1340659
LOW,"Lowe's Companies",176.79,177.7,171.56,176.15,175.12,173.61,166.71,180.67,155.2,3879396,3632100,3470600,3336173
LRCX,"Lam Research Corp",376.5,364.96,362.77,375.49,375.32,374.23,340.96,381.96,296.17,1591500,1683000,1474600,1648273
LSTR,"Landstar System",133.78,130.62,132.21,134.61,132.19,133.48,128.67,135.25,120.92,223600,196500,213440,255682
LULU,"Lululemon Athletica",356.15,349.95,345.12,353.61,358.89,352.07,329.57,359.23,287.21,869500,762600,1079800,1874259
LUMN,Centurylink,9.88,9.86,9.77,9.93,9.87,9.8,10.14,11.14,9.61,5226378,7606900,7495480,7736205
LUV,"Southwest Airlines Company",39.03,39.68,38.65,38.8,39.25,39.25,38.49,41.99,35.82,7334812,4496000,6991420,9810269
LVS,"Las Vegas Sands",45.81,45.37,44.5,45.74,44.92,44.98,46.35,49.76,44.06,3108199,6625100,4821700,4904491
LW,"Lamb Weston Holdings Inc",73.28,72.7,71.03,73.24,71.91,72.13,68.78,75,62.13,963964,617900,694280,1038282
LYB,"Lyondellbasell Industries NV",77.66,77.01,76.42,76.99,76.48,78,74.73,81.21,66.75,1693149,2032500,1921920,2466191
LYV,"Live Nation Entertainment",54.67,54.6,53.67,54.37,54.5,54.36,54.45,60.24,50.12,1201731,1574900,1203320,1761436
MA,"Mastercard Inc",340,339.4,338.3,338.57,345.76,342.7,339,355,320.81,3326354,3728000,2951140,3027523
MAA,"Mid-America Apartment Communities",122.34,119.44,121.72,122.47,123.03,122.76,119.41,126.51,111.19,665519,593400,527020,606868
MAR,"Marriot Int Cl A",97.33,97.76,96.29,97.07,98.54,97.07,96.58,107.13,90.27,1707500,1886700,2220060,2716914
MAS,"Masco Corp",57.67,57.46,56.28,57.45,57.05,56.88,56.24,58.54,53.93,1268684,959700,1474420,2108541
MATX,"Matson Inc",51.1,50.45,49.89,51.43,50.02,50.39,43.28,52.94,36.78,118407,194700,194180,250695
MCD,"McDonald's Corp",229.77,229.37,226.15,229.64,228.41,227.62,222.41,231.91,213.4,2162939,2178200,2143040,2585964
MCHP,"Microchip Technology",111.76,110.81,109.38,111.34,111.58,110.75,105.6,116.56,95.53,1437400,986600,1505780,1797218
MCK,"Mckesson Corp",157.11,156.67,152.28,156.55,151,154.01,150.07,158.92,144.58,977758,899800,798140,1173423
MCO,"Moody's Corp",291.48,289.06,288.28,290.48,294.13,290.11,287.05,298.18,272.61,510447,613000,497360,528727
MDLZ,"Mondelez Intl Inc",58.58,57.97,57.8,58.34,58.66,58.58,56.97,59.11,54.48,5872500,5815100,6099600,6210441
MDT,"Medtronic Inc",107.88,110.13,106.02,107.52,107.73,107.56,105.31,111.04,100.3,6405628,3952600,4134880,4259041
MELI,"Mercadolibre Inc",1269.89,1271.38,1212.13,1257.89,1270,1238.7,1116.47,1283.96,959.87,363800,468100,512640,479759
MET,"Metlife Inc",39.28,39.28,38.37,39.13,39,38.97,38.17,40.42,35.19,4689367,3646300,5055180,5637827
MGM,"MGM Resorts International",21.1,21.24,20.75,21.16,21.07,21.09,21.58,22.88,20.57,8259707,9136199,9927600,11905414
MHK,"Mohawk Industries",103.55,105.38,102.67,103,103.84,103.61,101.1,110,92.17,582388,378100,496600,520036
MKC,"Mccormick & Company Inc",200.13,199.39,196.72,199.15,199.74,198.01,193.89,203.33,183.22,404492,349500,447980,696714
MKTX,"Marketaxess Holdings",543.36,538.07,530.97,540.48,541,535.43,490.19,547.65,434.33,188200,174800,181320,214491
MLM,"Martin Marietta Materials",258.63,258.97,256.78,256.86,262.26,259.83,243.27,277.43,215.74,498388,775500,628940,768745
MMC,"Marsh & Mclennan Companies",114.66,114.94,113.76,114.36,115.4,114.51,115.04,119.4,110.71,1606906,1449000,1376240,1830818
MMM,"3M Company",169.94,170.97,166.05,169.08,167.01,168.4,164.49,173.2,156.25,2478787,1638200,1732280,2171682
MNST,"Monster Beverage Cp",81.73,80.76,81.83,81.39,83.79,82.8,79.99,84.46,76.88,4755000,2194200,3020840,2399541
MO,"Altria Group",39.91,39.53,39.16,39.7,39.28,39.55,39.35,41.96,37.59,5972572,4208200,6228140,8082586
MOS,"Mosaic Company",19.62,19.14,19,19.49,19.51,19.31,18.85,20.2,17.19,3190668,3568900,3137160,5120291
MPC,"Marathon Petroleum Corp",30.34,29.37,29.1,30.54,29.54,29.91,29.8,32.61,26.56,5030242,5150500,5210360,7112632
MRK,"Merck & Company",79.3,79.83,79.8,79.06,80.85,80.51,81.75,86.3,78.78,7541600,8734800,8325700,8097736
MRNA,"Moderna Inc",76.06,73.94,75.48,75.58,80.01,76.56,71.33,81.37,63.64,4693500,5014500,7522320,7784205
MRO,"Marathon Oil Corp",4.23,4.07,4.15,4.27,4.26,4.2,4.27,4.87,3.79,25005833,21728100,23189199,25530100
MS,"Morgan Stanley",51.53,51.85,50.05,51.33,50.91,50.65,48.79,52.27,45.86,16923295,21059600,18684719,14857300
MSCI,"MSCI Inc",363.61,365.61,355.34,361.62,360.9,359.04,352.16,369.25,338.05,240527,241500,296260,424427
MSFT,"Microsoft Corp",220.15,219.66,217.1,219.66,223,220.86,210.34,225.21,196.25,26057799,22733000,28330920,30375137
MSI,"Motorola Solutions",171.42,170.91,165.9,171.59,167.39,166.92,159.83,174.94,149.81,1126395,1811100,996200,959982
MTB,"M&T Bank Corp",101.11,100.11,97.31,101.02,99.88,97.8,96.92,103.47,88.48,576680,517000,646220,968468
MTD,"Mettler-Toledo International",1027.13,1029.77,1012.08,1018.53,1030.01,1022.39,991.45,1044.83,945,74650,67200,78380,98800
MU,"Micron Technology",52.15,51.61,50.76,51.94,52.01,51.63,49.62,52.75,46.5,14228700,14000500,15884561,20035428
MXIM,"Maxim Integrated",73.96,73.09,72.11,73.67,73.43,72.95,68.93,74.87,63.74,2252100,1530700,1957260,3233505
