Symbol,Name,Open,Last,"Prev Open",Previous,"Open 2D Ago","Last 2D Ago","1M MA","1M High","1M Low",Volume,"Prev Vol","5D Avg Vol","1M Avg Vol"
MYL,"Mylan NV Ord Shs",15.82,15.71,15.39,15.73,15.58,15.55,15.14,16.22,14.02,7066200,2571900,3917380,4558109
NCLH,"Norwegian Cruise Ord",16.28,16.2,16.18,16.1,16.68,16.48,16.72,18.91,14.15,13688672,19229799,19220900,24153682
NDAQ,"Nasdaq Inc",128.66,128.87,126.5,128.41,127.3,127.65,124.23,129.9,118.01,727500,410000,549880,860632
NEE,"Nextera Energy",299.56,305.6,297.98,298.46,302,300.64,288.33,308.06,267.14,1862557,1434800,1655320,2070359
NEM,"Newmont Mining Corp",63.15,62.67,63.18,63,63.4,64,62.71,66.79,59.28,3583335,4091800,3990880,5753600
NFLX,"Netflix Inc",549.5,530.79,545.52,541.94,562.61,541.45,509.11,572.49,458.6,6347300,5113100,6392760,5356463
NI,"NiSource Inc",23.37,23.5,23.11,23.39,23.13,23.3,22.35,23.68,21.28,2100189,2257800,2842480,3571682
NKE,"Nike Inc",129.51,128,126.48,129,129.53,127.66,125.29,131.34,111.74,6011173,4236000,4643180,8596945
NLOK,"Nortonlifelock Inc",21.13,21.1,21.31,21.1,21.38,21.57,20.95,21.92,20.15,4053600,4345000,4275360,5160346
NLSN,"Nielsen Holdings Plc",13.96,13.94,13.68,13.93,13.94,13.84,14.14,15.74,13.3,1567496,3962100,3663180,3556782
NOC,"Northrop Grumman Corp",315.97,316.24,313.53,314.82,311.43,314.89,321.18,345.89,307.12,1393687,854000,967660,883382
NOV,National-Oilwell,8.9,8.6,8.59,8.97,8.66,8.8,9.52,12.08,8.13,5644784,7201100,5949620,6071968
NOW,"Servicenow Inc",524.15,524.87,509.48,520.68,520,516.89,489.59,530.73,442,1031892,945300,1008820,1092682
NRG,"NRG Energy",34.07,33.69,33.2,34.04,33.26,33.71,31.04,34.4,28.22,2199369,1921200,2370380,2282382
NSC,"Norfolk Southern Corp",220.58,218.75,214.15,219.35,215.98,217.35,216.59,224.68,208.17,866218,938400,953360,1212295
NTAP,"Netapp Inc",47.29,47.15,45.89,47.05,46.88,46.67,44.03,47.78,40.46,1332000,1398700,1743180,2149982
NTES,"Netease Inc Ads",88.99,88.52,88.05,88.33,91.46,89.57,91.51,97.39,85.04,1990200,2069600,2170900,2305377
NTRS,"Northern Trust Corp",87.5,87.38,83.66,87.02,84.14,84.39,80.95,87.99,74.03,700600,943200,765900,952118
NUE,"Nucor Corp",49.48,49.33,48.46,49.26,48.44,49.38,47.2,49.97,44.05,1366084,1475100,1586200,1904227
NVDA,"Nvidia Corp",561.47,552.46,552.43,558.8,571.62,563.81,532.58,573.94,476.18,6065900,6680600,7829220,13366096
NVR,"NVR Inc",4450.1,4372.19,4300,4446.65,4433.01,4360.77,4173.13,4530,3823.31,17451,14800,18020,19727
NWL,"Newell Rubbermaid Inc",18.14,18.02,18.03,18.13,17.85,18.27,17.5,18.31,16.56,1485300,1224800,2043400,1986718
NWS,"News Cp Cl B",14.04,13.94,14.11,13.89,14.29,14.11,14.26,15.7,13.55,285900,342000,399940,575700
NWSA,"News Cp Cl A",14.05,14.06,14.06,13.97,14.37,14.18,14.34,15.9,13.78,974800,1713000,1534040,2547059
NXPI,"Nxp Semiconductors",139.33,137.23,134.59,136.87,136.8,137.11,129.56,145.15,117.25,1300900,1556900,2128520,2311959
O,"Realty Income Corp",60.62,60.53,60.66,60.41,61.62,61,61.69,65.38,58.36,2623091,2487100,2089980,2309518
ODFL,"Old Dominion Freight Line Inc",203.92,200.58,200.75,204.01,201.34,202.51,189.95,205.11,176.34,560500,380600,492340,878673
OKE,"Oneok Inc",29.83,28.9,28.56,29.82,29.48,29.95,27.29,30.65,23.28,3849990,5486700,4122860,4598159
OMC,"Omnicom Group Inc",52.73,52.48,52.11,52.79,52.53,53.18,51.15,54.17,48,1749322,1850400,2076760,1926495
ORCL,"Oracle Corp",60.71,60.29,60.27,60.52,61.35,60.96,60.12,62.6,58.29,6070963,6251800,7229220,12269627
ORLY,"O'Reilly Automotive",468.72,467.01,462.34,469.5,470.47,464.63,456.92,475.38,437.35,462600,350300,422400,481314
OTIS,"Otis Worldwide Corp [Otis/I]",65.3,65.03,64.67,65.2,65.5,65.61,63.15,66,58.04,1047539,982800,1253140,1767364
OXY,"Occidental Petroleum Corp",10.51,10.09,10.23,10.61,10.52,10.45,10.57,12.09,9.23,19244699,18906900,18464539,24656504
PAYC,"Paycom Software Inc",379,381.8,365.13,375.91,376.42,372.94,324.02,385.02,265,267158,273500,349940,501945
PAYX,"Paychex Inc",83.76,83.73,83.46,83.28,83.27,84.34,80.12,84.74,75.08,1346000,1315200,1565600,1802604
PBCT,"People's United Finl",10.66,10.58,10.3,10.62,10.49,10.31,10.45,11.2,9.73,2858100,3339600,3403440,4099627
PCAR,"Paccar Inc",89.61,89.94,87.98,89.16,88.26,88.97,86.38,91.33,80.36,1918200,928000,1488440,1412136
PDD,"Pinduoduo Inc ADR",83.78,84.02,80.54,82.79,85.48,82.66,77.61,87.1,69.89,3644200,3369600,5484720,6868777
PEAK,"Healthpeak Properties Inc",27.14,27.03,27.36,27.62,27.69,27.51,27.5,29.3,25.51,3464665,2362800,2368340,3437714
PEG,"Public Service Enterprise Group Inc",58.68,59.5,57.5,58.45,57.92,58.02,55.39,59.83,50.32,2545417,1445100,1958080,2237714
PEP,"Pepsico Inc",141.75,141.73,141.16,141.43,143.55,142.52,137.05,144.11,129.36,5076100,3307700,4497060,4993923
PFE,"Pfizer Inc",37.07,37.95,36.63,36.55,37.01,36.86,36.53,38.12,35.38,40790772,15272500,23182580,20826705
PG,"Procter & Gamble Company",144.42,144.39,143.6,143.83,144.18,144.04,139.88,145.87,134.7,6807859,4997100,5193360,5847214
PGR,"Progressive Corp",98.18,96.52,96.14,97.51,100.57,99.65,95.96,102.05,90.89,2815676,2740700,2390400,2245432
PH,"Parker-Hannifin Corp",223.47,222.86,212.62,222.66,216.25,216.02,209.12,226.59,192.25,1465836,831300,777480,721668
PHM,Pultegroup,48.92,47.75,47.59,48.9,48.69,48.28,46.71,49.7,42.96,2577536,1454700,1997000,2342823
PKG,"Packaging Corp of America",119.39,119.59,115.25,118.7,116.87,116.56,111.42,120.17,102.76,650478,398300,472000,629732
PKI,Perkinelmer,124.18,124.02,120.66,123.33,124.57,122.05,123.43,134.39,114.75,576842,1003900,1121000,873605
PLD,"Prologis Inc",104.74,104.26,103.24,104.98,106.05,104.03,102.21,109.11,94.76,2167875,1280500,1703200,2572700
PM,"Philip Morris International Inc",79.35,79.27,77.87,79.14,78.56,78.91,77.15,80.67,73.45,3033585,2406100,3238220,4394077
PNC,"PNC Bank",109.58,111.48,108.34,109.56,112.18,109.83,110.46,117.22,101.58,1982618,2504500,2199440,2059832
PNR,"Pentair Ltd",50.1,49.9,48.86,49.78,48.2,49.44,47.02,50.58,44.07,1668327,976300,1194520,1236386
PNW,"Pinnacle West Capital Corp",80.93,81.07,79.55,80.88,80.96,80.26,76.91,84.24,69.29,600567,686000,772480,906714
PPG,"PPG Industries",137.34,137.16,132.56,136.74,133.8,134.59,126.86,138.39,116.95,1281514,1261800,1224760,1429100
PPL,"PPL Corp",28.6,28.59,28.25,28.55,28.51,28.48,27.67,29.34,25.47,3219150,3072400,2836380,4500059
PRGO,"Perrigo Company",46.9,47.38,45.51,46.7,46.04,46.12,45.9,49,44.28,727826,579200,589180,802518
PRU,"Prudential Financial Inc",66.75,66.27,65.54,66.53,66.41,66.33,65.38,69.66,60.16,1539927,1868900,1591620,2369909
PSA,"Public Storage",233.69,233,233.37,234.34,235.27,233.5,226.11,237.5,212.48,1677034,827600,882500,774350
PSX,"Phillips 66",52.46,50.58,51.05,52.51,51.72,52.08,53.24,60.72,48.82,2939724,3502100,2841800,3370341
PVH,"Phillips-Van Heusen Corp",64.21,62.16,61.19,63.86,62.55,62.21,63.47,72.25,58.34,1145355,1042700,1045740,1206018
PWR,"Quanta Services",62.1,61.98,59.84,62.05,60.68,60.82,55.56,62.53,48.53,1922254,1197000,1433360,1378586
PXD,"Pioneer Natural Resources Company",91.99,90.26,88.26,92.22,88.66,90.09,89.17,97.81,81.86,1014010,854800,1031640,1410445
PYPL,"Paypal Holdings",204.44,204.45,199.99,203.14,208.2,203.6,192.74,209.02,171.63,9663900,7630500,8926940,8111400
QCOM,"Qualcomm Inc",129.7,129.03,127.3,128.58,129.08,129.88,119.5,132.42,108.3,6626900,7377900,8537580,7918359
QRVO,"Qorvo Inc",136.95,134.76,132.41,135.96,134.98,135.15,131.84,140.69,123.08,627600,944700,919920,1155591
R,"Ryder System",50.39,50.13,48,50.6,48.29,48.84,45.02,50.78,40.32,428634,320200,412540,512841
RCL,"Royal Caribbean Cruises Ltd",59.49,58.83,58.67,59.38,61.35,59.91,64.43,72.11,57.85,6341985,7955200,12105260,7477664
RE,"Everest Re Group",201.55,200.8,199.68,201.8,200.46,202.36,201.04,207.47,193.02,109657,150600,222620,261664
REG,"Regency Centers Corp",38.61,37.54,37.36,38.54,38.4,37.66,38.72,41.49,35.99,648600,675800,698380,1227759
REGN,"Regeneron Pharmaceuticals",590,599.74,598.02,585.18,609.18,600.82,579.91,619.97,542.16,1169000,1049500,1083660,1258132
RF,"Regions Financial Corp",12.54,12.47,12.14,12.54,12.49,12.25,11.95,13.13,10.6,6503785,7103700,6640360,8007632
RHI,"Robert Half International Inc",56.9,56.66,56.37,56.79,57.8,57.07,54.76,58.98,50.77,509158,650700,660380,738418
RJF,"Raymond James Financial",79.45,79.72,77,79.4,77.73,77.9,74.59,80.32,67.66,466637,441200,516260,664386
RL,"Ralph Lauren Corp",76,74.79,71.85,75.75,72.26,72.97,72.31,81.39,66.85,919790,1179400,1034980,1373577
RMD,"Resmed Inc",179.62,180.79,175.97,179.6,178,177.81,172.59,182.35,165.72,464931,393100,397700,538618
ROK,"Rockwell Automation Inc",248.98,249.03,240.77,247.45,244.75,243.98,228.67,251.95,206.57,452111,371500,473740,579059
ROL,"Rollins Inc",59.72,59.77,58.45,59.47,58.67,58.79,55.47,60.72,51.58,1000029,1648500,927000,994645
ROP,"Roper Industries",431.52,433.89,424.07,430.45,426.36,427.21,404.48,438.32,380.07,788750,556200,597620,500086
ROST,"Ross Stores Inc",95.91,95.12,95.37,96.19,97.61,96.29,93.92,99.86,85.12,1666700,1434200,1451380,1616091
RSG,"Republic Services",93.61,93.57,93.04,93.42,93.65,93.45,93.73,97.02,91.13,818693,719300,879220,1047945
RTX,"Raytheon Technologies Corp",61,61.75,59.37,60.49,59.28,59.94,59.53,64.01,56.34,8287900,6166900,6928820,7289986
SBAC,"SBA Communications",311.73,310.25,304.61,310.54,310.08,306.6,312.33,322.65,302.37,300600,402700,462660,546495
SBUX,"Starbucks Corp",89.39,88.52,88.16,88.83,90.17,89.31,86.87,91.1,81.75,4722500,5002600,5225840,6221368
SCHW,"The Charles Schwab Corp",39.28,39.29,37.31,39.03,37.3,37.12,36.76,39.77,33.96,14090513,15406600,12966760,15459649
SEE,"Sealed Air Corp",42.16,41.64,40.68,41.92,41.75,41.21,39.95,43.37,36.27,2653918,817900,1426640,1392300
SGEN,"Seattle Genetics Inc",204.49,200.93,206.93,204.49,212.82,209.15,193.83,213.94,172.12,831900,603100,827180,1003905
SHW,"Sherwin-Williams Company",691.64,695.32,688.34,688,698.79,693.99,693.84,715.34,674.18,380195,426400,397600,454432
SIRI,"Sirius XM Holdings",5.84,5.84,5.78,5.84,5.89,5.84,5.51,6.03,4.95,28474801,29180900,26757080,28876582
SIVB,"Svb Financial Group",274.77,273.21,265.17,273.39,267.78,267.78,251.43,278.49,221.55,232000,207000,226560,296064
SJM,"J.M. Smucker Company",118.74,117.88,118.62,118.86,119.53,118.97,114.93,120.93,108.1,560724,452300,482000,711759
SLB,"Schlumberger N.V.",15.62,14.97,15.75,16.42,15.75,15.95,16.33,19.34,14.52,39866301,15709600,19569781,15114077
SLG,"SL Green Realty Corp",47.14,47.3,46.49,47.34,47.36,47.26,48.17,53.42,42.67,858618,1054100,1025320,1352491
SNA,"Snap-On Inc",158.86,159.16,154.43,157.97,156.1,156.83,150.34,161.47,138.94,417571,337600,309320,378832
SNPS,"Synopsys Inc",228.61,226.48,224.24,228.03,229.15,226.81,214.24,232.74,193.55,529600,591100,631800,689182
SO,"Southern Company",58.28,58.35,57.61,58.02,58.15,58,55.74,59.2,52.01,3241617,3356700,3318480,4047559
SPG,"Simon Property Group",65.53,64.82,64.71,65.12,65.89,65.72,66.69,74.24,59.6,3941223,2903700,3272000,4325836
SPGI,"S&P Global Inc",348,348.17,347.81,347.45,356.98,351.51,354.31,368.14,342.09,1109623,962900,947120,786423
SPLK,"Splunk Inc",207.61,207.2,203.55,205.29,205.38,209.23,194.4,219.5,171.07,2617000,1408200,1985080,1773400
SRE,"Sempra Energy",128.66,128.11,125.74,128.54,127.19,127.09,121.45,129.88,112.33,1344008,1446700,1156880,1393045
STE,"Steris Corp",187.52,188.88,185.51,187.33,187.92,186.58,178.17,192.97,164.19,236047,309100,316940,478205
STT,"State Street Corp",67.02,66.58,65.06,66.95,66.53,66.03,62.06,67.75,56.63,3625093,2170200,2252680,2255214
STX,"Seagate Tech Ord Shs",50.96,51.44,50.59,51.35,51.24,51.04,49.62,52.49,46.89,2304800,1501600,2081460,2578250
STZ,"Constellation Brands Inc",182.3,181.48,180.49,181.55,184.26,183.11,185.21,194.93,179.79,827589,791600,725000,1067859
SWK,"Stanley Black & Decker Inc",177.55,176.38,175.31,176.65,178.19,177.52,166.84,180.26,152.19,952340,1032100,952400,1004941
SWKS,"Skyworks Solutions",154.4,153.15,150.56,153.38,154.78,153.31,146.04,158.61,131.44,1110700,965600,1505840,1736114
SYF,"Synchrony Financial",29.31,29.38,28.31,29.1,28.67,28.67,27.26,29.86,24.2,3656599,2565300,3253040,4463609
SYK,"Stryker Corp",223.8,224.05,217.36,222.33,220.49,221.22,212.06,227.39,196.75,820575,773000,854060,1083182
SYY,"Sysco Corp",66.9,65.78,66,66.58,65.21,66.9,64.61,69.51,58.94,2620694,1970700,2238960,2670736
T,"AT&T Inc",27.48,27.33,27.31,27.45,27.71,27.49,28.31,29.24,27.11,29326146,32086898,43019238,36830883
TAP,"Molson Coors Brewing Company",35.5,35.4,35.01,35.57,35.2,35.4,34.49,37.06,32.11,1547550,1897100,2452100,2717164
